sgRNA	Gene	D1_High	D1_Low	D2_High	D2_Low
s_2367	ZNF133	2834	3034	3039	4055
s_718	HLA-DQB1	1323	1391	1452	1958
s_5624	Non-Targeting Control	2755	3057	2964	4032
s_3568	BTNL2	1554	1693	1696	2272
s_2578	FOXN1	2850	3056	3083	4342
s_1986	HNF1B	1257	1443	1452	1764
s_5590	Non-Targeting Control	2634	2868	2828	3839
s_5506	Non-Targeting Control	2163	2368	2455	3189
s_750	HMX1	1053	995	1143	1468
s_5666	Non-Targeting Control	1412	1669	1577	2096
s_5745	Non-Targeting Control	1831	1991	2019	2703
s_4329	ZNF257	1651	1880	2008	2646
s_924	HOXD8	1531	1671	1813	2295
s_2977	VAX1	1853	1979	2017	2694
s_1571	POU3F1	1358	1493	1474	1906
s_241	ATF6B	2995	3373	3416	4620
s_1100	IRF4	2164	2370	2303	3220
s_2714	TBX4	2641	2985	3011	3779
s_965	FOXN2	2319	2682	2546	3472
s_1647	PURA	1298	1402	1462	1893
s_655	GSC2	1169	1337	1276	1786
s_4585	ZNF98	2103	2439	2446	3121
s_2777	NR1H4	3147	3398	3426	4512
s_516	FOXD1	2092	2424	2209	3022
s_1292	MYBL2	1780	1939	1915	2308
s_422	NR2F6	1167	1297	1203	1749
s_1542	PLAGL1	1797	2061	2096	2822
s_2988	PRDM4	2633	2902	2961	3895
s_5409	Non-Targeting Control	1650	1801	1866	2456
s_1763	CCL5	1899	2065	2376	3034
s_5407	Non-Targeting Control	2084	2191	2335	2996
s_2539	FOSL1	3517	4071	4164	5380
s_3983	ZNF442	2708	3006	3045	3925
s_3498	SOX6	2330	2614	2624	3450
s_1793	SIX3	2674	3040	2875	3865
s_5291	SKOR2	2597	3003	2985	3868
s_4556	ZNF524	2157	2398	2551	3249
s_342	E2F6	1991	2187	2270	2844
s_586	NR5A1	1514	1574	1482	2120
s_5902	Non-Targeting Control	1614	1621	1653	2188
s_136	CBFB	1813	1965	2136	2677
s_5302	FOXD4L5	1482	1724	1657	2292
s_3171	ZNF521	2991	3418	3576	4390
s_5401	Non-Targeting Control	3186	3395	3470	4678
s_4301	ZNF276	2648	2751	2903	3837
s_5068	FOXI3	1390	1603	1625	2041
s_363	EGR3	2945	3312	3541	4395
s_1594	POU5F1	1537	1722	1656	2159
s_3281	ICOS	3198	3654	3970	4969
s_2771	MED12	1703	1906	1913	2543
s_3113	OTP	2715	2966	2893	3674
s_2590	GCM1	2969	3471	3419	4625
s_4045	ZNF611	4169	4600	4447	6057
s_4296	CENPBD1	2665	3090	3236	4041
s_2001	ZEB1	5107	5917	5663	7559
s_2733	SOX13	2733	3046	3154	4105
s_2969	IL24	1572	1771	1755	2306
s_4163	ZSCAN10	1458	1593	1632	2057
s_986	IL1R1	2655	2922	2963	3895
s_1695	RFX4	3563	3974	3912	5146
s_1621	PRKRIR	2275	2513	2704	3572
s_2194	ZFX	2661	3015	2923	3910
s_571	FOS	1773	1908	1924	2603
s_5111	ZNF445	2688	2805	2819	3646
s_2882	AGPAT1	2622	2801	2818	3769
s_1630	PROX1	1533	1763	1846	2372
s_5964	Non-Targeting Control	290	220	231	363
s_2396	ZBTB16	1940	2148	2200	2803
s_1620	MAP2K1	2452	2765	2689	3361
s_1375	NFIL3	1751	1977	1962	2658
s_3066	ZBTB1	2044	2255	2145	2989
s_2605	KLF7	2816	2949	2794	3848
s_4084	MIXL1	1796	1863	1964	2592
s_3838	EBF2	1345	1597	1580	1952
s_5059	FIGLA	2217	2471	2690	3495
s_2055	TFAP2B	2785	3068	2907	3981
s_374	ELF2	978	1075	1007	1429
s_3477	ZNF444	1563	1748	1648	2175
s_3080	MYT1L	2652	2851	2869	3738
s_2593	YBX3	1312	1483	1516	1796
s_4288	ZNF300	2668	3038	3201	4075
s_272	CTLA4	2941	3308	3413	4414
s_1262	MSH5	3450	3938	3963	5038
s_2091	TGFB1	1979	2175	2196	2906
s_436	ESR1	2397	2549	2538	3425
s_4947	ZNF615	2868	3215	3282	4248
s_5819	Non-Targeting Control	2153	2275	2445	3273
s_1652	RAD21	2273	2408	2464	3340
s_1085	IRF1	2256	2553	2567	3376
s_1786	SIM2	2250	2616	2605	3378
s_378	ELF3	1594	1813	1822	2546
s_5465	Non-Targeting Control	1896	2157	2152	2815
s_4820	NAIF1	1733	2840	2812	3575
s_682	HIC1	3459	3820	3714	4804
s_5888	Non-Targeting Control	2420	2538	2533	3443
s_2154	UBP1	2954	3077	3260	4147
s_2230	ZNF8	2551	2867	2985	3913
s_4196	LBX2	2046	2314	2352	2897
s_2420	ZNF174	3641	3866	3853	5070
s_4042	TIGD6	1606	1670	1662	2344
s_4237	ZNF799	1709	1857	1997	2591
s_5981	Non-Targeting Control	1529	1801	1755	2273
s_796	HOXA1	2633	2811	3026	4136
s_1430	NPAS2	3280	3479	3885	4899
s_3634	ZNF490	2642	2882	2917	4069
s_2383	ZNF140	3686	4031	4017	5477
s_2719	ZNF254	2062	2232	2263	3017
s_3922	ZNF768	1094	1194	1206	1520
s_1520	PHF1	3801	4129	4191	5604
s_5946	Non-Targeting Control	1681	1795	1935	2405
s_5337	TCF24	1838	2095	2171	2804
s_4995	SNAI3	1620	1736	1759	2339
s_3390	ZNF589	2355	2553	2550	3300
s_5907	Non-Targeting Control	1416	1678	1576	2048
s_877	HOXC5	2848	3222	3502	4395
s_3595	ATXN7L3	1258	1390	1476	1839
s_1467	PAX1	1939	2011	1948	2651
s_3181	ZBTB20	2028	2275	2402	3137
s_5591	Non-Targeting Control	2438	2707	2734	3574
s_1519	PHF1	3484	3882	3874	5256
s_698	ZBTB48	3756	4044	4109	5301
s_102	FOXL2	2409	2647	2751	3265
s_1894	SRF	1681	1882	1946	2527
s_5863	Non-Targeting Control	2730	3242	3289	4118
s_4335	ZNF554	3073	3528	3552	4502
s_4825	ZNF449	2287	2575	2476	3396
s_3554	ZNF302	3306	3489	3826	4798
s_4252	TGIF2LY	1848	2035	2313	2909
s_3442	FEV	2517	2792	2555	3882
s_3119	HEY1	1600	1716	1763	2198
s_3653	ZNF492	2023	2113	2244	2927
s_2421	ZNF175	2036	2427	2460	3142
s_3791	PRDM15	1339	1625	1727	1986
s_1700	RFX5	2986	3286	3292	4250
s_4434	ZNF684	2669	3128	3043	3964
s_2729	CLOCK	1853	2058	2014	2897
s_4103	ZNF528	2735	3212	3272	4197
s_1705	RORB	2025	2257	2166	3000
s_3195	PTPN22	2565	2726	2858	3631
s_4049	ZNF93	3295	3780	3768	4809
s_2775	NR1I3	1876	2198	2107	2796
s_4312	FOXP2	3090	3689	3641	4774
s_4000	ZNF430	1816	2177	2108	2895
s_1780	SHOX2	1641	1889	1744	2256
s_2883	AGPAT1	2063	2328	2396	3061
s_338	E2F5	4198	4813	4851	6349
s_707	HLA-C	1217	1301	1272	1594
s_1830	SOX4	1540	1755	1825	2332
s_2518	MAFK	1307	1371	1540	2051
s_3894	IRX3	1607	1846	1816	2391
s_1909	STAT2	2116	2417	2476	3253
s_408	EMX2	1907	2033	1957	2719
s_4495	ZFP28	2623	2926	2898	3837
s_381	ELF4	3006	3222	3590	4528
s_3182	ZBTB20	1874	2120	1866	2713
s_562	FOXO3	1588	1720	1719	2206
s_3103	SATB2	2479	2804	2761	3461
s_1280	MXI1	2195	2462	2580	3281
s_3855	ISL2	1727	1964	1934	2450
s_4409	ZNF441	2316	2585	2733	3486
s_4878	EBF3	2623	2898	3009	3954
s_4737	ZNF467	2024	2370	2274	3048
s_2582	KLF11	1750	1937	1969	2594
s_2672	ZBTB22	1925	2092	2189	2806
s_5694	Non-Targeting Control	2126	2391	2286	3100
s_5605	Non-Targeting Control	1995	2507	2339	3218
s_5000	VSX2	2028	2196	2300	2925
s_2787	NR2E3	1597	1855	1814	2352
s_876	HOXC4	2619	2866	2848	3790
s_989	IL2	2610	2916	3106	3976
s_404	EMX1	1004	1119	1278	1605
s_1219	MEF2D	3029	3206	3250	4070
s_4518	GSC	3078	3550	3396	4545
s_4593	ZNF681	1747	1879	1935	2609
s_2427	ZNF177	2346	2759	2665	3590
s_1959	TBX2	1589	1723	1785	2325
s_5780	Non-Targeting Control	2054	2303	2400	3073
s_162	CDX1	1232	1419	1421	1768
s_2442	ZNF189	3108	3524	3559	4464
s_1499	PBX1	2029	2259	2358	3011
s_2910	CTCF	1889	2140	2159	2824
s_5362	ZNF705B	2083	2200	2290	2978
s_1169	SMAD1	2365	2480	2524	3370
s_5368	DUX4	1204	1440	1341	1781
s_4734	ZNF679	1772	1957	2047	2633
s_5211	YY2	1896	2058	2094	2838
s_4038	ZNF436	3281	3571	3537	4596
s_3559	DMAP1	2814	3132	3160	4135
s_2854	BTN2A2	1961	2164	2224	2821
s_178	CEBPB	2014	2094	2154	2701
s_868	HOXB8	1466	1541	1589	2146
s_4651	HSFY2	1716	1851	1833	2465
s_2365	ZNF133	1641	1761	1781	2343
s_3016	KLF12	1879	2269	2121	2808
s_3099	MGA	3245	3864	3613	4817
s_2466	ZNF214	2067	2430	2268	3103
s_1490	PAX7	1329	1529	1494	1858
s_1745	CCL1	1857	2068	2065	2752
s_2161	USF1	3606	4041	4142	5111
s_2438	ZSCAN26	2628	2874	2973	3851
s_1245	KMT2A	1470	1519	1720	2040
s_40	PHOX2A	1174	1331	1355	1776
s_3424	BCL11A	1672	1844	1840	2499
s_4164	ZSCAN10	1202	1241	1225	1603
s_192	CEBPG	2872	3277	3215	4042
s_1904	SS18	1731	2000	2114	2629
s_1877	SPIB	2276	2637	2671	3522
s_2101	THRA	1516	1687	1771	2240
s_3858	DCLRE1B	2026	2326	2350	3037
s_4615	TCF23	1653	1848	1814	2301
s_892	HOXC9	2127	2532	2462	3095
s_5975	Non-Targeting Control	2641	2877	2743	3790
s_749	HMX1	1327	1532	1453	2065
s_1107	IRF6	1947	2100	2182	2696
s_2126	TNFAIP3	1274	1379	1411	1765
s_1923	STAT5A	2098	2234	2066	2711
s_4770	ZNF431	1663	1939	2029	2744
s_4156	RAX2	2475	2827	2823	3688
s_3680	ZNF529	2226	2236	2558	3278
s_2875	DEAF1	1801	1956	1936	2636
s_4171	ZNF382	3791	4015	4228	5533
s_5397	Non-Targeting Control	1815	2131	2124	2892
s_2011	TCF15	1002	1052	1024	1388
s_5402	Non-Targeting Control	2128	2357	2460	3168
s_4776	ZNF675	2335	2593	2494	3507
s_2631	FOXH1	3093	3357	3485	4568
s_2658	ZBED1	1058	1139	1213	1542
s_3216	HEYL	1321	1479	1535	2028
s_1493	PAX9	2303	2623	2575	3260
s_2940	PHTF1	2259	2616	2754	3358
s_5791	Non-Targeting Control	1879	2201	2195	2845
s_248	CREBL2	2066	2369	2531	3177
s_2887	CXCL13	1191	1299	1323	1879
s_658	GTF2B	2185	2656	2781	3552
s_5090	ZNF81	2625	3068	3202	4136
s_4896	PTF1A	1472	1672	1716	2242
s_3871	ZFP69B	1684	1756	1900	2445
s_462	ETV1	2643	2907	3033	3928
s_5469	Non-Targeting Control	2164	2486	2567	3281
s_5227	ZNF506	3566	3982	4128	5124
s_764	FOXA2	1650	1868	1877	2590
s_1192	MAF	2168	2221	2380	2972
s_3155	SPDEF	1760	1886	1951	2622
s_5839	Non-Targeting Control	1827	1838	1891	2421
s_4208	LHX4	2114	2259	2280	3030
s_4456	ZFP42	2152	2368	2582	3245
s_3585	ARNTL2	1682	1821	1731	2336
s_609	GATA6	1708	1798	1811	2384
s_3163	POU2F3	1932	2267	2197	3080
s_2715	TBX4	2550	2800	2823	3726
s_3589	LHX9	1263	1528	1501	2004
s_176	CEBPA	1890	2490	2391	3584
s_4384	FOXN4	2441	2677	2683	3464
s_5784	Non-Targeting Control	2227	2619	2594	3437
s_5219	ZNF705A	2142	2496	2536	3305
s_2702	NCR2	2296	2543	2599	3301
s_4368	ZNF641	3456	3972	4032	5251
s_3280	TFCP2L1	1571	1754	1915	2357
s_2018	TCF19	2179	2299	2176	3134
s_2319	ZNF74	3212	3256	3316	4307
s_220	CCR6	2203	2628	2615	3321
s_4521	MESP2	1582	1838	1724	2330
s_1868	SP3	2257	2590	2616	3489
s_2226	ZNF7	2231	2718	2770	3471
s_992	IL2	1760	2076	2012	2761
s_4321	FOXQ1	1253	1388	1405	1840
s_3810	SOX17	1511	1723	1535	2061
s_4464	NOBOX	2041	2137	2302	2877
s_1168	MXD1	1533	1802	1764	2390
s_5875	Non-Targeting Control	1789	1920	1906	2481
s_2293	ZKSCAN1	2587	2902	2924	3742
s_5295	FOXD4L6	1815	2059	1862	2501
s_1343	NFIA	1428	1557	1450	1974
s_3853	ISL2	1413	1605	1547	2021
s_3220	HBP1	1367	1575	1581	1946
s_5474	Non-Targeting Control	1868	2147	2025	2643
s_5156	FEZF1	1285	1338	1437	1932
s_3428	SOX18	1350	1486	1509	1803
s_1025	IL6ST	2279	2504	2488	3300
s_4284	ZNF765	2056	2425	2275	2960
s_3360	LEF1	2115	2439	2459	3174
s_3025	RBPJL	1392	1488	1391	1903
s_3746	BACH2	1588	1776	1859	2413
s_2511	LST1	1637	1832	1948	2378
s_2657	ZBED1	2276	2570	2357	3284
s_3348	MLXIPL	2265	2518	2713	3211
s_1042	IL12A	1288	1271	1286	1661
s_2019	TCF19	1210	1437	1336	1809
s_5048	ZSCAN22	2062	2404	2301	3092
s_1575	POU3F2	1853	2020	2172	2804
s_5709	Non-Targeting Control	2835	3171	3193	4234
s_3915	ZNF329	1612	1898	1965	2613
s_1328	NEUROD2	1805	2021	1999	2734
s_242	ATF6B	1354	1429	1509	1897
s_4783	ZNF627	2272	2597	2670	3529
s_4012	SP6	3359	3790	3819	4990
s_4702	ZNF114	1826	1926	2066	2646
s_4159	ZBTB45	1408	1539	1505	1987
s_1131	JUND	972	1221	1158	1740
s_2697	ZNF264	2273	2505	2526	3252
s_434	ESR1	2549	2817	2761	3585
s_1008	IL4	2695	2970	2922	3901
s_5966	Non-Targeting Control	1494	1668	1624	2194
s_1823	SOX2	3068	3341	3251	4262
s_3603	BBX	2320	2492	2647	3489
s_2534	LHX3	3596	3983	3940	5213
s_418	EPAS1	3414	3981	3784	5062
s_284	DDIT3	2239	2405	2365	2922
s_2483	ZNF225	2688	2924	2985	3751
s_4752	ZNF883	2101	2435	2467	3136
s_1859	SP1	2261	2539	2589	3318
s_4242	ZNF439	4115	4708	5003	6411
s_9	NR0B1	1616	1840	1757	2322
s_4960	ZNF619	4056	4329	4670	6086
s_793	HOXA1	3357	3735	3667	4715
s_165	CDX2	1481	1685	1721	2298
s_1661	RARG	2396	2618	2622	3490
s_5778	Non-Targeting Control	2339	2536	2670	3416
s_2242	ZNF708	3207	3605	3571	4665
s_3474	ELP2	3498	3861	4108	5159
s_3699	NFE4	2923	3344	3398	4456
s_2580	FOXN1	1993	2270	2162	3045
s_2951	ZNF274	802	822	804	1142
s_2308	MZF1	1671	1971	2071	2623
s_2860	ZBTB18	2605	2952	3009	3809
s_1511	PDCD1	2892	3076	3009	4046
s_5538	Non-Targeting Control	2415	2731	2882	3533
s_5679	Non-Targeting Control	1799	1931	1949	2709
s_1427	NPAS1	3009	3501	3563	4652
s_3636	ZNF490	1441	1629	1882	2306
s_3122	HEY2	3167	3765	3587	4795
s_3076	ATF6	3105	3465	3466	4429
s_2465	ZNF214	2302	2647	2451	3345
s_135	CBFB	1991	2248	2296	3019
s_5134	ZNF749	4181	4840	4788	6147
s_1838	SOX9	896	934	927	1211
s_4105	ZNF333	2457	2712	2699	3693
s_483	ETV6	2154	2442	2676	3231
s_3735	PRDM12	2469	2888	2958	3793
s_1267	MSX1	1286	1414	1312	1768
s_1918	STAT4	1266	1459	1411	1703
s_5251	DPRX	2653	3014	2953	4201
s_4538	ZNF480	2166	2482	2541	3239
s_5431	Non-Targeting Control	2439	2729	2604	3481
s_4283	ZNF765	2488	2826	2903	3760
s_3422	BCL11A	1465	1718	1776	2112
s_2842	KLF2	1345	1379	1393	1857
s_731	HLA-DRB1	1394	1340	1456	1910
s_5503	Non-Targeting Control	1311	1547	1477	1958
s_3901	ZNF557	1922	2154	2187	2660
s_5563	Non-Targeting Control	2066	2323	2313	3030
s_4992	FOXD4L3	1608	1760	1821	2372
s_4485	HDX	2465	2795	2839	3569
s_2671	ZBTB22	1729	1996	1991	2516
s_2061	TFAP4	3242	3789	3524	4809
s_2589	GCM1	2830	3077	3119	4139
s_5342	ZNF737	2910	3151	3205	4101
s_1871	SP4	2158	2335	2256	3235
s_1456	OTX1	1852	2082	2129	2822
s_5376	ZNF783	1635	1847	1879	2476
s_2604	BHLHE40	1414	1487	1485	1845
s_76	ATOH1	2013	2213	2179	2825
s_3161	POU2F3	3272	3612	3949	5119
s_5256	DUXA	1922	2191	2268	2968
s_2487	ZNF232	2774	3241	3209	4193
s_4754	ZNF883	2348	2711	2723	3567
s_2114	NKX2-1	1187	1446	1538	1984
s_407	EMX2	1269	1368	1392	1930
s_5665	Non-Targeting Control	3907	4360	4411	5994
s_3548	MYNN	2340	2742	2656	3578
s_5293	SKOR2	1735	1672	1782	2443
s_110	KLF5	1928	2153	2142	2785
s_766	FOXA3	1298	1373	1510	1841
s_1853	SOX12	1306	1547	1616	2074
s_4997	SNAI3	1327	1550	1475	2015
s_611	GATA6	2062	2465	2396	3057
s_1228	MEIS2	2389	2580	2527	3392
s_4531	ZNF785	3378	3542	3669	4770
s_424	NR2F6	1785	1939	1970	2503
s_4445	ZNF280A	1725	1985	1912	2678
s_4483	HDX	2235	2414	2560	3337
s_2837	HMG20B	1942	2218	2144	2876
s_961	HSPA1B	1876	2212	2186	2810
s_5460	Non-Targeting Control	2515	2902	2732	3667
s_3644	ZNF398	2266	2536	2614	3444
s_4712	ZNF100	1831	1917	2008	2558
s_657	GTF2B	2182	2557	2508	3445
s_4956	HKR1	965	1109	1169	1451
s_2014	ZNF354A	1668	1894	1970	2380
s_98	BNC1	2298	2617	2584	3568
s_4850	SP8	1655	1850	1811	2399
s_5906	Non-Targeting Control	1598	1765	1694	2265
s_2758	SETDB1	2311	2449	2689	3504
s_17	AIF1	2117	2328	2258	2911
s_2670	ZBTB22	2221	2705	2524	3536
s_1144	LMX1A	2190	2414	2379	3014
s_1639	PTEN	2772	3005	3047	3917
s_1263	MSH5	1835	2142	2079	2743
s_4411	ZNF440	2111	2402	2455	3087
s_4913	FOXR1	1850	1992	1798	2630
s_748	NR4A1	1473	1674	1679	2122
s_2273	ZNF26	2638	2857	2939	3810
s_5989	EGFP	862	951	1160	1394
s_5099	ZNF713	2506	3143	2991	3918
s_3843	ZNF574	2052	2284	2258	2981
s_2827	IRX5	2242	2375	2403	3182
s_3203	NKX2-8	1418	1652	1593	2106
s_3618	VARS2	2010	2383	2314	3072
s_5544	Non-Targeting Control	2992	3216	3366	4358
s_4490	FOXR2	2118	2375	2314	2995
s_3604	BBX	2573	2871	2832	3937
s_4075	ZNF484	1889	2219	2283	3072
s_589	GABPA	2673	3140	2947	4035
s_3084	ZNF423	2515	2842	2869	3619
s_3811	SOX17	1439	1576	1561	2030
s_676	GZMB	1778	2118	2060	2668
s_3571	RNF20	1759	2075	2012	2606
s_5598	Non-Targeting Control	2569	2929	2883	3750
s_5261	ZNF704	1154	1379	1289	1712
s_5536	Non-Targeting Control	1893	2281	2207	2810
s_1282	MYB	1581	1761	1836	2256
s_2686	LHX2	1822	2070	2087	2639
s_1716	RREB1	2082	2332	2350	2809
s_4438	KLF17	2117	2385	2319	3089
s_5862	Non-Targeting Control	1965	2114	2177	2716
s_3173	HINFP	2720	2962	2941	3687
s_3645	EBF4	3460	3957	3739	4891
s_3606	TBX20	1027	1220	1136	1455
s_2067	TFCP2	1939	2020	2001	2546
s_1271	MSX2	1626	1809	1723	2323
s_3305	CXXC1	2297	2460	2416	3094
s_1788	SIM2	1759	1846	1905	2601
s_5351	ZNF705G	2978	3179	3194	4348
s_5725	Non-Targeting Control	2114	2409	2497	3202
s_2472	ZNF217	2011	2218	2118	2879
s_1196	MAFG	1652	1802	1797	2334
s_5856	Non-Targeting Control	2162	2361	2432	3248
s_643	GLI4	1419	1777	1418	2158
s_3642	ZNF398	2149	2309	2272	2915
s_4846	ZBTB12	1600	1756	1818	2292
s_3980	ZNF696	1300	1528	1446	1824
s_885	HOXC8	1509	1689	1801	2312
s_3863	RFX7	2430	2669	2633	3458
s_4840	ZNF485	3492	4006	3930	5115
s_1436	NRF1	2059	2237	2364	3081
s_5049	ZSCAN22	3239	3719	3519	4650
s_2866	CREB3	3791	4193	4234	5665
s_2982	SOX30	1805	1922	1979	2554
s_758	FOXA1	1056	1144	1204	1498
s_3788	PRDM16	1790	1988	2091	2645
s_504	FOXF1	1937	2014	2086	2650
s_3720	ZNF250	2091	2258	2366	2897
s_3882	ZSCAN5A	1401	1669	1592	2323
s_3776	DMRTA1	1189	1284	1269	1806
s_3987	GRHL2	1849	2145	2102	2836
s_4919	PROX2	2410	2799	2771	3724
s_1346	NFATC3	3058	3348	3252	4365
s_5827	Non-Targeting Control	1341	1465	1463	2043
s_703	HLA-B	1913	2253	2198	2775
s_4327	ZNF257	2553	2725	2799	3953
s_1442	YBX1	3027	3445	3420	4516
s_4874	ZNF620	1627	1789	1882	2337
s_2521	MTERF1	3136	3515	3517	4672
s_2718	ZNF254	4004	4539	4657	6013
s_5774	Non-Targeting Control	2326	2743	2702	3612
s_2853	BTN2A2	2910	3162	3130	4118
s_1514	PGR	1373	1490	1567	1991
s_497	FOXG1	1848	2116	2157	2912
s_4377	ASCL4	1583	1599	1735	2261
s_2035	TEAD4	2043	2231	2362	3106
s_2929	TCFL5	2748	3114	3053	4081
s_4477	NKX2-6	3216	3633	3488	4630
s_2403	ZNF148	2574	2776	2842	3645
s_4067	SOX7	1087	1204	1215	1665
s_2302	ZNF41	2978	3387	3323	4323
s_849	HOXB4	1685	1891	2033	2482
s_3503	ZNF821	1840	2204	2148	2846
s_5124	ZNF808	2420	2745	2832	3785
s_4658	NKX2-3	1288	1460	1495	1901
s_2046	TERF2	791	837	899	1130
s_3515	ZNF334	3008	3429	3127	4153
s_2129	TP53	3140	3594	3374	4481
s_1915	STAT3	3508	3916	3860	4992
s_3856	ISL2	1470	1617	1613	2073
s_5225	DBX2	1591	1706	1716	2385
s_4304	ZNF561	4196	4779	4874	6220
s_2867	CREB3	2913	3179	3059	4296
s_2182	XPA	2260	2540	2605	3427
s_138	CD1A	1847	2062	2017	2615
s_866	HOXB8	1717	1952	1461	2582
s_5742	Non-Targeting Control	2458	2820	2839	3593
s_2945	ZNF266	2120	2413	2576	3368
s_1274	MTF1	2756	3274	3206	4375
s_2896	ARID3B	2124	2270	2462	3014
s_2355	ZNF121	2225	2533	2381	3267
s_1136	LAG3	2220	2351	2447	3167
s_2131	TP53	2141	2497	2608	3401
s_4520	MESP2	1242	1322	1363	1761
s_193	CENPB	1522	1699	1768	2184
s_1338	NFATC2	1913	2249	2332	3068
s_4062	SCRT1	1334	1409	1504	2014
s_3744	TGIF2	1749	1892	1951	2418
s_3944	ZFHX4	1762	1860	2008	2567
s_1090	IRF2	2486	2728	2733	3437
s_460	ETS2	3341	3737	3786	4872
s_1935	T	2059	2259	2191	2837
s_2132	TP53	1328	1593	1436	1952
s_3623	ZNF248	1824	2080	2080	2758
s_3423	BCL11A	1595	1870	1736	2338
s_821	HOXA9	2339	2524	2449	3337
s_4131	ZNF594	2107	2236	2260	3016
s_45	ARNTL	2282	2604	2555	3489
s_2679	ZNF235	2809	3293	3303	4305
s_5496	Non-Targeting Control	2303	2626	2695	3515
s_969	IRF8	1826	2449	2123	3288
s_2451	ZNF200	2174	2402	2474	3355
s_2460	ZNF205	1064	1210	1103	1687
s_4884	ZNF718	2459	2801	2730	3750
s_1472	PAX2	1891	2069	2078	2745
s_778	ONECUT1	2223	2556	2170	3156
s_3670	ZBTB26	3183	3383	3355	4621
s_1789	SIX1	1848	2035	2157	2718
s_3715	OVOL2	1306	1457	1486	1959
s_4717	ZNF540	1495	1542	1615	2099
s_5237	ZNF716	2807	3235	3242	4020
s_388	ELF5	3372	3646	3592	4729
s_419	EPAS1	2990	3239	3092	4296
s_3089	HIC2	2980	3472	3614	4770
s_3842	ZNF574	2056	2207	2287	2954
s_3748	BACH2	1633	1786	1829	2447
s_5806	Non-Targeting Control	2793	3117	3315	4449
s_1624	PRKRIR	4002	4730	4796	6027
s_4869	ZNF396	2791	3083	3004	3994
s_1166	MXD1	2545	2808	2947	3762
s_4030	LY6G5C	2329	2505	2602	3271
s_2185	YY1	2487	2794	2793	3850
s_4389	JDP2	2381	2701	2709	3270
s_4962	ZNF619	2358	2428	2696	3536
s_315	DNMT1	1723	2012	1770	2733
s_2546	ALX1	2540	2891	2800	3884
s_3544	ZKSCAN7	2745	2947	2891	3859
s_3526	ZNF415	1630	1929	1908	2395
s_1210	MEF2A	2130	2309	2317	3135
s_4798	FOXD4L1	1133	1249	1276	1722
s_142	CD1B	2297	2562	2620	3576
s_3547	MYNN	2443	2744	3033	3940
s_614	GBX1	1721	1963	1878	2448
s_1300	MYCL	1940	2102	2072	2869
s_3214	HEYL	2376	2795	2661	3537
s_3346	MLXIPL	2776	3396	3221	4162
s_3246	ZBTB11	2862	3173	3333	4252
s_3152	ZNF324	2261	2485	2543	3285
s_118	MYRF	1233	1421	1443	1818
s_3401	CXXC5	1509	1660	1639	2335
s_3617	VARS2	1934	2289	2237	2905
s_1278	MXI1	1473	1596	1711	2114
s_581	NR5A2	1400	1414	1483	1923
s_2540	FOSL1	2536	2829	2760	3581
s_265	NKX2-5	1338	1590	1640	2166
s_860	HOXB6	946	1150	1157	1516
s_4848	SP8	1671	1775	1840	2381
s_28	ALX3	1287	1380	1238	1798
s_1805	SNAI2	1665	1883	1802	2407
s_4218	TGIF2LX	1816	1834	1919	2362
s_2200	ZFY	2219	2489	2508	3197
s_4168	ZNF341	2671	2972	3031	3979
s_1629	PROX1	2922	3228	3125	4205
s_2495	PAX8	1611	1709	1679	2197
s_48	ARNTL	3248	3323	3626	4564
s_5446	Non-Targeting Control	3306	3576	3841	5018
s_1582	POU4F1	2032	2299	2338	3079
s_4724	TIGD2	1569	1869	1726	2287
s_5067	FOXI3	1436	1410	1597	2019
s_3782	NEUROD6	3015	3386	3287	4099
s_1191	MAF	1579	1690	1764	2239
s_1847	SOX11	1646	1835	1764	2467
s_4867	ZNF396	1736	1878	2145	2721
s_4722	ZBTB49	4121	4623	4894	6427
s_3731	HIVEP3	1636	1627	1766	2243
s_4215	ZNF30	3236	3432	3523	4682
s_4575	ZNF582	3620	4123	4081	5143
s_5360	ZNF705B	3218	3727	3763	4705
s_2747	ZNF432	2122	2415	2394	3306
s_145	CD1C	2311	2521	2438	3507
s_5913	Non-Targeting Control	2829	3245	3265	4230
s_797	HOXA2	1848	2112	2124	2860
s_1252	FOXO4	3024	3404	3273	4427
s_1035	IL9	4815	5228	5365	6958
s_2140	NR2C1	3047	3441	3539	4564
s_3408	ZNF581	1598	1664	1705	2340
s_294	DLX3	1746	2104	1994	2618
s_5166	NKX1-2	2292	2532	2496	3121
s_4217	TGIF2LX	1628	1835	1837	2421
s_5421	Non-Targeting Control	2017	2214	2126	2918
s_2211	ZIC3	2249	2475	2545	3294
s_912	HOXD1	1322	1430	1410	1835
s_3758	ZNF667	4005	4486	4496	5961
s_270	CTLA4	2451	2678	2642	3680
s_5634	Non-Targeting Control	2226	2446	2507	3337
s_465	ETV2	2814	3112	3040	4058
s_3557	DMAP1	1418	1675	1647	2211
s_4721	ZBTB49	3331	3658	3852	4909
s_1554	POU1F1	2633	3001	3062	4058
s_103	FOXL2	1556	1742	1838	2374
s_4167	ZNF341	1322	1488	1476	1969
s_869	HOXB9	1912	2166	2214	3030
s_2906	KLF1	1490	1564	1595	2115
s_4535	ZNF480	2003	2295	2286	3069
s_5618	Non-Targeting Control	3072	3414	3367	4407
