sgRNA	Gene	D1_High	D1_Low	D2_High	D2_Low
s_2464	Non-Targeting Control	3400	2770	3011	3507
s_664	FOXF1	5580	4446	4998	5897
s_1378	NOTCH4	3293	2722	3209	3512
s_1774	SGMS1	3124	2671	3121	3659
s_1891	TAB1	4028	3223	3766	4165
s_1250	MS4A7	4316	3515	3868	4553
s_1060	KSR1	2471	2006	2293	2630
s_1316	NFATC2	4254	3551	4070	4596
s_2921	Non-Targeting Control	4888	4122	4688	5274
s_284	CCR6	3162	2622	2991	3421
s_424	CSNK1A1	3256	2699	3079	3730
s_2106	TTC33	2225	1859	2077	2248
s_2496	Non-Targeting Control	5412	4526	4942	5879
s_876	IKZF1	4431	3839	4180	5169
s_2050	TNFRSF1A	2411	2057	2353	2697
s_1106	LST1	3253	2793	2960	3955
s_757	HIST1H3A	3812	3134	3459	4102
s_1672	RFXAP	3362	2792	3158	3451
s_1939	TGFB1	2992	2512	2897	3281
s_2232	ZFP36	4479	3095	4384	3895
s_2301	TGFBR1	3369	2551	3209	3361
s_23	ACVR1B	3964	3178	3740	4101
s_156	BCL10	4209	3426	3880	4572
s_760	HIST1H3A	2318	1931	2160	2486
s_2039	TNFAIP3	5718	3036	5327	3882
s_2829	Non-Targeting Control	3572	2872	3319	3905
s_1354	NIPBL	1147	988	993	1217
s_78	AQP11	3132	2578	3002	3252
s_1398	NSMCE2	4123	3458	3963	4387
s_912	IL2RA	4321	3534	4035	4830
s_995	JAK2	4587	3834	4422	4990
s_2460	Non-Targeting Control	4609	3728	4239	4819
s_2109	TTLL7	3514	2910	3210	3658
s_2487	Non-Targeting Control	5404	4442	4977	5634
s_1441	PCDH7	3732	2928	3289	3775
s_48	AKIRIN2	4221	3636	3842	4867
s_2656	Non-Targeting Control	4143	3382	3979	4331
s_2848	Non-Targeting Control	2513	2037	2441	2722
s_1167	MAP3K8	3127	4184	2809	6161
s_469	CYBB	3443	2812	3302	3697
s_2530	Non-Targeting Control	3554	2790	3221	3719
s_1263	MUC21	5306	4409	4973	5741
s_571	EFR3A	5836	4593	5360	6078
s_253	CBLL1	3974	3103	3630	4099
s_2215	ZC3H13	4414	3519	4022	4628
s_804	HLA-DRB1	2130	1800	1929	2291
s_977	ITGAL	3357	2764	3103	3353
s_363	CLCN4	4102	3374	3760	4148
s_270	CCDC88B	4071	3258	3806	4274
s_2430	Non-Targeting Control	1131	933	1101	1180
s_2705	Non-Targeting Control	3008	2493	2751	3152
s_2655	Non-Targeting Control	3265	2795	3151	3521
s_2474	Non-Targeting Control	5877	4740	5397	6158
s_2528	Non-Targeting Control	5247	4107	4654	5412
s_2207	YY1	887	746	864	1019
s_1987	TLR7	1899	1524	1725	1973
s_1177	MAPK3	3027	2515	2870	3297
s_1375	NOD2	4254	3322	3851	4279
s_1273	MYCBP2	1261	968	1193	1235
s_1056	KRT10	2667	2141	2450	2994
s_989	JAGN1	5013	4062	4583	5250
s_392	COMMD8	3795	3160	3437	3947
s_786	HLA-DOA	4319	3705	4212	4791
s_865	IKBKE	3924	3322	3634	4169
s_2231	ZFP36	5757	3171	5169	4069
s_2166	VARS2	3882	3202	3489	3968
s_1271	MYC	3194	2513	2920	3345
s_2071	TRAF2	3164	2395	2922	3253
s_2026	TMEM80	5047	4054	4606	5128
s_145	BACH2	3088	2411	2935	3298
s_35	AGPAT1	2914	2393	2626	3094
s_2537	Non-Targeting Control	5158	4100	5004	5658
s_552	DSG1	3177	2368	2827	3166
s_1448	PDCD10	1144	889	985	1179
s_2443	Non-Targeting Control	5668	4466	5453	6083
s_707	GPR18	4056	3195	3731	4244
s_2616	Non-Targeting Control	3736	3029	3517	4008
s_679	G6PD	4436	3763	4294	4893
s_1119	LZTS1	4151	3379	3630	4108
s_227	CARD6	4342	3556	4227	4712
s_1415	OTUD3	3209	2728	3032	3520
s_2523	Non-Targeting Control	5742	4637	5492	6059
s_2258	TYRO3	3994	3180	3586	4181
s_1103	LRRFIP2	1921	1604	1793	1997
s_258	CBX7	2888	2279	2421	2751
s_2433	Non-Targeting Control	5355	4328	4828	5579
s_2847	Non-Targeting Control	4483	3626	4049	4591
s_1407	OAS2	4736	3642	4311	4976
s_2412	Non-Targeting Control	4723	3843	4534	5061
s_127	ATP5D	4411	3631	4242	4774
s_986	ITPA	4012	3407	3780	4558
s_2283	IDO1	3557	2753	3346	3755
s_1958	TIRAP	3457	2812	3270	3648
s_2065	TRADD	1523	1184	1400	1551
s_725	GSK3B	2013	1519	1795	2139
s_498	DDX18	3882	3105	3494	3862
s_1968	TLR10	3611	2924	3452	4086
s_2790	Non-Targeting Control	5132	4006	4650	5344
s_1215	MEF2C	1025	797	892	1042
s_1154	MAP3K1	3966	3192	3690	4180
s_523	DLG5	3104	2775	3285	3821
s_2194	XKR6	3543	2772	3238	3557
s_218	C6orf47	2488	2292	2428	2876
s_1	A4GALT	2502	2065	2398	2637
s_1785	SIRT1	3782	2905	3377	3920
s_629	FANCM	3574	2894	3436	3820
s_1495	POLR2E	2681	2210	2480	2889
s_2763	Non-Targeting Control	3737	2939	3425	3960
s_2156	UQCRH	4537	4524	4121	5699
s_1845	SOCS1	2440	1961	2298	2564
s_1430	PABPC1	5188	4123	4599	5141
s_1268	MUC22	942	842	938	1026
s_1445	PDCD10	3640	3039	3616	3908
s_33	AGPAT1	4744	3782	4312	4840
s_2826	Non-Targeting Control	3007	2418	2686	3061
s_1655	RELB	3098	2333	2716	3177
s_1426	P2RY11	3381	2685	2949	3372
s_1428	P2RY11	3959	3402	3817	4360
s_1854	SPP1	3940	3195	3763	4161
s_1947	TICAM1	4164	3915	3801	5061
s_1629	RC3H1	4558	2490	4124	3157
s_769	HLA-B	4149	3212	3613	3892
s_2391	Non-Targeting Control	7075	5866	6421	7380
s_793	HLA-DQB1	1608	1265	1546	1708
s_1256	MSN	3742	3103	3390	3928
s_1350	NIPAL2	5859	4869	5598	6382
s_155	BCL10	6900	5601	6261	7311
s_1305	NEUROD4	995	827	984	1065
s_1624	RBCK1	2762	2285	2497	2890
s_1063	KSR2	3923	3220	3592	4269
s_984	ITGB2	4677	3628	4359	4758
s_728	GSK3B	1790	1345	1604	1798
s_2508	Non-Targeting Control	3101	2411	2818	3328
s_2147	UNG	3688	2911	3404	3814
s_1558	PRKRA	4645	3945	4606	5133
s_343	CFH	4193	3317	3780	4399
s_323	CEBPB	2709	2321	2549	2942
s_2099	TRPS1	3616	2813	3206	3739
s_628	FAM50A	3814	3083	3532	4059
s_2009	TMEM176B	3091	2359	2687	3131
s_1411	OAS3	4165	3188	3685	4237
s_4	A4GALT	4745	3764	4261	4868
s_247	CASP8	5291	4485	4908	5747
s_1964	TLR1	3811	3247	3553	4291
s_1123	MALT1	4564	3752	4355	5113
s_2280	CUL5	3098	2356	2831	3211
s_736	GYPC	3792	3189	3467	3989
s_1102	LRRFIP2	4060	3364	3640	4179
s_2033	TNF	4047	8187	3797	10412
s_1114	LYZ	4934	3892	4564	5115
s_2874	Non-Targeting Control	3345	2683	3219	3470
s_2313	VSIG4	2035	1657	1872	2225
s_1232	MIDN	3558	2983	3287	3934
s_1753	SDE2	2906	2180	2619	3020
s_1369	NOD1	3793	3180	3671	4043
s_1127	MAN1C1	2502	2005	2318	2686
s_503	DEPDC5	3827	2832	3312	3886
s_2504	Non-Targeting Control	2935	2274	2616	3005
s_1754	SDE2	4101	3344	3811	4481
s_1955	TIFAB	2652	2178	2331	2830
s_2661	Non-Targeting Control	2735	2211	2706	3044
s_1301	NEDD8	3825	3088	3674	4143
s_2204	YEATS4	4858	3931	4525	5066
s_2915	Non-Targeting Control	3932	3243	3766	4233
s_17	ACTL6A	5531	4438	5173	5945
s_1261	MUC21	4480	3741	4103	4838
s_2268	MERTK	4852	3729	4300	4765
s_422	CSNK1A1	2154	2074	2181	2540
s_2803	Non-Targeting Control	1257	1036	1182	1300
s_815	HLA-F	2854	2373	2743	3050
s_802	HLA-DRB1	3799	3401	3733	4327
s_2566	Non-Targeting Control	5898	4816	5543	6292
s_2463	Non-Targeting Control	2818	2285	2654	2814
s_1059	KSR1	1273	1021	1120	1264
s_302	CD40	4348	3534	3896	4581
s_176	BRD2	3977	3238	3796	4176
s_111	ATF1	4416	3503	4043	4699
s_2113	TUBA1C	790	679	752	881
s_2592	Non-Targeting Control	2754	2225	2468	2919
s_2572	Non-Targeting Control	3401	2668	3199	3486
s_191	BYSL	1846	1491	1706	1977
s_539	DOCK8	5715	4778	5441	6104
s_2182	WDR34	3376	2628	3079	3564
s_527	DMAP1	1361	1080	1228	1403
s_864	IKBKB	1295	1029	1178	1395
s_683	GABRG2	2770	2313	2664	2974
s_1444	PCDH7	1894	1585	1764	1985
s_2868	Non-Targeting Control	3936	3087	3696	3994
s_1996	TLR9	797	671	784	867
s_661	FOXF1	3735	3009	3485	3739
s_1610	RAD54L	3935	3217	3761	4239
s_334	CFB	4218	3560	3931	4659
s_561	E2F7	4116	3331	3894	4542
s_2309	CD38	4090	3365	3501	4304
s_265	CCDC22	2613	2264	2590	2919
s_1835	SMAD7	4164	3305	3871	4120
s_20	ACTL6A	1988	1677	1913	2201
s_651	FLI1	3305	3235	3133	4186
s_1632	RC3H1	3590	2539	3169	3494
s_890	IL17RA	5398	4277	4801	5918
s_2211	ZBTB7C	3398	2605	2995	3522
s_1626	RBX1	3355	2745	3288	3600
s_2586	Non-Targeting Control	2274	1908	2135	2451
s_626	FAM50A	3977	3202	3578	4158
s_2743	Non-Targeting Control	2940	2350	2650	3035
s_408	CRK	3168	2632	2980	3390
s_1207	MED30	2638	2059	2334	2762
s_1741	SAMD9	3329	2716	3062	3512
s_1393	NSF	3861	3010	3416	3884
s_1956	TIFAB	4866	3922	4598	5286
s_1470	PIGT	3477	2822	3286	3606
s_582	EGR2	3633	2956	3379	3866
s_190	BYSL	2921	2247	2683	2937
s_992	JAGN1	2979	2362	2591	3237
s_1661	RFX5	2568	2093	2464	2736
s_2256	ZNRD1	4374	3636	4263	4834
s_2485	Non-Targeting Control	3441	2793	3184	3804
s_1399	NSMCE2	4236	3433	4007	4709
s_819	HLA-G	3457	2861	3202	3749
s_1920	TBCE	2459	1976	2286	2600
s_1222	MICA	4797	3869	4284	4942
s_2800	Non-Targeting Control	3553	2994	3325	3848
s_1450	PDGFB	2486	2090	2276	2560
s_811	HLA-E	2300	1817	2013	2456
s_1837	SMARCC2	3600	3030	3451	3679
s_580	EGR1	4843	3864	4412	4961
s_1994	TLR9	2192	1817	2012	2369
s_2582	Non-Targeting Control	4785	3907	4516	5079
s_2728	Non-Targeting Control	4087	3396	3884	4262
s_1011	JUNB	3302	2546	3111	3350
s_1961	TLR1	2332	1797	2040	2446
s_2762	Non-Targeting Control	2654	2116	2410	2886
s_2564	Non-Targeting Control	4034	3271	3479	4137
s_2772	Non-Targeting Control	2379	1928	2280	2452
s_2589	Non-Targeting Control	3041	2618	2806	3271
s_2769	Non-Targeting Control	2584	2073	2400	2844
s_1511	PPARA	4310	3481	3945	4456
s_2241	ZNF384	2574	2080	2354	2679
s_2603	Non-Targeting Control	3813	3164	3561	4110
s_2266	MERTK	851	543	473	752
s_1236	MITF	4472	3435	4268	4469
s_1786	SIRT1	1875	1515	1833	2074
s_2425	Non-Targeting Control	2784	2193	2620	2931
s_1376	NOD2	1135	854	1028	1148
s_2731	Non-Targeting Control	3038	2493	2882	3325
s_1948	TICAM1	4045	3870	3786	4943
s_2916	Non-Targeting Control	2210	1724	1906	2304
s_121	ATP2B4	3665	3002	3453	3873
s_1538	PRF1	5250	4170	4821	5545
s_1025	KIAA1683	5314	4330	4917	5677
s_2293	MYB	4015	3353	3702	4063
s_2346	Non-Targeting Control	3724	3150	3473	3981
s_1817	SLC39A7	3099	2565	2798	3249
s_1549	PRKCH	4093	3397	3793	4367
s_2736	Non-Targeting Control	2677	2071	2377	2738
s_849	IFNAR1	2573	2030	2307	2659
s_1283	NAAA	610	507	561	625
s_822	HMGB1	5115	3904	4632	5143
s_1966	TLR10	4135	3309	3941	4426
s_1234	MITF	6356	4188	6573	4865
s_1230	MIDN	2776	2211	2628	2809
s_2088	TRAPPC9	3423	2764	3180	3511
s_201	C1orf141	3306	2613	3215	3447
s_381	COMMD6	4807	3949	4444	5014
s_287	CD14	811	737	708	1119
s_2539	Non-Targeting Control	3422	2764	3524	3917
s_619	ETS2	5092	4124	4512	5228
s_325	CEBPG	4808	3790	4519	5163
s_719	GPX4	1209	939	1158	1301
s_1514	PPIF	5078	4129	4624	5360
s_532	DMD	1050	871	1031	1085
s_557	E2F1	6761	5648	6028	7128
s_564	E2F7	4006	3198	3586	4145
s_2436	Non-Targeting Control	4541	3659	4353	4798
s_1930	TCF19	4687	3799	4183	5010
s_1321	NFKB1	3576	2914	3601	3894
s_139	ATXN7L3	2414	2191	2379	2910
s_1614	RALBP1	4110	3384	3807	4305
s_2660	Non-Targeting Control	4675	3926	4344	4957
s_2509	Non-Targeting Control	5471	4469	5165	5950
s_556	DUSP1	4529	3035	4069	3920
s_521	DLG5	2711	2271	2508	2819
s_50	AKT1	3070	2569	2887	3215
s_1401	NUMA1	3877	3203	3486	4188
s_1087	LINGO2	3947	3033	3551	4206
s_934	IRAK1	3274	2835	2928	3947
s_482	DAD1	2556	2207	2429	2812
s_2777	Non-Targeting Control	3803	3011	3424	3982
s_705	GPR18	2768	2285	2832	3066
s_2455	Non-Targeting Control	4612	3683	4197	4818
s_2544	Non-Targeting Control	1097	965	1106	1212
s_2517	Non-Targeting Control	3276	2689	2942	3634
s_203	C1orf141	1422	1129	1339	1519
s_2869	Non-Targeting Control	3039	2618	2781	3362
s_764	HIST1H3G	4311	3408	4124	4420
s_350	CHUK	3849	2892	3479	3707
s_1351	NIPAL2	4520	3632	4251	4894
s_2723	Non-Targeting Control	3554	2833	3278	3800
s_648	FGF12	2451	2188	2533	2886
s_73	APOM	4226	3270	4016	4573
s_1814	SLC37A4	3629	2785	3330	3682
s_238	CASP10	4104	3252	3750	4322
s_1201	MDC	3797	3141	3621	4186
s_1991	TLR8	3707	2983	3553	3995
s_58	ANGPTL6	4822	4011	4561	5048
s_1341	NFKBIZ	3329	3072	3279	4135
s_2543	Non-Targeting Control	3735	3134	3538	4164
s_1767	SERHL2	2959	2233	2557	3031
s_1483	PIK3R1	4218	3544	4056	4625
s_1079	LEO1	1484	1126	1211	1467
s_1111	LY96	3830	3109	3601	4107
s_213	C5	4612	3755	4282	4822
s_807	HLA-DRB5	5714	4682	5354	6186
s_1035	KIF15	5306	4237	4954	5732
s_2151	UQCR10	3027	2381	2868	3050
s_2651	Non-Targeting Control	4573	3746	3841	4726
s_1707	RPN1	5067	3961	4734	5017
s_2378	Non-Targeting Control	5653	4587	5303	5957
s_2155	UQCRH	2694	2172	2367	2826
s_1556	PRKCQ	3575	2814	3145	3644
s_945	IRAK4	3322	2535	3086	3558
s_2795	Non-Targeting Control	4957	3957	4464	5215
s_669	FUT2	4075	3214	3758	4010
s_2410	Non-Targeting Control	4052	3401	3837	4363
s_1229	MIDN	2584	2098	2373	2736
s_1451	PDGFB	3073	2556	2958	3371
s_2493	Non-Targeting Control	3799	3215	3780	4296
s_173	BRD2	1560	1328	1499	1660
s_799	HLA-DRA	3037	2410	2765	3047
s_1851	SPIRE1	3845	3108	3707	4315
s_1703	RNGTT	3140	2591	2795	3400
s_889	IL17RA	3785	2983	3451	3948
s_2904	Non-Targeting Control	1957	1529	1410	1936
s_2214	ZC3H13	2696	2234	2491	3008
s_1481	PIK3R1	3246	2638	2927	3769
s_1860	SPRED2	4153	3315	3687	4434
s_144	B4GALT1	4409	3633	3945	4641
s_2158	USP21	5100	4324	4716	5520
s_852	IFNAR1	2402	2014	2271	2525
s_1295	NCF4	3536	3054	3496	3978
s_2457	Non-Targeting Control	4159	3324	3970	4324
s_860	IGSF11	3018	2487	2748	3101
s_540	DOCK8	3141	2515	2955	3345
s_2263	AXL	924	739	851	965
s_940	IRAK2	3457	2843	3251	3720
s_499	DDX18	5352	4329	5017	5910
s_2861	Non-Targeting Control	4793	3854	4386	5188
s_2363	Non-Targeting Control	5446	4451	5374	5832
s_2040	TNFAIP3	6768	3381	6391	4137
s_2607	Non-Targeting Control	2628	2044	2606	2900
s_2827	Non-Targeting Control	5011	4142	4638	5457
s_2208	YY1	4565	3624	4036	4879
s_1848	SOCS1	3545	2814	3226	3733
s_260	CBX7	2968	2446	2901	3186
s_2784	Non-Targeting Control	3453	2767	3180	3719
s_1064	KSR2	3791	3246	3487	4105
s_1978	TLR5	2705	2195	2526	2704
s_1611	RAD54L	2277	1882	2113	2474
s_2327	GSDMB	4149	3161	3695	4273
s_926	INTS10	3544	2725	3091	3613
s_452	CTSB	4286	3605	4088	4816
s_1804	SLC2A8	5277	4241	4821	5307
s_1092	LPL	1555	1295	1292	1716
s_1146	MAP2K6	3945	3077	3594	3943
s_2032	TMPRSS11F	1012	789	957	1140
s_2684	Non-Targeting Control	4100	3263	3748	4394
s_504	DEPDC5	3354	2836	3183	3610
s_840	ICAM1	3805	3045	3469	3873
s_642	FCGR2B	3985	3363	3654	4233
s_1972	TLR2	886	391	402	722
s_273	CCL2	4348	3481	3754	4504
s_1270	MYC	4451	3439	4053	4676
s_2027	TMEM80	4724	3848	4420	4968
s_1740	SAA1	3379	2746	3135	3615
s_226	CARD6	4165	3486	3999	4485
s_230	CARD9	4502	3585	4144	4851
s_414	CSGALNACT1	4628	3842	4337	4906
s_16	ACP5	4681	3684	4192	4701
s_2010	TMEM176B	4978	4177	4636	5191
s_2879	Non-Targeting Control	3828	3206	3491	4052
s_1957	TIRAP	2834	2295	2709	3107
s_1386	NR1H3	3810	3084	3467	4024
s_1152	MAP2K7	4106	3366	3853	4463
s_328	CEBPG	4385	3630	4095	4736
s_1834	SMAD7	1517	1267	1410	1672
s_1565	PSMB8	4300	3437	3952	4470
s_1108	LST1	2649	2349	2499	3194
s_812	HLA-E	3996	3162	3576	4229
s_2885	Non-Targeting Control	3920	3019	3598	3893
s_810	HLA-E	4430	3455	3820	4500
s_280	CCNG1	4773	3881	4621	5123
s_2116	TUBA1C	5529	4561	4938	5834
s_1088	LINGO2	958	812	908	1050
s_2246	ZNF703	3959	3040	3515	4051
s_1058	KSR1	2679	2115	2550	2932
s_1508	PPAN-P2RY11	3964	3185	3464	3986
s_1091	LPL	4384	3452	3997	4459
s_46	AKIRIN2	1710	1574	1578	2211
s_1454	PDPK1	4260	3606	4037	4606
s_1032	KIDINS220	3592	2849	3335	3730
s_1634	RCAN1	4257	3565	4017	4541
s_492	DDAH2	3040	2475	2715	3298
s_848	IFI30	3952	3140	3662	4138
s_2865	Non-Targeting Control	2818	2323	2649	3056
s_365	CLEC16A	4257	3562	3978	4601
s_1282	NAAA	2022	1752	1836	2248
s_1280	MYD88	3117	2468	2796	3197
s_2918	Non-Targeting Control	3762	3054	3636	4118
s_2761	Non-Targeting Control	3914	3088	3391	4037
s_2003	TMED7-TICAM2	3079	2354	2538	3176
s_198	C1orf106	5015	4082	4615	5421
s_1658	RFWD2	4333	3570	4185	4773
s_1372	NOD1	4808	3971	4545	5129
s_916	IL2RG	2962	2602	3017	3433
s_1482	PIK3R1	4191	3278	3740	4320
s_2282	IDO1	4643	3682	4050	4645
s_2365	Non-Targeting Control	3455	2754	3256	3500
s_2815	Non-Targeting Control	4238	3606	4009	4541
s_1633	RCAN1	3072	2580	2882	3279
s_2653	Non-Targeting Control	4321	3344	4059	4501
s_1178	MAPK3	4548	3546	3998	4560
s_888	IL15RA	2103	1740	1960	2196
s_2897	Non-Targeting Control	4837	3883	4770	5023
s_537	DOCK8	2578	2410	2409	2968
s_1157	MAP3K14	3586	2876	3442	3953
s_1975	TLR4	753	925	708	1287
s_307	CD47	3857	3228	3724	4187
s_1588	RAB18	3239	2644	2896	3369
s_1213	MEF2C	1694	1374	1663	1864
s_1701	RNGTT	6737	5293	6062	6892
s_91	ARPC4	3835	3148	3565	3984
s_146	BACH2	3484	2792	3257	3836
s_1252	MS4A7	3655	2873	3397	3751
s_759	HIST1H3A	5135	3997	4660	5427
s_2101	TSPAN4	4423	3415	4091	4476
s_1905	TAP1	2594	2234	2503	2943
s_2720	Non-Targeting Control	3328	2690	3050	3577
s_861	IKBKB	1594	1277	1551	1791
s_2749	Non-Targeting Control	2941	2336	2605	3052
s_1409	OAS3	3472	2935	3130	3762
s_1242	MRPL51	4026	3267	3681	4290
s_1319	NFIC	2694	2110	2482	2794
s_744	HAT1	4263	3426	3927	4295
s_1028	KIAA1683	2862	2463	2737	3428
s_2356	Non-Targeting Control	4965	4078	4584	5552
s_1579	PTPN2	2590	2164	2470	2795
s_1312	NFATC1	4838	3977	4443	5057
s_67	AP3B1	5269	4344	4819	5901
s_2434	Non-Targeting Control	2478	2108	2390	2780
s_324	CEBPB	3401	2868	3157	3820
s_418	CSMD3	3952	3004	3535	4098
s_389	COMMD8	2867	2199	2616	2885
s_244	CASP4	4197	3519	4050	4664
s_1564	PSCA	2531	2014	2332	2659
s_1566	PSMB8	6595	5193	5881	6907
s_2502	Non-Targeting Control	5384	4617	5274	5971
s_1226	MICB	4733	3865	4287	5015
s_2271	GAS6	3906	3235	3578	4240
s_573	EGFR	3715	3029	3403	3768
s_1195	MAX	3208	2511	3083	3510
s_978	ITGAL	3242	2544	2990	3392
s_674	G6PC3	3231	2557	2915	3446
s_2499	Non-Targeting Control	4281	3793	4140	5052
s_2809	Non-Targeting Control	1675	1306	1524	1723
s_1884	STK4	4521	3625	4145	4563
s_959	IRF3	3890	3243	3615	4331
s_2644	Non-Targeting Control	3108	2644	3018	3375
s_1053	KRT10	3451	2815	3341	3669
s_2734	Non-Targeting Control	2451	1923	2323	2545
s_1842	SNX13	1760	1382	1584	1986
s_120	ATG16L1	3142	2574	2946	3461
s_2420	Non-Targeting Control	2847	2211	2673	2810
s_2520	Non-Targeting Control	5993	4961	5432	6281
s_2629	Non-Targeting Control	3461	2774	3102	3742
s_2665	Non-Targeting Control	4327	3380	4111	4442
s_1586	RAB18	4535	3697	4328	4785
s_1334	NFKBIB	2668	2128	2341	2757
s_1941	TGIF1	3106	2728	3107	3482
s_2679	Non-Targeting Control	2726	2150	2487	2818
s_1474	PIK3CA	4379	3736	4334	4807
s_2235	ZMAT5	2852	2466	2796	3269
s_1784	SIGLEC5	5523	4380	4982	5451
s_2698	Non-Targeting Control	3232	2433	2901	3312
s_1878	STK11	3890	3147	3437	4033
s_64	AP1AR	4340	3530	3968	4803
s_114	ATF6B	3697	3104	3412	4045
s_2876	Non-Targeting Control	1671	1446	1608	1780
s_1729	S100A8	4129	3275	3685	4293
s_2366	Non-Targeting Control	4501	3654	4191	4643
s_656	FLOT1	2563	2072	2307	2811
s_1392	NR3C1	4660	3667	4326	5024
s_2269	GAS6	1376	1266	1397	1639
s_2329	GSDMD	3451	2812	3300	3624
s_245	CASP8	3328	2783	3109	3675
s_1927	TBX1	5133	4210	4697	5319
s_229	CARD9	3319	2617	3001	3357
s_788	HLA-DOA	5660	4726	5396	6259
s_2451	Non-Targeting Control	4232	3420	3763	4409
s_292	CD151	5237	4177	4820	5467
s_1397	NSMCE2	4551	3674	4213	4881
s_1651	RELA	2647	2598	2544	3705
s_2361	Non-Targeting Control	2511	1976	2490	2656
s_2771	Non-Targeting Control	3698	2771	3260	3780
s_2012	TMEM176B	3500	2975	3350	3617
s_668	FOXM1	5120	4234	4586	5573
s_662	FOXF1	1561	1283	1478	1716
s_1713	RPS26	2420	1900	2242	2719
s_1943	TGIF1	4667	3532	4108	4680
s_1755	SDE2	262	218	211	259
s_84	ARAP2	4454	3492	4085	4511
s_1777	SHARPIN	3197	2628	2882	3479
s_2816	Non-Targeting Control	2189	1753	1910	2370
s_1122	MALT1	4561	3644	4250	4699
s_2272	GAS6	1138	870	965	1105
s_2070	TRAF2	3969	3171	3673	4211
s_613	ERG	4545	3940	4390	5134
s_942	IRAK3	4360	3497	4057	4462
s_2336	Non-Targeting Control	3570	2927	3431	3867
s_672	FUT2	4715	3689	4208	4822
s_303	CD40	3343	2663	3058	3358
s_2922	Non-Targeting Control	2871	2419	2641	3105
s_261	CCDC174	4381	3741	4193	4469
s_108	ATAD2B	3202	2584	2994	3311
s_2006	TMEM176A	3024	2413	2728	3349
s_927	INTS10	3235	2674	3115	3491
s_471	CYBB	3456	2765	3146	3811
s_2779	Non-Targeting Control	832	767	790	949
s_2144	UBE2N	4370	3691	4081	4891
s_1237	MKX	3095	2549	2945	3387
s_1360	NLRC5	2997	2592	2713	3201
s_641	FCGR2B	3947	3209	3615	4280
s_2718	Non-Targeting Control	4624	3804	4346	5016
s_856	IFNGR2	3881	3028	3606	3974
s_951	IRF1	4211	3873	3817	4915
s_1048	KMT2D	3576	2931	3282	3831
s_135	ATP6V1B2	3174	2455	2788	3400
s_1524	PPP1R10	4090	3392	3900	4446
s_1345	NFYC	2236	1666	1919	2298
s_1518	PPM1D	4938	4064	4653	5366
s_2292	MAF	3017	2514	2662	3545
s_2078	TRAF6	4426	3547	4251	4702
s_8	AAGAB	1571	1309	1437	1681
s_347	CFTR	3361	2649	3210	3613
s_2579	Non-Targeting Control	4270	3615	4078	4616
s_899	IL18RAP	2500	2054	2406	2691
s_86	ARIH2	3019	2327	2954	3130
s_834	HSPD1	4189	3371	3831	4490
s_1264	MUC21	3351	2807	3182	3605
s_2273	SOCS3	4433	3640	3992	4687
s_443	CTPS1	3736	3099	3399	3839
s_624	FADD	3038	2602	2804	3298
s_169	BRAF	4381	3566	3973	4513
s_955	IRF2	4369	3666	4123	4830
s_798	HLA-DRA	4063	3206	3680	4446
s_2715	Non-Targeting Control	3558	2929	3326	3830
s_348	CFTR	2540	2165	2454	2812
s_2308	GNAS	4507	3587	4161	4904
s_2291	MAF	2783	2608	2687	3671
s_1536	PRDM1	2259	1972	2130	2448
s_1700	RNF40	4627	3580	4052	4751
s_2497	Non-Targeting Control	3770	3116	3243	4009
s_1286	NAMPT	3574	3023	3117	3682
s_2724	Non-Targeting Control	2285	1846	2097	2359
s_1942	TGIF1	5126	4073	4700	5390
s_140	ATXN7L3	4458	3821	4226	4879
s_1875	STAT5B	4430	3509	4226	4777
s_2860	Non-Targeting Control	6265	5026	5672	6396
s_791	HLA-DOB	3586	3016	3491	3870
s_38	AHR	4200	3291	3910	4474
s_1173	MAPK14	3136	2437	2803	3178
s_2852	Non-Targeting Control	2332	1783	2216	2429
s_1659	RFWD2	2432	2168	2187	2876
s_95	ARPC4-TTLL3	4116	3268	3695	4247
s_2900	Non-Targeting Control	4552	3661	4129	4751
s_1909	TAP2	484	406	430	523
s_1485	PIP4K2A	5000	4068	4635	5432
s_673	G6PC3	4391	3653	4133	4757
s_2642	Non-Targeting Control	4243	3279	3871	4484
s_1313	NFATC2	3826	3220	3533	3888
s_36	AGPAT1	4494	3768	4255	4893
s_89	ARPC4	1442	1094	1342	1478
s_2285	ZNF823	4208	3221	3770	4365
s_330	CEP290	1496	1206	1339	1520
s_107	ATAD2B	4116	3300	3933	4454
s_2400	Non-Targeting Control	5035	3970	4529	4958
s_2160	USP21	3954	3158	3503	3836
s_1281	NAAA	2864	2401	2742	3133
s_2745	Non-Targeting Control	2484	2081	2370	2782
s_249	CBFB	3020	2443	2910	3150
s_2783	Non-Targeting Control	4723	3680	4464	4930
s_2683	Non-Targeting Control	3556	2865	3141	3607
s_1697	RNF40	4302	3452	3930	4369
s_1311	NFATC1	4375	3714	4161	4527
s_2233	ZMAT5	3301	2752	3132	3540
s_1192	MAPKAPK2	2700	2693	2460	3762
s_829	HSPA1B	3149	2661	3027	3499
s_2110	TTLL7	3514	2945	3222	3849
s_2122	TXNDC17	4118	3407	3925	4203
s_1247	MS4A14	1185	882	1108	1206
s_32	ADO	2406	1927	2263	2378
s_887	IL15RA	3642	2857	3434	3769
