sgRNA	Gene	D1_High	D1_Low	D2_High	D2_Low
s_2782	Non-Targeting Control	3804	3057	3457	4118
s_2866	Non-Targeting Control	4388	3488	3947	4473
s_44	AICDA	2063	1643	1857	2227
s_1644	RDH14	3828	3201	3264	4030
s_2753	Non-Targeting Control	3289	2660	3125	3403
s_1139	MAP2K3	3226	3086	3076	4160
s_1105	LST1	2787	2417	2566	3216
s_950	IRF1	3590	3442	3370	4721
s_2695	Non-Targeting Control	3426	2815	3175	3651
s_496	DDOST	3188	2600	2966	3524
s_1999	TMCO4	3347	2663	3128	3523
s_495	DDOST	2602	2174	2601	2851
s_1615	RALBP1	4227	3409	3958	4547
s_1787	SIRT1	4312	3466	3898	4579
s_2468	Non-Targeting Control	3915	3097	3731	4008
s_1797	SLC26A4	4675	3869	4257	4763
s_1899	TADA3	3292	2651	3120	3348
s_367	CLEC16A	3056	2380	2701	3004
s_1992	TLR8	5203	4143	4802	5424
s_1126	MAN1C1	5557	4250	4589	5777
s_1686	RIPK2	3879	3335	3605	4231
s_2098	TRPS1	5147	4197	4787	5494
s_2883	Non-Targeting Control	4074	3311	3902	4490
s_1627	RBX1	2906	2457	2715	3111
s_913	IL2RG	3356	2725	3206	3590
s_293	CD19	4577	3912	4292	4936
s_1953	TIFAB	3967	3054	3577	3891
s_1180	MAPK3	3958	3156	3557	4000
s_1137	MAP2K3	2764	2437	2660	3224
s_356	CIITA	4618	3671	4217	4760
s_1883	STK4	3702	3145	3546	4040
s_2855	Non-Targeting Control	4966	3760	4426	5117
s_2181	WDR34	1886	1495	1720	2007
s_1358	NLRC5	5218	4297	4881	5613
s_460	CXCL10	3291	2563	3048	3458
s_1097	LRRC32	4737	3826	4415	4904
s_1637	RCL1	6085	5062	5828	6407
s_1824	SLC4A1	3479	2654	3148	3583
s_212	C3	4051	3371	3772	4225
s_1877	STK11	2906	2252	2580	3026
s_2721	Non-Targeting Control	1505	1138	1336	1578
s_2402	Non-Targeting Control	3867	3041	3459	4070
s_1090	LPL	3343	2624	3086	3327
s_1442	PCDH7	1339	1063	1234	1404
s_2370	Non-Targeting Control	6283	4799	5398	6045
s_895	IL18R1	4031	3358	3733	4177
s_296	CD19	5895	4737	5558	6278
s_1605	RAD54B	3848	2936	3490	3950
s_1900	TADA3	4723	3751	4208	4821
s_1078	LEO1	3659	2907	3383	3671
s_1833	SMAD7	62	55	64	89
s_276	CCL2	4946	4046	4692	5213
s_645	FGF12	3099	2457	2781	3279
s_1534	PRDM1	3876	3151	3649	4126
s_866	IKBKE	3096	2633	2856	3424
s_2478	Non-Targeting Control	951	782	824	962
s_2817	Non-Targeting Control	3726	3026	3607	3996
s_415	CSGALNACT1	4524	3649	4030	4722
s_704	GPAA1	3232	2568	2951	3495
s_2472	Non-Targeting Control	6648	5395	6151	6608
s_2673	Non-Targeting Control	3133	2439	2794	3090
s_2133	UBE2F	3565	2943	3392	3751
s_714	GPSM3	4008	3574	3943	4557
s_1246	MS4A14	3631	2825	3430	3827
s_1055	KRT10	696	386	434	572
s_2894	Non-Targeting Control	4459	3486	4012	4395
s_717	GPX4	4557	3548	4009	4745
s_2052	TNFRSF1A	6083	4899	5518	6337
s_2008	TMEM176A	3461	2696	3214	3703
s_2466	Non-Targeting Control	5063	4315	4788	5471
s_1799	SLC26A4	4378	3554	4034	4693
s_586	EHMT2	981	793	906	1115
s_1997	TMCO4	3402	2867	3187	3739
s_1580	PTPN2	5443	4325	5009	5682
s_1366	NLRX1	5171	3900	4603	5170
s_589	EIF2AK2	3877	3008	3414	3701
s_1516	PPIF	3968	3235	3677	4111
s_1471	PIGT	1931	1596	1837	2106
s_2626	Non-Targeting Control	3730	3151	3607	4040
s_2812	Non-Targeting Control	1831	1481	1605	1949
s_1179	MAPK3	4330	3414	3963	4549
s_92	ARPC4	3921	3105	3520	3992
s_204	C1orf141	1388	1191	1254	1405
s_281	CCR6	3355	2714	3195	3638
s_1416	OTUD3	3580	2870	3330	3821
s_1217	MIB2	3610	3074	3511	3944
s_2755	Non-Targeting Control	4513	3812	4326	4824
s_2856	Non-Targeting Control	1296	1064	1223	1421
s_1287	NAMPT	3303	2748	3213	3611
s_2445	Non-Targeting Control	5906	4901	5367	6330
s_1967	TLR10	5066	4074	4640	5428
s_2303	TGFBR1	3325	2593	3077	3366
s_1065	L3MBTL3	4160	3439	3781	4413
s_1478	PIK3CD	2497	2091	2328	2781
s_2385	Non-Targeting Control	5242	4434	5028	5562
s_1643	RDH14	4225	3384	3959	4461
s_1330	NFKBIA	3726	3205	3483	3921
s_808	HLA-DRB5	3129	2472	2952	3016
s_310	CDHR3	4420	3657	4136	4864
s_1985	TLR7	3071	2475	2986	3216
s_2388	Non-Targeting Control	2948	2432	2809	3155
s_432	CTCF	5743	4641	5490	6010
s_2628	Non-Targeting Control	2699	2080	2574	2925
s_1722	RWDD3	3676	3051	3415	4011
s_1138	MAP2K3	2148	1943	2119	2419
s_577	EGR1	3753	3036	3398	3772
s_2670	Non-Targeting Control	2878	2251	2617	3193
s_2354	Non-Targeting Control	4333	3364	3777	4314
s_724	GSDMC	4890	3905	4433	5184
s_200	C1orf106	3189	2538	2894	3268
s_2465	Non-Targeting Control	3013	2480	2751	3312
s_636	FASLG	4198	3311	4168	4212
s_893	IL18R1	4677	3751	4385	4921
s_2473	Non-Targeting Control	3774	2975	3466	3952
s_930	IQCH	3917	3159	3553	4029
s_1017	KAT5	2632	2078	2482	2737
s_2925	Non-Targeting Control	3642	2989	3392	3909
s_1224	MICA	4047	3249	3687	4366
s_2265	MERTK	2848	2358	2685	3160
s_1278	MYD88	3778	3116	3525	4093
s_1427	P2RY11	2436	1757	2052	2433
s_157	BCL3	2793	2160	2519	2943
s_2664	Non-Targeting Control	986	810	937	1115
s_2380	Non-Targeting Control	6220	5066	5903	6833
s_1879	STK11	5100	4131	4612	5246
s_1921	TBK1	1901	1465	1692	1869
s_1846	SOCS1	4731	3783	4363	4952
s_1223	MICA	3714	2990	3345	3660
s_1853	SPP1	2883	2355	2649	2996
s_2432	Non-Targeting Control	4913	3906	4466	5130
s_308	CD47	5643	4240	5011	5787
s_74	APOM	4810	3980	4324	5259
s_2711	Non-Targeting Control	3856	2987	3479	3975
s_2108	TTC33	3756	2813	3333	3729
s_1379	NOTCH4	4671	3819	4338	4938
s_2765	Non-Targeting Control	3964	3363	3755	4281
s_2802	Non-Targeting Control	2340	1908	2150	2385
s_776	HLA-C	3426	2864	3250	3816
s_2210	ZBTB7C	3104	2532	2984	3348
s_1383	NPL	5770	4653	5276	6140
s_621	FADD	3063	2459	2875	3363
s_1315	NFATC2	3422	2706	3261	3600
s_2066	TRADD	3116	2578	2986	3348
s_638	FCGR2A	4454	3472	4002	4601
s_1666	RFXANK	3871	3214	3653	4155
s_2739	Non-Targeting Control	3384	2670	3121	3461
s_468	CYBA	5259	4403	5063	5609
s_1652	RELA	3527	3078	3315	4266
s_396	CR1	2891	2308	2531	2973
s_2542	Non-Targeting Control	4582	3726	4290	4770
s_1320	NFIC	2471	1821	2145	2387
s_1041	KLRC4-KLRK1	4005	3237	3753	4467
s_1928	TBX1	2799	2248	2570	2845
s_2494	Non-Targeting Control	5897	4585	5176	5651
s_2074	TRAF3	4993	4193	4649	5391
s_2426	Non-Targeting Control	4018	3264	3604	4061
s_1554	PRKCQ	2770	2154	2506	2830
s_2059	TNFSF15	4783	3825	4477	4971
s_2307	GNAS	1095	870	975	1175
s_2751	Non-Targeting Control	3600	2982	3259	3959
s_1607	RAD54B	2878	2275	2693	2979
s_149	BBS9	3445	2827	3308	3780
s_1467	PICALM	3566	2744	3355	3586
s_1304	NEDD8	4496	3616	3958	4564
s_2760	Non-Targeting Control	2470	2125	2391	2703
s_352	CHUK	4033	3302	3817	4021
s_1913	TAPBP	3809	3090	3559	3932
s_687	GHITM	2778	2316	2635	2973
s_676	G6PC3	2996	2535	2877	3396
s_1298	NCOA5	3516	2906	3454	3726
s_1982	TLR6	4494	3484	4204	4769
s_2898	Non-Targeting Control	3496	2753	3368	3614
s_1293	NCF4	3885	3055	3493	3998
s_2685	Non-Targeting Control	3723	3071	3405	3986
s_2677	Non-Targeting Control	1469	1198	1371	1588
s_2025	TMEM80	2304	1748	1936	2217
s_154	BCL10	4253	3562	3961	4451
s_1862	STAT1	4182	3425	3918	4355
s_2431	Non-Targeting Control	4653	3684	4086	4684
s_1759	SEC61A1	2408	2003	2271	2646
s_516	DLEC1	5139	3901	4711	5212
s_1940	TGFB1	5078	4212	4700	5252
s_168	BPTF	4394	3602	4281	4584
s_2892	Non-Targeting Control	3538	3033	3401	4031
s_614	ERG	3260	2674	3162	3347
s_2428	Non-Targeting Control	4046	3346	3755	4374
s_1432	PABPC1	3811	3046	3477	4198
s_1042	KLRC4-KLRK1	4496	3426	4048	4433
s_2429	Non-Targeting Control	5193	4118	4539	5433
s_2294	MYB	4486	3606	4057	4768
s_2286	ZNF823	4293	3600	4166	4689
s_2011	TMEM176B	3656	2832	3422	3817
s_1016	KAT2A	3279	2597	3025	3510
s_1893	TAB3	4024	3257	3650	4421
s_2403	Non-Targeting Control	5109	4088	4971	5345
s_501	DEPDC5	4383	3441	3907	4683
s_1183	MAPK7	3682	3027	3415	3891
s_299	CD36	5812	4432	5433	5919
s_949	IRF1	2933	3228	2799	4303
s_2450	Non-Targeting Control	4684	3834	4224	4941
s_971	IRF7	892	705	805	977
s_478	DAB2	4142	3198	3741	4102
s_2416	Non-Targeting Control	4582	3735	4227	4901
s_1542	PRKAA1	4930	3863	4459	4938
s_2097	TRPS1	3985	3314	3730	4050
s_2017	TMEM56-RWDD3	1523	1250	1479	1735
s_224	CARD10	3500	2892	3326	3868
s_1806	SLC35A1	4043	3410	3910	4431
s_2075	TRAF3	3429	2730	3169	3342
s_1793	SLC12A5	3624	2944	3290	3858
s_806	HLA-DRB5	1265	1005	1039	1357
s_2023	TMEM70	5286	4364	4879	5718
s_1517	PPM1D	3282	2756	3084	3557
s_94	ARPC4-TTLL3	1443	1195	1290	1644
s_410	CSF2RB	4340	3645	4011	4722
s_361	CLCN4	4050	3201	3466	4300
s_1839	SMARCC2	3519	2991	3463	4111
s_2345	Non-Targeting Control	4712	3694	4284	4898
s_241	CASP4	4355	3476	3916	4619
s_2393	Non-Targeting Control	3766	3136	3710	4158
s_497	DDX18	3654	3108	3510	3855
s_1778	SHARPIN	2944	2489	2838	3372
s_1030	KIDINS220	3895	3121	3627	4121
s_530	DMD	6582	5510	6337	7146
s_1642	RDH14	4942	3961	4405	5173
s_751	HDAC3	2818	2372	2614	2977
s_1500	POLR2L	4606	3526	4374	4665
s_1491	PLEKHB2	5319	4212	4698	5327
s_344	CFH	4216	3416	3923	4452
s_2216	ZC3H13	3299	2760	2925	3422
s_2137	UBE2L3	4267	3598	3971	4639
s_1880	STK11	4307	3624	3922	4469
s_509	DHX15	2930	2546	2699	3309
s_1583	PTPRR	4340	3545	4169	4665
s_1024	KCNU1	5445	4541	5207	5896
s_60	ANGPTL6	2972	2332	2732	3054
s_1872	STAT3	3876	3127	3664	4073
s_1635	RCAN1	1754	1399	1683	1825
s_742	HAT1	3295	2857	3330	3727
s_2818	Non-Targeting Control	3618	2891	3498	3816
s_1935	TFDP1	3495	2880	3389	3647
s_1732	S100A8	3672	3003	3492	3888
s_1717	RPSA	5037	4107	4657	5387
s_785	HLA-DOA	3578	2827	3295	3750
s_1532	PPP2R1B	2917	2375	2743	3221
s_491	DDAH2	4127	3291	3611	4288
s_1819	SLC39A7	962	730	864	1010
s_313	CDK1	3704	3104	3476	4128
s_298	CD36	4678	3650	4162	4864
s_1151	MAP2K7	3933	3202	3680	4162
s_1974	TLR4	3358	2920	3051	3977
s_2700	Non-Targeting Control	4520	3542	4087	4756
s_1621	RBCK1	3470	2801	3270	3717
s_1355	NIPBL	3047	2699	2835	3730
s_535	DNTTIP1	2082	1731	1933	2255
s_2005	TMEM176A	1664	1265	1580	1823
s_2637	Non-Targeting Control	4902	3987	4474	4949
s_2045	TNFRSF14	4098	3298	3746	4216
s_1667	RFXANK	3273	2726	2968	3651
s_1290	NCAPD2	1691	1345	1630	1894
s_2801	Non-Targeting Control	2726	2167	2535	2928
s_1866	STAT2	1053	823	970	1151
s_2371	Non-Targeting Control	4937	4080	4494	5328
s_1067	L3MBTL3	5328	4238	5042	5741
s_1084	LGALS9	3902	3095	3577	4248
s_2185	WDR61	2897	2381	2587	3128
s_1439	PAIP1	3896	3175	3760	4140
s_1689	RNF25	2229	1699	1942	2266
s_1970	TLR2	4093	3394	3823	4667
s_2583	Non-Targeting Control	3331	2654	3150	3494
s_797	HLA-DRA	4502	3776	4315	5098
s_633	FASLG	3730	3112	3614	3975
s_1951	TICAM2	4448	4335	3909	5730
s_1757	SEC61A1	3878	3041	3619	4030
s_1723	RWDD3	5266	4343	4987	5691
s_395	CR1	4044	3299	3739	4326
s_257	CBX7	4760	3708	4175	4676
s_373	CNEP1R1	6322	5166	5810	6458
s_463	CXCR4	4146	3345	3764	4278
s_1006	JUN	3462	2687	3015	3522
s_2176	VHL	2046	1696	1974	2339
s_2369	Non-Targeting Control	5132	4171	4764	5373
s_1437	PAIP1	4202	3494	3846	4647
s_2324	GSDMA	2320	1905	2131	2475
s_1174	MAPK14	2962	2347	2823	3138
s_639	FCGR2A	3716	3157	3524	4234
s_2887	Non-Targeting Control	4746	3706	4238	4712
s_737	GYPE	4284	3360	3889	4260
s_1679	RIC8B	4235	3410	3998	4436
s_773	HLA-C	3784	2975	3565	3876
s_1131	MAP2K1	4196	3505	3634	4484
s_2252	ZNF79	3844	3205	3580	4092
s_2409	Non-Targeting Control	4807	3882	4398	5037
s_1269	MYC	3438	2745	3189	3574
s_1733	S100A9	3927	3111	3578	4158
s_1748	SBDS	2825	2442	2799	3316
s_654	FLOT1	3781	3070	3488	4011
s_2096	TRIM26	4980	4170	4867	5543
s_2238	ZMIZ1	1721	1348	1612	1825
s_1044	KLRC4-KLRK1	4066	3341	3959	4307
s_1764	SEPHS2	6483	5382	5695	6859
s_1638	RCL1	3503	2792	3182	3850
s_650	FLI1	4480	4087	4259	5152
s_2187	WDR61	3735	2994	3404	3902
s_2567	Non-Targeting Control	6824	5463	6324	7151
s_1618	RASSF1	3919	3083	3654	4217
s_357	CISH	3649	2964	3333	4008
s_2344	Non-Targeting Control	3498	2881	3487	3670
s_152	BBS9	5017	4325	4760	5409
s_574	EGFR	3906	3168	3591	4112
s_2212	ZBTB7C	3792	2991	3233	3778
s_2021	TMEM70	1791	1500	1556	1790
s_1062	KSR2	5636	4619	5210	6054
s_1647	REL	5419	4142	5086	5473
s_1923	TBK1	4158	3445	3865	4494
s_2871	Non-Targeting Control	3584	2934	3432	3921
s_451	CTSB	3970	3144	3775	4250
s_1792	SKIV2L	1867	1492	1796	2028
s_1822	SLC4A1	4350	3570	4098	4722
s_461	CXCR4	5693	4612	5136	6184
s_1083	LGALS9	5960	4692	5234	6067
s_2872	Non-Targeting Control	3081	2469	2757	3169
s_339	CFD	3158	2524	2542	3025
s_1628	RBX1	3635	3098	3552	3867
s_710	GPR183	3988	3282	3713	4351
s_1472	PIGT	3347	2574	2755	3187
s_2585	Non-Targeting Control	5348	4370	4805	5534
s_2061	TOLLIP	4409	3627	4022	4670
s_225	CARD6	3741	3152	3590	4111
s_2290	MAF	2902	2506	2619	3567
s_1490	PLEKHB2	1069	845	957	1073
s_2386	Non-Targeting Control	4443	3575	4110	4734
s_823	HMGB1	3742	3065	3493	3906
s_1606	RAD54B	3358	2537	3097	3463
s_1809	SLC35C1	3823	3320	3626	4248
s_2383	Non-Targeting Control	4230	3369	3912	4533
s_901	IL1B	3567	2892	3297	3784
s_644	FCGR2B	5379	4142	4916	5363
s_183	BTK	4358	3458	3856	4373
s_567	ECSIT	3173	2471	2890	3200
s_1344	NFKBIZ	2787	3374	2478	4528
s_1789	SKIV2L	2943	2359	2739	3100
s_2797	Non-Targeting Control	3974	3337	3728	4327
s_1545	PRKCE	2523	2179	2445	3030
s_505	DGKA	3823	3190	3585	4128
s_1843	SNX13	2930	2324	2705	3103
s_129	ATP6AP1	2776	2444	2582	3213
s_647	FGF12	4240	3484	3920	4758
s_836	HSPD1	4451	3499	4130	4418
s_2203	YEATS4	2541	1973	2305	2604
s_2545	Non-Targeting Control	4845	3874	4512	5121
s_1823	SLC4A1	4666	3880	4236	5107
s_1882	STK4	2463	2139	2335	2745
s_2893	Non-Targeting Control	5121	4055	4581	5299
s_2330	GSDMD	3489	2761	3152	3819
s_2195	XKR6	3285	2649	2956	3303
s_170	BRAF	3273	2722	3250	3627
s_359	CISH	4111	3381	3703	4415
s_2047	TNFRSF14	2774	2302	2624	2743
s_2178	WAS	4063	3294	3739	4196
s_1438	PAIP1	4207	3363	4086	4241
s_1135	MAP2K2	3280	2862	3077	3652
s_775	HLA-C	2178	1749	2137	2325
s_2606	Non-Targeting Control	4355	3678	4149	4735
s_2161	VAMP1	3077	2531	2983	3352
s_106	ATAD2B	3255	2799	3116	3517
s_1963	TLR1	3269	2596	2902	3489
s_178	BRD7	4315	3441	3980	4419
s_2262	AXL	3383	2864	3166	3636
s_1660	RFWD2	4164	3732	3879	5085
s_208	C2	3726	3072	3356	3882
s_2870	Non-Targeting Control	3629	2804	3352	3883
s_2384	Non-Targeting Control	4659	3739	4287	4901
s_1756	SDE2	4335	3491	4032	4506
s_891	IL17RA	3463	2714	3199	3727
s_857	IGSF11	3123	2570	2864	3285
s_2413	Non-Targeting Control	2886	2204	2701	3116
s_534	DNTTIP1	2706	2077	2505	2795
s_2145	UNG	5091	4175	4672	5256
s_1573	PTGER4	3735	3185	3448	3953
s_2267	MERTK	4546	3728	4268	4721
s_327	CEBPG	431	343	420	462
s_601	ENPP6	4478	3439	4011	4601
s_1912	TAP2	3927	3212	3533	4242
s_1200	MBL2	1279	1099	1210	1369
s_1459	PELI1	3679	3093	3538	4157
s_2197	XPR1	3419	2777	3172	3574
s_790	HLA-DOB	4355	3522	3825	4654
s_1203	MDC	3917	3010	3564	3945
s_2447	Non-Targeting Control	2650	2136	2506	2906
s_925	INTS10	2800	2133	2616	2976
s_1653	RELB	2715	2155	2595	2927
s_1932	TCF19	4642	3784	4152	4874
s_2550	Non-Targeting Control	4188	3485	4086	4621
s_1384	NPL	4976	3986	4653	5357
s_2419	Non-Targeting Control	4593	3794	4189	4616
s_536	DNTTIP1	2687	2267	2575	2939
s_255	CBLL1	3381	2747	3104	3571
s_2359	Non-Targeting Control	5375	4320	5062	5898
s_1911	TAP2	3673	2852	3389	3756
s_2646	Non-Targeting Control	4087	3490	3918	4297
s_1818	SLC39A7	3843	3093	3705	4090
s_2422	Non-Targeting Control	4253	3432	3915	4653
s_526	DMAP1	4048	3234	3817	4089
s_1109	LY96	3334	3027	3127	4117
s_1988	TLR7	3757	2879	3420	3826
s_1533	PRDM1	4112	3141	3702	4041
s_2397	Non-Targeting Control	4937	4050	4551	5356
s_500	DDX18	3425	2597	3053	3270
s_588	EHMT2	4619	3919	4378	4896
s_770	HLA-B	4406	3615	4032	4699
s_136	ATP6V1B2	3303	2482	3022	3390
s_3	A4GALT	4289	3519	3968	4654
s_326	CEBPG	3678	2999	3409	3980
s_2467	Non-Targeting Control	647	504	607	684
s_2340	Non-Targeting Control	6366	5200	5790	6916
s_859	IGSF11	1672	1371	1499	1813
s_533	DNTTIP1	2897	2493	2789	3173
s_202	C1orf141	2932	2418	2782	3193
s_2766	Non-Targeting Control	1383	1095	1201	1493
s_686	GHITM	6147	4865	5588	6485
s_583	EGR2	3411	2630	3042	3394
s_45	AKIRIN2	2159	1944	1865	2893
s_2376	Non-Targeting Control	3716	2853	3179	3999
s_181	BTK	3131	2453	2860	3241
s_983	ITGB2	5157	4101	4726	5571
s_2306	GNAS	4066	3219	3674	4192
s_2786	Non-Targeting Control	4460	3619	4068	4654
s_718	GPX4	3815	2928	3452	4054
s_103	ASH2L	3294	2662	2907	3472
s_2038	TNFAIP3	8890	8070	178188	22643
s_2236	ZMAT5	5013	4106	4746	5244
s_25	ADCY4	2957	2503	2893	3198
s_1597	RABGGTA	3762	2872	3219	3751
s_1476	PIK3CA	3415	2703	3155	3455
s_1574	PTGER4	3754	3064	3413	3978
s_1143	MAP2K4	3332	2614	3195	3591
s_2519	Non-Targeting Control	4563	3718	4918	4836
s_2250	ZNF79	2134	1630	1753	2128
s_529	DMD	5281	4031	4727	5594
s_1576	PTGER4	5180	4065	4712	5374
s_862	IKBKB	3653	3147	3424	3929
s_1452	PDGFB	3849	3104	3459	3782
s_963	IRF4	4370	3448	4206	4722
s_1630	RC3H1	2246	1684	2067	2139
s_2299	GSX1	3612	2966	3186	3632
s_2513	Non-Targeting Control	3312	2552	3011	3317
s_99	ASCC1	3027	2482	2795	3192
s_593	EIF5	3868	3060	3628	4014
s_587	EHMT2	3344	2758	3112	3586
s_1385	NR1H3	1975	1670	1890	2181
s_1262	MUC21	3825	3082	3369	3982
s_635	FASLG	2653	2194	2487	2892
s_1027	KIAA1683	4820	4140	4567	5264
s_1101	LRRFIP2	3811	3124	3437	4019
s_2535	Non-Targeting Control	5888	4227	4912	5792
s_2424	Non-Targeting Control	3248	2679	3058	3393
s_442	CTPS1	4840	3806	4456	5180
s_429	CTCF	3876	3197	3495	4027
s_1013	KAT2A	4025	3304	3707	4301
s_188	BUD13	4059	3282	3805	4304
s_2905	Non-Targeting Control	3216	2607	3039	3455
s_1738	SAA1	2761	2078	2423	2807
s_1869	STAT3	3798	3054	3660	3872
s_1115	LYZ	2476	1896	2270	2548
s_966	IRF5	4634	3910	4417	5162
s_1934	TFDP1	3936	3275	3600	4243
s_2054	TNFSF11	5025	3965	4794	5247
s_2740	Non-Targeting Control	2448	2001	2335	2601
s_2421	Non-Targeting Control	4227	3404	3822	4365
s_1403	NUMA1	4053	3257	3755	4242
s_175	BRD2	5187	4257	4771	5443
s_63	AP1AR	5309	4252	4810	5512
s_2840	Non-Targeting Control	3650	2765	3161	3808
s_268	CCDC22	4818	3835	4379	4781
s_29	ADO	4769	3720	4377	4509
s_305	CD47	4722	3775	4355	5023
s_372	CLIC1	3292	2620	2864	3416
s_252	CBFB	5623	4402	5147	5772
s_2184	WDR34	3807	3059	3595	4037
s_2500	Non-Targeting Control	5561	4404	5174	5844
s_2878	Non-Targeting Control	2775	2242	2645	2954
s_163	BCL9L	2749	2337	2599	3062
s_960	IRF3	3281	2638	3035	3477
s_1318	NFIC	3739	3018	3547	3999
s_1831	SLITRK5	5154	4014	4764	5198
s_545	DRAP1	5640	5101	5316	6547
s_1711	RPN2	2735	2271	2487	3039
s_1938	TGFB1	3642	2903	3155	3910
s_779	HLA-DMA	3613	3028	3349	3840
s_159	BCL3	3342	2651	3141	3364
s_1594	RAB5C	2635	2144	2439	2812
s_2882	Non-Targeting Control	4304	3453	4088	4544
s_1210	MEF2A	4095	3227	3757	4356
s_1519	PPM1D	3300	2727	2928	3613
s_2735	Non-Targeting Control	2983	2400	2848	3123
s_1160	MAP3K14	3762	2937	3341	3840
s_743	HAT1	4487	3661	4253	4725
s_80	AQP11	2230	1855	1966	2415
s_123	ATP2B4	3816	3045	3681	4014
s_2525	Non-Targeting Control	4072	3177	3674	4158
s_197	C1orf106	3579	2818	3253	3646
s_1794	SLC12A5	4811	3978	4441	5141
s_2073	TRAF3	2570	2551	2462	3125
s_2733	Non-Targeting Control	2414	2004	2315	2546
s_428	CTBP1	1385	1119	1278	1483
s_658	FOS	4200	3029	3801	3986
s_1475	PIK3CA	1799	1417	1599	1956
s_2325	GSDMB	2742	2125	2491	2946
s_748	HAX1	3125	2534	2956	3430
s_2681	Non-Targeting Control	3131	2615	2867	3390
s_2917	Non-Targeting Control	3719	3066	3450	3895
s_1107	LST1	3866	3124	3563	4256
s_1352	NIPAL2	1026	896	858	1083
s_2444	Non-Targeting Control	5175	4059	4757	5535
s_486	DBF4	4597	3653	4034	4893
s_1617	RASSF1	2499	2086	2104	2740
s_105	ATAD2B	5839	4683	5381	6089
s_322	CEBPB	3530	2947	3211	3891
s_1477	PIK3CD	2502	2059	2169	2695
s_1788	SIRT1	5857	4756	5571	6316
s_1836	SMAD7	3754	3023	3385	3974
s_1233	MITF	4306	2617	4537	2999
s_1577	PTPN2	3363	2736	3156	3688
s_1584	PTPRR	3776	2936	3434	3984
s_1502	POU2F2	4959	4007	4528	5314
s_787	HLA-DOA	3578	2894	3495	3853
s_695	GOSR2	4870	4058	4640	5341
s_394	CR1	3530	2802	3323	3717
s_964	IRF4	3071	2634	3030	3284
s_413	CSGALNACT1	3905	2972	3564	3908
s_2732	Non-Targeting Control	3010	2357	2781	3137
s_680	G6PD	3226	2704	3025	3557
s_2213	ZC3H13	3975	3304	3713	4641
s_2702	Non-Targeting Control	2388	1963	2171	2583
s_341	CFH	3753	3033	3530	4098
s_2526	Non-Targeting Control	6700	5290	6297	7117
s_2625	Non-Targeting Control	3734	3072	3532	3820
s_2549	Non-Targeting Control	2556	2115	2490	2764
s_1288	NAMPT	3514	2942	3413	3994
s_2126	TYK2	4012	3310	3644	4269
s_863	IKBKB	1449	1182	1296	1541
s_771	HLA-B	3207	2643	2551	3305
s_2756	Non-Targeting Control	3158	2624	3028	3440
s_2323	GSDMA	3319	2720	3106	3542
s_1890	TAB1	3058	2578	2945	3302
s_2590	Non-Targeting Control	1438	1198	1368	1581
s_904	IL1B	653	520	575	674
s_1772	SFPQ	3101	2610	3044	3276
s_2193	XKR6	4591	3836	4279	4895
s_24	ACVR1B	4968	3903	4746	4807
s_66	AP3B1	4259	3175	3873	4286
s_166	BPTF	4076	3375	3869	4340
s_1876	STAT5B	4355	3508	4045	4373
s_1488	PIP4K2A	3647	2875	3366	3832
s_2623	Non-Targeting Control	2193	1866	2240	2293
s_1187	MAPK8	3672	3029	3428	3883
s_1620	RASSF1	4722	3826	4366	4733
s_10	ABCF1	4349	3387	3892	4315
s_2456	Non-Targeting Control	4227	3396	4116	4331
s_548	DRAP1	3499	2954	3249	3829
s_2217	ZCCHC11	3337	2685	3093	3571
s_2657	Non-Targeting Control	3239	2680	3019	3653
s_678	G6PD	5565	4392	4960	5759
s_1380	NOTCH4	3363	2631	3022	3304
s_1328	NFKB2	2117	1955	1976	2731
s_384	COMMD6	4233	3463	4096	4775
s_2891	Non-Targeting Control	3496	2749	3351	3408
s_2490	Non-Targeting Control	2710	2227	2486	3056
s_2314	VSIG4	3606	2922	3400	3805
s_264	CCDC174	5107	4080	4699	5287
s_2862	Non-Targeting Control	3536	2844	3392	3635
s_600	ELK1	2945	2333	2584	3141
s_1868	STAT2	2232	1863	1974	2378
s_1894	TAB3	5509	4704	5386	5963
s_2571	Non-Targeting Control	5781	4658	5407	6032
s_907	IL23R	4500	3684	4203	4770
s_2417	Non-Targeting Control	2946	2248	2425	2946
s_1945	TICAM1	3753	4256	3236	5838
s_1520	PPM1D	4296	3430	3775	4547
s_400	CREB1	2355	1952	2284	2446
s_2279	CUL5	3867	2910	3608	3953
s_360	CISH	1382	1102	1204	1348
s_2440	Non-Targeting Control	2771	2408	2664	3120
s_2341	Non-Targeting Control	5386	4424	4962	5710
s_2049	TNFRSF1A	3572	2856	3157	3866
s_746	HAX1	4127	3544	3666	4626
s_1924	TBK1	5659	4035	4991	5278
s_1002	JRK	2828	2232	2633	3103
s_147	BACH2	5987	4871	5274	6418
s_1937	TGFB1	2707	2256	2610	3142
s_1758	SEC61A1	4311	3377	3912	4392
s_1348	NFYC	2811	2208	2478	3002
s_436	CTNND1	4261	3495	3977	4480
s_522	DLG5	4344	3508	4033	4637
s_1325	NFKB2	3899	3054	3475	4052
s_1000	JAZF1	5028	4237	4703	5332
s_2028	TMEM80	2251	1814	2101	2309
s_778	HLA-DMA	2824	2245	2689	3004
