sgRNA	Gene	D1_high	D1_low	D2_high	D2_low	D3_high	D3_low	D4_high	D4_low
s_3495	ZNF823	3053	3597	3745	4800	995	1083	401	486
s_838	HOXB1	1087	1163	1221	1564	389	456	165	193
s_3285	TBX21	1824	2124	2107	2779	343	338	107	140
s_5691	Non-Targeting Control	1898	2096	2048	2595	277	344	126	171
s_2583	KLF11	2437	2772	2706	3553	89	122	49	41
s_2600	BARX2	2044	2233	2215	2949	742	833	305	385
s_2946	ZNF266	1701	1924	1786	2302	405	501	199	203
s_3975	NANOG	1849	1998	1975	2663	253	297	109	137
s_3712	ZNF77	1991	2358	2309	3085	750	740	280	353
s_2876	DEAF1	1748	1903	1925	2417	668	711	269	361
s_3598	PRDM9	2526	2690	2560	3402	221	397	144	87
s_2705	HAND2	1808	1913	1760	2486	195	213	79	105
s_1666	REL	2071	2284	2150	2910	1066	1051	391	489
s_5168	BSX	1822	1917	1996	2586	220	347	90	131
s_3083	ZNF423	2137	2336	2311	2904	185	193	74	87
s_1079	INSM1	2174	2449	2390	3209	898	981	337	448
s_1126	JUNB	1042	1219	1178	1674	328	422	154	167
s_5680	Non-Targeting Control	1675	1829	1781	2335	499	506	131	261
s_3710	ZNF77	1573	1820	1796	2401	351	391	149	167
s_3767	DMRTC2	1932	2141	1965	2721	639	706	286	284
s_2717	ZNF254	2199	2439	2376	3118	844	879	323	377
s_3749	ALX4	1183	1228	1304	1769	350	363	130	182
s_3339	ZBTB7B	1942	2187	2110	2866	877	889	327	380
s_1047	IL12B	2554	2813	2712	3659	348	435	168	151
s_2370	ZNF134	3005	3513	3541	4507	243	326	85	157
s_4865	FERD3L	1939	2090	2164	2722	995	1058	381	500
s_832	HOXA11	2397	2531	2514	3380	833	937	360	421
s_2048	TERF2	2372	2571	2806	3512	678	595	251	347
s_3907	BHLHE41	1848	1986	1972	2677	462	507	127	224
s_5163	NKX1-2	1819	1938	2082	2580	460	574	176	241
s_5470	Non-Targeting Control	1346	1481	1437	1963	129	131	44	77
s_4650	RHOXF1	3369	3643	3585	4593	556	643	232	292
s_5043	ZNF677	1937	2182	2395	3059	692	736	244	343
s_355	EGR1	2061	2328	2342	3039	400	414	156	223
s_4542	ZNF534	3427	3721	3876	4981	296	265	143	137
s_5171	SKOR1	1344	1567	1440	2070	177	229	68	104
s_798	HOXA2	1575	1827	1646	2303	521	551	220	300
s_5443	Non-Targeting Control	2150	2347	2611	3171	976	1005	365	492
s_5086	ZFP57	1636	1779	1758	2321	366	410	123	171
s_4851	FOXK1	1216	1449	1294	1813	128	128	53	45
s_237	ATF2	1947	2269	2178	2874	231	243	78	122
s_4195	LBX2	2856	3186	3037	4257	915	985	332	501
s_1484	PAX5	1611	1745	1789	2288	715	764	257	335
s_1308	MYF5	1151	1300	1287	1758	402	435	155	205
s_1728	RXRG	2085	2486	2584	3295	683	771	321	386
s_255	CRX	852	938	881	1113	49	68	20	29
s_5592	Non-Targeting Control	2632	3143	3237	4227	846	895	336	451
s_448	ESRRB	1120	1282	1222	1591	284	326	140	140
s_2454	ZNF202	1278	1378	1400	1958	13	12	5	9
s_4261	ZNF697	1694	1851	1777	2417	485	588	154	249
s_4300	ZNF276	1905	2139	2396	2928	331	389	124	156
s_3967	ZNF613	2458	2669	2787	3488	181	225	84	122
s_1258	MNT	2322	2401	2571	3369	90	455	63	82
s_3276	GRHL1	2000	2334	2230	2875	281	434	98	131
s_4990	ZFP41	2341	2655	2634	3449	527	585	222	250
s_5984	Non-Targeting Control	1813	2168	2158	2734	615	649	229	300
s_2550	DPF3	982	1135	1118	1426	331	319	130	170
s_5494	Non-Targeting Control	3268	3688	3791	4937	1103	1212	460	567
s_3425	SOX18	2114	2402	2317	3195	957	1080	426	463
s_5771	Non-Targeting Control	1559	1755	1982	2396	231	249	102	121
s_1416	NKX2-2	1716	2008	2016	2605	637	695	252	297
s_4844	ZBTB12	1164	1329	1240	1697	58	63	23	30
s_805	HOXA4	1618	1623	1590	2151	152	205	69	107
s_1148	LMX1B	2321	2492	2523	3388	145	106	37	63
s_3427	SOX18	1698	1967	1877	2422	701	703	293	330
s_5477	Non-Targeting Control	2194	2194	2405	3154	754	712	289	342
s_569	FOS	2783	2974	3044	3870	975	961	352	469
s_1217	MEF2D	779	875	923	1095	109	119	35	38
s_5343	ZNF316	1477	1706	1550	1896	424	472	195	228
s_1803	SLAMF1	3119	3469	3493	4572	999	1088	372	500
s_1289	MYBL2	1456	1591	1580	2040	547	627	233	288
s_1246	KMT2A	1678	1863	1962	2447	713	742	304	365
s_2257	ZNF19	966	1154	1092	1380	114	128	41	43
s_1394	NFYA	1348	1471	1346	1914	522	516	221	238
s_3198	GMEB2	2433	2826	2804	3662	815	859	306	393
s_524	FOXI1	1554	1734	1774	2355	392	417	165	182
s_2262	ZNF182	2391	2746	2688	3367	546	566	217	313
s_2268	ZNF22	1222	1320	1331	1811	397	442	151	224
s_5606	Non-Targeting Control	3010	3372	3241	4382	1148	1305	480	566
s_4276	MSANTD3	1155	1156	1140	1601	371	417	145	200
s_86	BCL6	2031	2311	2310	2883	817	844	313	385
s_4933	ZNF776	1797	2076	1951	2576	680	746	262	356
s_4435	KLF17	1902	2100	1994	2707	198	196	71	98
s_1386	NFKB2	1862	2140	2180	2727	236	253	96	118
s_1809	SMARCB1	1713	1997	1981	2637	367	453	181	180
s_2484	ZNF225	1966	2399	2288	2933	55	74	22	25
s_3874	ZNF649	1913	2132	2200	2759	767	871	333	392
s_4818	TUBB	1959	2189	2264	2793	287	347	141	155
s_1824	SOX2	1523	1783	1676	2457	231	273	103	135
s_3605	TBX20	1902	2177	2101	2811	715	807	270	355
s_3272	CD274	2120	3015	2353	3554	148	154	50	85
s_5467	Non-Targeting Control	1365	1553	1497	2003	559	608	259	293
s_3353	ZNF580	1933	1993	2027	2625	646	782	311	366
s_3881	ZSCAN5A	1509	1732	1738	2309	128	140	52	69
s_2106	THRB	2016	2104	2284	2966	303	424	159	208
s_3880	ZNF655	2156	2460	2401	3085	568	627	212	269
s_4150	ZNF496	2133	2418	2454	3216	144	134	70	69
s_3632	ZNF304	2216	2596	2819	3462	676	861	272	384
s_3143	ZKSCAN5	2538	2971	2715	3684	950	1118	424	435
s_4325	IL17F	2433	2705	2589	3390	820	960	350	437
s_2234	ZNF10	1814	2036	2279	2701	613	644	248	293
s_3297	SOX8	1858	2009	1909	2641	199	216	86	126
s_1527	PITX2	1430	1642	1622	2222	626	687	242	316
s_2973	ATF7	2253	2473	2430	3210	207	232	92	100
s_1819	SOX1	1526	1683	1643	2247	507	497	194	238
s_2558	EOMES	1756	1909	2050	2500	71	77	37	39
s_534	FOXJ1	1678	2017	1894	2532	181	233	86	57
s_870	HOXB9	3369	3859	3839	5220	846	999	371	506
s_4654	HSFY2	2705	2944	3033	4028	974	991	414	491
s_5847	Non-Targeting Control	1453	1590	1718	2177	191	251	76	103
s_2789	ZBTB33	1187	1347	1330	1804	12	8	10	6
s_3244	TAF5L	2514	2787	2759	3676	854	947	337	395
s_5280	SEBOX	2026	2311	2293	3007	777	828	297	376
s_5764	Non-Targeting Control	2181	2376	2366	3172	750	777	301	365
s_1366	NFIB	2396	2658	2873	3698	978	1080	436	491
s_512	FOXC1	2136	2374	2197	3047	409	468	212	209
s_4299	ZNF276	1904	2247	2103	3000	425	544	170	250
s_5311	ZNF705D	2011	2269	2283	3026	755	790	301	373
s_522	FOXI1	2018	2300	2223	2951	771	869	317	358
s_148	CD1C	2446	2669	2638	3546	56	55	45	37
s_5759	Non-Targeting Control	1684	1830	1892	2530	147	161	75	86
s_3107	CUX2	2064	2415	2390	3124	379	362	153	159
s_1371	NFIC	847	1025	964	1254	20	24	12	13
s_2151	TWIST1	1472	1698	1692	2191	631	663	251	256
s_3255	VENTX	1095	1206	1175	1597	418	450	174	221
s_5053	BARHL2	1690	1909	1986	2627	397	551	162	227
s_3577	BARHL1	1279	1362	1295	1800	459	505	199	250
s_5675	Non-Targeting Control	1738	1938	2069	2534	787	824	280	384
s_4894	ZNF549	2039	2252	2299	3153	757	807	305	392
s_74	ATOH1	1547	1710	1701	2213	545	673	201	283
s_1462	OVOL1	1424	1601	1593	2059	121	115	41	61
s_738	HLX	2092	2355	2358	3090	387	408	134	184
s_2496	PAX8	2999	3353	3307	4275	1134	1219	435	545
s_3793	PRDM14	1750	2012	1826	2555	732	797	284	351
s_1116	ISL1	2029	2190	2338	3035	863	938	303	386
s_4627	BTNL9	1473	1632	1623	2091	225	264	89	124
s_4043	TIGD6	2179	2373	2459	3188	798	971	354	411
s_343	E2F6	1683	1933	1798	2548	200	231	126	97
s_1093	IRF3	1856	2136	2029	2846	984	1063	383	493
s_1342	NFIA	1864	2096	2224	2831	123	142	56	71
s_2961	ARID5A	1389	1650	1663	2218	37	82	18	29
s_5695	Non-Targeting Control	2511	3005	2985	3883	885	1017	368	418
s_1892	SREBF2	2687	3117	3099	4001	1025	1095	385	501
s_2059	TFAP2C	2188	2546	2350	3022	318	344	114	162
s_3050	ZNF652	1467	1610	1716	2141	467	477	182	214
s_5378	ZNF783	1879	1970	1926	2568	694	683	240	303
s_1118	JAK3	2322	2696	2489	3309	210	209	80	77
s_2633	PHOX2B	1784	1870	1827	2625	632	716	270	313
s_3231	FOXB1	1195	1366	1324	1852	398	412	161	190
s_2386	ZNF141	290	368	346	463	73	68	23	22
s_5932	Non-Targeting Control	1653	1737	1746	2336	251	272	116	161
s_5272	DRGX	2466	2749	2633	3571	464	496	149	260
s_5685	Non-Targeting Control	1804	2075	2239	2730	160	140	65	81
s_329	E2F3	1810	2210	2170	2715	70	220	42	48
s_2165	USF2	1349	1454	1591	2036	53	63	34	40
s_5437	Non-Targeting Control	1152	1315	1243	1742	36	47	9	24
s_1465	PAX1	2049	2129	2164	2876	409	425	175	209
s_4829	GSX1	782	949	915	1211	332	313	125	155
s_5614	Non-Targeting Control	1049	1268	1318	1756	161	189	74	94
s_4337	ZNF554	1832	2086	2275	2962	600	664	301	329
s_4187	ZIC5	1947	2100	2039	2814	742	812	307	383
s_1660	RARB	1936	2152	2236	2926	659	684	249	345
s_4090	ZNF394	2010	2288	2330	2952	139	177	55	76
s_4958	HKR1	1324	1458	1432	1867	267	311	130	116
s_3516	ZNF334	2379	2538	2680	3568	818	917	306	397
s_33	AR	1688	1972	1874	2500	533	603	229	262
s_1517	PHF1	2343	2576	2555	3308	941	1011	368	444
s_4657	NKX2-3	1596	1737	1787	2340	234	245	95	139
s_3145	MAFF	2474	2715	2734	3592	469	526	234	229
s_3706	ZNF71	2023	2302	2175	2940	606	716	221	300
s_949	HSF1	1525	1772	1667	2164	452	493	199	216
s_2676	MED14	2522	2898	3015	3936	893	921	359	441
s_2249	ZNF17	2612	2870	2694	3508	54	94	16	26
s_4920	PROX2	1451	1746	1693	2145	674	794	261	324
s_1409	NHLH2	1543	1760	1696	2158	570	589	224	269
s_5750	Non-Targeting Control	3510	3854	3930	5022	618	654	265	369
s_3070	KLRK1	2207	2410	2462	3401	443	454	189	186
s_5961	Non-Targeting Control	2582	2962	2939	3806	939	984	385	453
s_2456	ZNF202	2395	2755	2626	3623	208	357	79	116
s_3172	ZNF521	1521	1711	1711	2097	491	503	198	227
s_1979	TBX3	1461	1688	1660	2198	68	76	44	39
s_5052	BARHL2	968	1107	1105	1542	392	470	156	248
s_390	ELK1	1371	1394	1297	1947	249	283	99	171
s_5036	ZKSCAN2	1928	2196	2150	2923	413	556	181	266
s_3943	ZFHX4	4043	4508	4516	6097	1379	1480	557	660
s_3112	USP22	1397	1669	1667	2257	430	485	147	203
s_4604	CREB3L4	1684	1871	2043	2465	108	128	47	57
s_371	ELF1	1978	2182	2306	3080	603	699	220	351
s_1049	IL12RB1	1212	1207	1322	1708	284	320	128	152
s_4750	GLIS3	1951	2083	1938	2636	911	974	338	452
s_3651	HOMEZ	2281	2541	2475	3239	734	770	276	391
s_1653	RARA	2021	2329	2230	3119	390	540	172	212
s_2941	ZBTB6	1578	1721	1672	2181	406	424	169	195
s_3529	IL26	1641	1693	1925	2535	437	452	146	162
s_615	GBX1	2034	2254	2341	2990	706	781	294	324
s_29	AIRE	1452	1643	1574	2183	238	251	73	113
s_1861	SP2	1954	2066	2170	2958	699	750	243	341
s_3437	NKX1-1	1970	2124	2159	2895	790	855	272	372
s_3072	KLRK1	1840	2115	2257	2965	696	706	274	338
s_1672	RELA	2157	2629	2523	3346	653	706	245	304
s_3517	ZFP64	1916	2275	2299	2906	480	508	188	265
s_5138	ZNF324B	3161	3570	3644	4744	1169	1287	498	576
s_1924	STAT5A	2249	2482	2518	3339	88	79	35	34
s_1000	IL2RB	1793	1963	1968	2568	181	255	84	96
s_5664	Non-Targeting Control	2078	2405	2392	3094	77	70	21	47
s_147	CD1C	1216	1437	1334	1856	223	360	91	115
s_2199	ZFY	2256	2668	2776	3631	847	928	386	389
s_1043	IL12A	1518	1783	1610	2265	535	554	224	258
s_5451	Non-Targeting Control	1983	2145	2096	2904	686	610	239	281
s_5773	Non-Targeting Control	2238	2504	2392	3129	84	113	39	61
s_4595	ZNF555	2860	3227	3271	4261	835	903	325	405
s_5411	Non-Targeting Control	1686	1945	2014	2574	651	673	276	349
s_5917	Non-Targeting Control	1867	2127	2025	2681	561	663	252	264
s_332	E2F3	1311	1548	1514	2072	308	381	148	195
s_4031	LY6G5C	2016	2213	2088	2692	793	947	343	388
s_830	HOXA11	1309	1341	1301	1886	116	151	65	67
s_2447	ZSCAN9	1943	2263	2347	2812	766	823	327	374
s_4428	DMBX1	1785	1882	1875	2786	171	197	57	91
s_5025	UNCX	1137	1316	1317	1793	243	265	106	110
s_3914	ZNF329	1897	2073	2050	2743	716	809	299	365
s_4685	ZNF846	2132	2217	2241	3011	605	643	225	243
s_4742	BHLHA15	1180	1360	1317	1848	589	589	224	249
s_5884	Non-Targeting Control	1887	2073	2227	2799	763	838	271	360
s_5690	Non-Targeting Control	2615	2975	3021	3970	501	545	199	294
s_5038	ZKSCAN2	2618	2954	2903	4022	914	995	333	483
s_1286	MYBL1	1989	2170	2095	2780	511	646	246	299
s_3300	SOX8	908	992	1016	1417	210	290	95	122
s_1298	MYCL	1961	2085	2132	2859	866	923	341	427
s_2641	SOCS3	2937	3413	3390	4406	481	531	217	241
s_4448	OSR1	1312	1475	1505	1954	233	266	98	123
s_2285	ZNF33A	1603	1680	1652	2283	281	354	117	132
s_4294	ZNF764	1832	2025	1921	2502	287	330	122	130
s_1815	SNAI1	2731	3027	3241	3868	1096	1204	441	518
s_704	HLA-B	1607	1654	1837	2366	635	662	244	278
s_2892	MXD4	1388	1528	1520	2007	528	600	216	264
s_211	CCR4	1379	1563	1570	2039	123	132	59	91
s_5422	Non-Targeting Control	2113	2370	2285	2897	115	156	57	60
s_1234	MEOX2	1357	1434	1506	1979	561	597	206	215
s_2687	LHX2	1510	1657	1692	2373	529	648	210	275
s_4803	ZBTB7C	2112	2272	2393	3116	797	851	371	402
s_5993	EGFP	950	1091	1528	1948	259	228	93	117
s_630	GLI1	1878	2234	2174	2791	442	564	230	215
s_1729	VPS52	2065	2462	2194	3067	750	826	272	358
s_1127	JUNB	985	1106	1043	1510	432	511	161	247
s_791	TLX2	919	1055	1026	1259	354	357	161	171
s_3134	ZMYND8	1714	2034	2124	2747	460	495	210	234
s_5761	Non-Targeting Control	1589	1744	1748	2184	615	668	245	299
s_81	NKX3-2	1815	1936	1946	2691	697	739	294	344
s_576	FOSB	747	834	876	1166	286	312	128	155
s_652	NR3C1	1921	2349	2103	2887	722	765	330	319
s_4606	CREB3L4	2773	3215	3272	4303	784	881	310	408
s_2423	ZNF175	1320	1484	1543	2032	453	509	163	213
s_511	FOXC1	1667	1832	1716	2454	631	681	224	281
s_819	HOXA7	1274	1360	1361	1776	462	525	185	219
s_501	FOXF1	2170	2460	2448	3107	902	941	398	437
s_2135	TP73	2137	2346	2292	2945	352	382	118	174
s_3091	HIC2	1873	2053	2055	2760	389	536	174	225
s_333	E2F4	1312	1446	1404	1799	236	269	103	189
s_5084	ZFP57	1866	2056	2113	2739	532	713	229	314
s_3302	VSX1	1582	1789	1713	2342	346	405	116	137
s_1663	RARG	1332	1469	1385	1884	486	605	188	241
s_680	HHEX	2035	2198	2413	2925	714	864	337	383
s_3640	AHRR	2518	2734	2756	3648	745	813	327	329
s_2104	THRA	1904	2108	2219	2935	772	840	307	336
s_5898	Non-Targeting Control	2406	2745	2637	3615	844	900	344	442
s_3750	ALX4	1647	1881	1826	2426	563	658	242	282
s_783	HNRNPK	1416	1573	1639	2148	132	184	56	90
s_1296	MYC	1221	1260	1285	1767	98	226	45	51
s_1552	PRRX1	1733	1985	1946	2504	511	611	234	255
s_2598	BARX2	3153	3311	3473	4609	678	874	283	377
s_3905	BHLHE41	1889	2143	2168	2921	906	953	352	461
s_273	CUX1	2638	2757	2734	3555	992	1114	383	471
s_3429	CCHCR1	2184	2428	2291	3108	445	482	197	224
s_5748	Non-Targeting Control	1617	1787	1782	2365	535	625	204	262
s_1444	YBX1	1843	2148	2075	2888	488	591	218	239
s_1902	SS18	2235	2418	2387	3176	777	893	300	404
s_5818	Non-Targeting Control	2331	2664	2647	3625	313	223	97	136
s_2490	ZNF236	801	856	811	1165	319	340	136	145
s_4243	ZNF439	2305	2592	2627	3487	827	884	301	399
s_1322	NEUROD1	1574	1880	1782	2452	277	320	152	176
s_5796	Non-Targeting Control	1841	1832	2219	2716	107	114	42	57
s_2810	TOPORS	2148	2304	2279	2933	462	470	189	210
s_1361	NFE2L2	3005	3823	3374	4574	87	132	33	44
s_3851	IL25	1805	2117	2050	2637	769	734	327	354
s_4929	ZIK1	2232	2375	2358	2897	945	1070	372	486
s_5715	Non-Targeting Control	2583	2890	2779	3641	658	718	266	321
s_5511	Non-Targeting Control	2019	2405	2242	2904	282	607	135	165
s_2408	ZNF154	2055	2387	2444	3161	13	15	6	6
s_1084	PDX1	1549	1688	1701	2194	389	491	174	204
s_2594	YBX3	1217	1397	1383	1731	473	560	220	255
s_2488	ZNF232	1703	1987	2095	2630	661	711	253	321
s_2394	ZBTB16	2200	2585	2497	3439	784	857	319	384
s_1679	REST	2383	2650	2595	3333	1047	1113	419	535
s_5165	NKX1-2	1825	1965	2097	2549	450	521	200	242
s_3795	PRDM14	2009	2203	2173	3017	863	938	357	401
s_3959	ZNF669	2036	2377	2496	2939	632	596	247	329
s_3921	ZNF768	2133	1345	2445	698	108	74	49	13
s_5548	Non-Targeting Control	1277	1467	1495	1933	600	672	249	273
s_893	HOXC10	1794	2107	2064	2585	740	768	265	330
s_4437	KLF17	2509	2735	2811	3905	1032	1113	394	557
s_4212	ZNF628	1394	1620	1577	2003	253	244	96	111
s_926	HOXD9	1843	1962	2015	2618	542	661	239	342
s_825	HOXA10	1269	1367	1412	1922	364	415	165	208
s_446	ESRRB	1582	1753	1845	2459	88	101	65	58
s_659	GTF2B	2360	2681	2720	3553	516	488	179	235
s_482	ETV6	1413	1535	1505	2086	98	130	47	76
s_1441	YBX1	1424	1579	1642	2061	128	157	40	79
s_1676	RELB	1538	1831	2025	2605	349	469	152	211
s_874	HOXC4	1527	1721	1561	2269	237	204	90	117
s_520	FOXD4	2133	2667	2395	3286	908	913	360	448
s_1146	LMX1B	1351	1456	1464	1963	51	97	31	34
s_1518	PHF1	1587	1769	1890	2457	261	268	97	105
s_530	FOXE3	1615	1601	1752	2232	517	542	253	253
s_3827	IKZF5	1712	1873	1968	2537	325	362	111	184
s_3243	TAF5L	1535	1618	1575	2104	125	161	53	77
s_5079	ZNF879	2283	2611	2578	3433	383	541	181	240
s_3218	HBP1	2204	2452	2471	3194	974	1067	416	435
s_2292	ZNF35	3265	3595	3510	4776	1301	1547	559	683
s_5601	Non-Targeting Control	1911	2204	2179	2794	107	138	49	66
s_144	CD1B	1766	1868	1929	2538	447	492	211	250
s_1449	SIX6	892	998	1066	1348	322	356	121	132
s_5098	ZNF530	1464	1512	1600	2139	406	336	190	219
s_5160	MAFA	1969	2290	2400	2945	487	678	148	196
s_5170	BSX	1974	2301	2145	2949	295	336	119	139
s_351	EBF1	2808	3110	3150	4110	1126	1260	456	567
s_307	DLX6	1624	1869	1896	2484	739	780	281	328
s_593	GATA1	1696	1768	1711	2245	258	249	81	91
s_895	HOXC10	1726	1760	1931	2452	568	678	219	286
s_195	CENPB	1293	1399	1375	1843	397	516	140	206
s_1701	RORA	1061	1182	1214	1587	191	222	98	109
s_1108	IRF6	1186	1353	1332	1820	462	545	209	194
s_123	RUNX2	1870	2102	2186	2836	840	892	296	377
s_3869	ZFP69B	2278	2484	2573	3373	850	1066	379	448
s_305	DLX6	2148	2438	2411	3121	695	772	278	374
s_1350	NFATC4	1504	1760	1568	2239	329	329	52	139
s_2855	BTN2A2	1847	2066	2207	2621	286	336	107	130
s_644	GLI4	1548	1626	1697	2389	142	113	41	70
s_5002	VSX2	1556	1735	1640	2223	559	554	204	259
s_4503	CTCFL	1676	1840	1855	2518	142	180	59	56
s_566	FLI1	1633	1810	1872	2478	663	729	252	300
s_412	EN1	1397	1600	1583	2108	270	180	48	96
s_624	NR6A1	2139	2434	2360	3320	86	96	38	38
s_2716	TBX4	2261	2292	2410	3202	641	538	221	328
s_3020	KLF8	2393	2706	2745	3506	488	550	182	253
s_120	MYRF	1520	1508	1699	2155	69	90	23	28
s_1420	NKX3-1	1102	1178	1343	1593	220	188	93	73
s_3512	ZNF416	2087	2421	2477	3140	722	746	310	361
s_4693	ZNF564	1270	1309	1580	2068	384	487	212	197
s_735	HLF	1954	2208	2102	2837	573	649	216	335
s_3953	ZBTB3	2041	2222	2234	3019	669	764	283	356
s_5589	Non-Targeting Control	1816	2018	2050	2838	206	276	95	125
s_2957	ZNF460	1794	1925	1938	2571	711	768	287	356
s_3789	PRDM15	2325	2513	2499	3180	835	889	351	468
s_3345	MLXIPL	1772	1882	2063	2606	811	963	338	427
s_3086	ZBTB43	2103	2280	2282	3111	61	90	36	40
s_4266	CREB3L1	3473	3869	3755	5000	1202	1290	498	592
s_5623	Non-Targeting Control	1753	2477	2101	2790	570	703	245	282
s_4240	ZNF799	2085	2253	2500	3199	774	814	290	357
s_3019	KLF8	2599	2839	2936	3879	66	61	27	44
s_1405	NHLH1	930	951	982	1257	290	347	142	165
s_2468	ZNF214	2799	3135	3144	4187	270	292	136	140
s_3397	ETV7	3142	3538	3468	4598	751	799	332	340
s_531	FOXE3	698	711	693	1069	22	27	12	18
s_1507	PBX3	1417	1506	1478	1907	167	179	63	73
s_1353	NFE2	2259	2565	2641	3471	825	950	324	454
s_2186	YY1	2067	2112	2204	2685	464	479	191	275
s_4382	SPIC	1372	1502	1467	2126	390	444	139	215
s_2522	MTERF1	1307	1495	1522	2052	179	246	76	182
s_1272	MSX2	2140	2521	2449	3185	614	741	273	327
s_5967	Non-Targeting Control	1424	1571	1514	2066	72	76	20	31
s_4426	ZNF792	1879	2057	2161	2830	218	224	88	97
s_26	ALX3	2480	2671	2518	3282	228	198	101	93
s_4209	ZNF628	1046	1182	1128	1525	128	193	74	86
s_4548	ZNF417	1949	2294	2249	2895	855	950	344	434
s_1086	IRF1	1467	1762	1666	2105	391	384	182	210
s_1014	IL5	2031	2093	2095	2876	872	965	336	348
s_5142	HES5	781	843	778	1103	306	373	133	152
s_3576	ASCL3	2022	2143	2066	2987	846	973	329	355
s_4274	MSANTD3	2708	2917	3129	3974	587	713	243	315
s_2192	ZBTB14	1521	1806	1805	2251	118	153	43	58
s_917	HOXD4	1742	1973	1980	2531	107	134	81	61
s_3291	TLX3	1282	1336	1367	1749	207	214	89	100
s_1132	JUND	2129	2525	2393	3160	594	682	249	321
s_3697	NFE4	2100	2295	2344	3005	755	867	253	371
s_984	RBPJ	2137	2405	2331	3305	394	454	197	205
s_5349	SP9	1456	1588	1593	2213	460	498	54	256
s_686	HIF1A	1789	2057	2049	2513	119	194	67	71
s_1421	NKX6-1	2008	2174	2408	2972	632	697	259	296
s_287	DLX1	1436	1603	1679	2262	571	623	231	292
s_5732	Non-Targeting Control	1009	1082	1131	1533	229	233	90	97
s_3237	FOXP1	1827	1970	1951	2513	776	804	264	380
s_5459	Non-Targeting Control	1269	1387	1359	1871	231	276	89	134
s_3245	ZBTB11	2871	3369	3311	4404	1288	1417	493	611
s_1404	NFYC	1124	1237	1107	1647	325	361	65	147
s_5948	Non-Targeting Control	1697	1837	1815	2494	685	701	242	332
s_4472	KLF14	1265	1384	1510	1847	491	520	213	236
s_2838	HMG20B	1491	1682	1686	2233	492	505	207	220
s_3196	PTPN22	1760	1868	1853	2487	659	754	245	314
s_538	FOXC2	1369	1478	1532	1929	322	339	174	153
s_794	HOXA1	2062	2244	2310	3014	53	96	38	49
s_2191	ZBTB14	1901	2090	2268	2822	802	851	312	317
s_5782	Non-Targeting Control	2150	2407	2542	3370	718	856	329	366
s_4996	SNAI3	1285	1413	1426	1915	100	134	35	89
s_4166	ZNF341	2543	2918	2740	3750	189	207	95	95
s_742	HMGA1	1082	1179	1114	1404	488	476	156	242
s_5399	Non-Targeting Control	1847	2254	2129	2735	620	715	257	328
s_3486	HES6	935	973	998	1330	235	261	97	130
s_4709	ZNF383	1713	1964	1846	2535	661	679	257	354
s_3275	GRHL1	1884	2153	2283	2870	185	333	73	114
s_486	MECOM	2019	2217	2206	2836	825	898	286	374
s_2703	NCR2	1464	1673	1647	2175	394	415	143	216
s_4338	ZNF554	1343	1453	1440	1890	217	222	108	85
s_190	CEBPG	1077	1289	1140	1589	432	471	177	180
s_3034	IKZF3	1607	1938	1806	2398	495	591	245	251
s_2133	TP73	2314	2562	2571	3488	223	282	95	127
s_3376	ZNF571	1759	2092	1961	2670	385	450	38	195
s_2734	SOX13	901	969	979	1361	333	355	112	149
s_4498	ZFP28	1621	1829	1811	2274	22	45	10	12
s_3213	HEYL	1505	1679	1704	2246	767	798	311	329
s_2638	MBD2	1602	1976	1810	2362	248	145	102	112
s_3945	CARF	1505	1850	1802	2721	495	642	195	308
s_4115	ZNF527	2367	2627	2640	3437	904	935	397	464
s_3384	ZBTB7A	1583	1693	1682	2431	608	645	207	325
s_1962	TBX5	2136	2533	2482	3317	677	735	263	332
s_1023	IL6R	1510	1730	1706	2493	196	214	84	119
s_4147	KDM2B	2060	2056	2268	2913	580	648	229	272
s_952	HSF1	1561	1871	2098	2666	441	513	193	214
s_5974	Non-Targeting Control	2196	2471	2337	3160	829	1011	348	458
s_3963	ZNF671	372	334	324	432	147	175	56	61
s_1973	TCF4	1545	1691	1712	2407	660	679	245	276
s_5643	Non-Targeting Control	1148	1263	1343	1755	485	466	161	215
s_2566	SOX14	1527	1883	1830	2338	510	587	208	268
s_3033	IKZF3	3884	4394	4327	5605	1772	1812	687	860
s_4440	BHLHE23	1306	1546	1493	1932	486	578	206	311
s_2498	PRRC2A	1531	1628	1677	2289	143	98	41	66
s_5733	Non-Targeting Control	2051	2259	2243	3060	86	96	40	40
s_4688	ZNF791	2471	2882	3018	3786	644	768	284	293
s_5998	EGFP	1620	1663	1978	2571	758	744	282	349
s_4749	GLIS3	1831	2081	2007	2578	182	191	76	84
s_3368	TFDP3	1372	1544	1438	2152	218	201	72	105
s_994	IL2RA	1455	1602	1628	2014	415	442	171	234
s_4830	GSX1	979	1047	1066	1344	262	330	104	117
s_2381	ZNF140	2045	2194	2394	3049	592	696	223	306
s_5982	Non-Targeting Control	1085	1199	1285	1637	397	388	139	125
s_2922	AP4B1	2055	2201	2181	2937	367	442	164	178
s_828	HOXA10	1532	1590	1638	2151	608	628	229	247
s_3365	TFDP3	1662	1820	1768	2291	440	403	132	188
s_3840	EBF2	1770	1933	2023	2498	228	250	92	121
s_2736	SOX13	2366	2704	2654	3623	397	456	169	210
s_2819	OLIG2	1313	1539	1465	1948	599	633	216	260
