sgRNA	Gene	D3_high	D3_low	D4_high	D4_low
s_3274	GRHL1	530	521	199	243
s_3410	KLF13	614	703	226	264
s_3413	ZNF44	360	394	161	186
s_2952	ZNF274	537	551	232	298
s_866	HOXB8	373	438	77	191
s_5965	Non-Targeting Control	616	723	264	315
s_3623	ZNF248	663	733	290	285
s_1764	CCL5	335	396	147	208
s_3178	ZZZ3	836	932	344	418
s_2560	EOMES	508	556	224	265
s_1673	RELB	418	578	164	282
s_1102	IRF5	1218	1366	464	633
s_2818	OLIG2	411	424	164	206
s_5394	ZNF891	717	724	278	335
s_86	BCL6	817	844	313	385
s_877	HOXC5	821	848	270	362
s_1855	SOX12	436	463	150	218
s_2078	TFDP1	876	980	376	468
s_1701	RORA	191	222	98	109
s_1414	NKX2-2	285	318	126	121
s_2370	ZNF134	243	326	85	157
s_1232	MEOX1	478	578	194	281
s_3139	ZIM2	266	265	109	137
s_4850	SP8	625	683	250	319
s_1448	NR4A2	227	297	114	147
s_5457	Non-Targeting Control	645	656	247	287
s_2900	DMRT2	1244	1305	520	602
s_2036	TEAD4	946	970	384	474
s_2778	NR1H4	592	618	200	298
s_5986	Non-Targeting Control	428	425	160	202
s_4381	SPIC	556	681	229	287
s_2837	HMG20B	292	340	141	145
s_2799	ZNF263	260	254	110	159
s_4361	ZNF354B	1285	1342	501	578
s_992	IL2	335	368	167	153
s_1978	TBX3	501	549	203	244
s_3125	ZNF281	171	123	36	65
s_4294	ZNF764	287	330	122	130
s_407	EMX2	297	323	105	165
s_572	FOS	736	808	275	362
s_762	FOXA2	69	188	49	87
s_1983	HNF1A	419	443	157	197
s_4443	ZNF280A	561	594	232	248
s_4601	ZNF570	703	768	284	386
s_1079	INSM1	898	981	337	448
s_1080	INSM1	185	219	46	98
s_895	HOXC10	568	678	219	286
s_3057	MLXIP	1044	1124	410	513
s_5783	Non-Targeting Control	277	295	130	121
s_5609	Non-Targeting Control	384	461	184	225
s_4598	ZNF555	467	516	174	244
s_2589	GCM1	645	707	278	328
s_589	GABPA	333	499	219	193
s_2712	ONECUT2	441	513	251	234
s_159	CDC5L	284	317	138	160
s_165	CDX2	734	830	250	362
s_795	HOXA1	77	76	20	38
s_1554	POU1F1	499	571	208	235
s_1808	SNAI2	666	722	288	310
s_5252	DPRX	810	950	348	433
s_3976	NANOG	262	424	157	161
s_5393	ZNF891	595	630	250	22
s_3240	FOXP1	668	809	269	328
s_4922	PROX2	644	823	270	369
s_543	FOXE1	268	284	127	154
s_5728	Non-Targeting Control	826	764	313	372
s_3304	VSX1	312	395	140	176
s_1315	MYOD1	90	190	32	57
s_3109	USP22	360	478	194	191
s_668	GTF3A	488	593	200	237
s_432	ERG	76	168	38	63
s_286	DLX1	534	558	228	264
s_3990	ZFP2	371	414	176	178
s_11	NR0B1	708	784	267	306
s_5527	Non-Targeting Control	139	183	57	78
s_3657	ZBTB2	992	952	371	440
s_4292	ZNF764	641	695	268	311
s_4965	ZNF621	699	835	316	384
s_2120	NR2E1	680	845	347	394
s_5977	Non-Targeting Control	1010	1075	419	466
s_4275	MSANTD3	252	255	105	130
s_4546	ZNF418	1049	1184	434	508
s_4152	ZNF496	463	566	191	216
s_1021	IL6R	250	302	100	121
s_318	ARID3A	538	569	221	274
s_4429	DMBX1	477	503	192	190
s_5661	Non-Targeting Control	867	858	320	399
s_5592	Non-Targeting Control	846	895	336	451
s_427	ERF	251	360	93	149
s_1841	SOX10	435	554	170	237
s_2581	KLF11	709	762	310	356
s_306	DLX6	350	453	175	199
s_4085	ZIC4	318	403	148	187
s_287	DLX1	571	623	231	292
s_3154	SPDEF	209	263	90	96
s_752	HMX1	100	118	45	58
s_1613	PPARG	1372	1541	625	691
s_1223	MEIS1	766	936	306	418
s_4469	ZNF786	361	375	137	198
s_3363	ZNF219	346	398	151	184
s_3566	BTNL2	93	150	37	54
s_4155	RAX2	220	209	90	92
s_131	RUNX3	605	624	241	334
s_2047	TERF2	1029	1123	348	480
s_2293	ZKSCAN1	319	357	153	190
s_3116	OTP	440	313	171	291
s_3351	YBX2	797	904	281	373
s_5827	Non-Targeting Control	368	456	162	220
s_3175	HINFP	366	439	241	169
s_5926	Non-Targeting Control	381	437	158	198
s_4882	LCORL	911	903	335	423
s_721	HLA-DQB2	186	182	63	96
s_5052	BARHL2	392	470	156	248
s_1394	NFYA	522	516	221	238
s_768	FOXA3	172	192	94	89
s_2893	ARID3B	555	602	210	209
s_5463	Non-Targeting Control	250	337	98	135
s_5750	Non-Targeting Control	618	654	265	369
s_5165	NKX1-2	450	521	200	242
s_3975	NANOG	253	297	109	137
s_2218	ZNF3	186	212	86	103
s_3492	BATF3	634	908	120	397
s_2135	TP73	352	382	118	174
s_3784	NEUROD6	288	285	107	100
s_2495	PAX8	577	668	212	314
s_5614	Non-Targeting Control	161	189	74	94
s_419	EPAS1	242	236	101	108
s_608	GATA4	484	520	180	218
s_3810	SOX17	499	479	213	253
s_445	ESRRB	344	323	154	186
s_5142	HES5	306	373	133	152
s_1314	MYOD1	220	319	94	101
s_35	AR	467	590	230	246
s_4217	TGIF2LX	157	278	96	103
s_3799	NPAS3	492	504	163	248
s_3430	CCHCR1	816	807	280	375
s_4706	ZNF567	387	433	150	215
s_1891	SREBF2	1180	1314	445	554
s_5314	ZNF705D	562	676	195	263
s_150	CD1D	622	694	166	365
s_4981	ZNF789	691	750	286	347
s_2574	NR0B2	634	635	238	314
s_4489	FOXR2	225	309	105	127
s_2713	TBX4	387	484	158	192
s_3312	ZNF354C	269	312	103	109
s_1068	IL17A	164	183	58	75
s_5400	Non-Targeting Control	563	613	243	293
s_1583	POU4F1	417	442	152	211
s_91	PRDM1	467	579	136	230
s_1943	TAL2	351	388	166	166
s_4329	ZNF257	650	712	247	322
s_1098	IRF4	426	519	203	230
s_1309	MYF6	532	560	262	274
s_1963	TBX5	144	127	52	83
s_4066	SOX7	583	595	233	296
s_5204	ZNF880	547	547	96	261
s_1665	REL	926	978	382	417
s_1930	STAT6	221	321	109	118
s_1401	NFYC	509	474	249	239
s_5416	Non-Targeting Control	339	482	138	215
s_4078	KLF16	340	375	162	151
s_3	ABCF1	458	539	159	245
s_3607	TBX20	560	561	210	256
s_15	AHR	276	291	122	154
s_1250	FOXO4	186	206	74	90
s_3040	IKZF2	583	424	151	239
s_1618	MAP2K1	513	493	172	240
s_3927	LIN28A	757	836	279	369
s_3303	VSX1	675	786	274	354
s_379	ELF3	418	520	201	234
s_2987	PRDM4	478	587	176	210
s_765	FOXA3	417	465	166	191
s_2198	ZFY	60	125	28	52
s_3079	MYT1L	190	273	110	128
s_2365	ZNF133	482	498	180	241
s_2675	MED14	138	141	48	58
s_1990	TCF3	80	84	35	50
s_4661	ZFP1	820	828	314	396
s_1578	POU3F4	543	645	227	292
s_907	HOXC13	423	468	175	203
s_3371	KLF3	327	401	150	197
s_5629	Non-Targeting Control	498	527	176	252
s_749	HMX1	188	276	74	129
s_4802	TIGD1	157	166	97	90
s_2533	LHX3	568	653	225	301
s_2413	VEZF1	658	717	256	376
s_3803	LHX5	552	616	210	249
s_235	CREB1	553	590	222	324
s_4056	TCF7L1	398	419	163	189
s_3972	BTNL8	570	667	244	309
s_1908	STAT1	99	172	33	52
s_119	MYRF	352	444	156	201
s_1505	PBX3	284	304	129	144
s_1386	NFKB2	236	253	96	118
s_761	FOXA2	1228	1282	417	570
s_517	FOXD4	233	263	116	102
s_1443	YBX1	453	551	183	228
s_190	CEBPG	432	471	177	180
s_2922	AP4B1	367	442	164	178
s_3453	ZNF562	829	1109	376	577
s_3070	KLRK1	443	454	189	186
s_4857	RFX6	483	542	218	232
s_392	ELK1	360	369	143	183
s_3916	ZNF329	529	555	230	303
s_1752	CCL2	281	286	115	123
s_1303	MYCN	354	374	194	142
s_2418	ZNF174	394	377	165	202
s_1294	MYC	100	133	46	67
s_2054	TFAP2B	88	86	31	46
s_1347	NFATC3	520	622	190	306
s_1584	POU4F1	154	157	84	87
s_3263	KLF15	424	422	152	162
s_554	FOXS1	856	1068	390	431
s_5784	Non-Targeting Control	823	948	345	418
s_3392	ZNF589	716	811	262	359
s_706	HLA-C	393	458	158	192
s_2652	TBX18	294	329	95	136
s_3292	TLX3	444	448	175	209
s_4139	GLIS2	1241	1262	488	607
s_3624	ZNF248	453	522	198	222
s_2004	ZEB1	518	568	220	252
s_5759	Non-Targeting Control	147	161	75	86
s_3832	GZF1	620	682	221	284
s_4613	IL23R	839	920	352	457
s_5631	Non-Targeting Control	90	224	84	117
s_5627	Non-Targeting Control	338	317	117	180
s_1092	IRF2	44	114	23	29
s_5883	Non-Targeting Control	959	1027	357	466
s_977	IFNGR2	182	216	86	111
s_3551	MESP1	751	894	319	416
s_3065	ZBTB1	714	760	322	351
s_240	ATF2	720	804	272	362
s_5278	NKX2-4	190	219	75	106
s_1263	MSH5	542	733	270	306
s_5189	HES3	576	706	247	266
s_5840	Non-Targeting Control	484	508	219	222
s_728	HLA-DRA	427	415	175	225
s_2361	ZNF132	361	477	158	208
s_3860	DCLRE1B	326	396	119	158
s_1180	SMAD4	65	107	37	34
s_2641	SOCS3	481	531	217	241
s_732	HLA-DRB1	487	551	176	239
s_5698	Non-Targeting Control	638	723	312	336
s_4566	ZNF563	191	162	63	71
s_4839	ZNF485	467	582	230	247
s_1459	OTX2	660	703	250	275
s_5425	Non-Targeting Control	876	965	356	450
s_5570	Non-Targeting Control	532	566	228	235
s_1019	IL6	72	92	33	60
s_5904	Non-Targeting Control	644	772	259	343
s_3066	ZBTB1	658	765	290	315
s_1824	SOX2	231	273	103	135
s_4368	ZNF641	318	372	142	174
s_3913	ZNF329	280	314	135	140
s_410	EN1	229	289	122	114
s_4016	ZSCAN16	255	274	113	109
s_4986	ZNF707	306	464	52	309
s_2132	TP53	287	325	124	152
s_3119	HEY1	591	608	174	314
s_5224	DBX2	441	474	189	240
s_4821	NAIF1	662	693	256	287
s_153	CD44	508	587	225	299
s_1946	TAP2	525	530	213	279
s_5889	Non-Targeting Control	192	111	79	79
s_120	MYRF	69	90	23	28
s_4795	FOXD4L1	224	272	101	106
s_3010	PTGDR2	197	231	93	94
s_3296	RAX	166	161	50	81
s_5525	Non-Targeting Control	647	736	289	322
s_1389	NFKBIL1	683	796	311	349
s_2392	ZNF143	624	818	292	423
s_230	KLF6	572	557	198	245
s_1901	SS18	1392	1479	488	623
s_3747	BACH2	144	176	49	73
s_185	CEBPE	335	360	134	147
s_3424	BCL11A	274	320	111	164
s_386	ELF5	101	130	55	48
s_4377	ASCL4	307	417	112	152
s_2011	TCF15	107	156	60	74
s_1771	CCL8	84	101	45	48
s_3429	CCHCR1	445	482	197	224
s_2217	ZNF3	745	786	265	336
s_5453	Non-Targeting Control	685	732	257	309
s_3408	ZNF581	608	724	203	303
s_1411	NHLH2	258	292	115	136
s_4908	ZNF311	591	679	268	275
s_1196	MAFG	477	528	188	230
s_2312	ZNF45	302	312	124	135
s_4774	ZNF384	323	358	142	179
s_2626	IER3	227	292	120	142
s_515	FOXD1	270	278	88	108
s_5920	Non-Targeting Control	295	422	71	132
s_4106	ZNF333	327	435	146	181
s_1392	NFKBIL1	116	123	58	61
s_4672	ZNF320	597	750	307	318
s_817	HOXA7	504	562	247	251
s_960	HSF4	399	451	167	187
s_3444	FEV	267	287	71	156
s_5586	Non-Targeting Control	690	788	288	334
s_932	HOXD10	599	670	333	258
s_5247	ARGFX	351	440	119	172
s_4199	SCRT2	382	482	147	218
s_3037	IKZF2	830	954	335	448
s_5440	Non-Targeting Control	294	454	121	197
s_3739	ZNF350	220	200	75	77
s_914	HOXD3	370	372	135	230
s_155	CD44	162	294	70	105
s_5640	Non-Targeting Control	533	524	199	258
s_2183	XPA	121	122	42	53
s_4470	ZNF786	401	427	160	243
s_2782	NR1D2	127	162	73	74
s_1689	RFX3	576	659	196	296
s_632	GLI1	57	84	44	44
s_4584	ZNF98	754	808	331	381
s_1400	NFYB	107	146	52	49
s_1560	POU2AF1	449	485	148	176
s_421	NR2F6	1040	1089	417	502
s_3001	SOX21	453	496	161	235
s_1128	JUNB	543	670	228	307
s_3468	FEZF2	221	341	73	96
s_3586	ARNTL2	492	500	188	258
s_3443	FEV	171	241	82	135
s_5415	Non-Targeting Control	258	262	94	123
s_3400	ETV7	469	561	219	226
s_1514	PGR	80	89	35	26
s_2535	LHX3	438	516	175	240
s_469	ETV3	156	190	69	80
s_1225	MEIS2	395	406	183	184
s_4186	ZIC5	699	804	295	347
s_1656	RARA	134	194	65	71
s_951	HSF1	393	366	131	179
s_3221	ZNF285	207	275	68	51
s_5940	Non-Targeting Control	365	574	173	203
s_4585	ZNF98	720	786	286	373
s_3112	USP22	430	485	147	203
s_2281	ZNF32	205	218	81	97
s_3404	CXXC5	360	373	122	161
s_2964	ARID5A	223	389	114	97
s_5500	Non-Targeting Control	645	641	252	322
s_557	FOXO1	435	467	203	195
s_33	AR	533	603	229	262
s_2481	ZNF225	784	830	324	456
s_62	ATF1	416	496	192	247
s_1648	PURA	663	786	283	350
s_2079	TFDP1	755	812	294	397
s_5357	FOXO6	86	100	52	57
s_1976	TCF4	207	217	131	86
s_5628	Non-Targeting Control	627	691	276	328
s_1847	SOX11	644	686	237	323
s_2916	GMEB1	413	460	197	224
s_3017	KLF8	186	267	94	113
s_5907	Non-Targeting Control	193	164	77	88
s_3030	TFEC	391	375	168	170
s_4830	GSX1	262	330	104	117
s_3738	ZNF350	253	294	112	151
s_967	FOXN2	127	241	48	66
s_1349	NFATC4	188	219	67	114
s_4164	ZSCAN10	446	509	192	213
s_250	CREM	535	537	210	242
s_2604	BHLHE40	429	507	159	222
s_3025	RBPJL	578	572	252	271
s_5297	FOXD4L6	292	354	98	153
s_1194	MAFG	266	276	48	103
s_906	HOXC13	428	441	197	219
s_4162	ZSCAN10	517	592	196	284
s_5025	UNCX	243	265	106	110
s_2037	TEAD3	107	118	51	63
s_2485	ZNF232	353	470	105	242
s_5579	Non-Targeting Control	436	538	211	247
s_3908	BHLHE41	184	209	30	125
s_1202	MAZ	56	66	25	22
s_2536	LHX3	683	711	269	337
s_2528	ZNF212	240	269	125	123
s_2977	VAX1	673	757	288	346
s_4699	ZNF114	641	631	219	302
s_582	NR5A2	143	178	73	80
s_5218	LHX8	495	518	197	275
s_2258	ZNF19	321	401	166	190
s_3734	PRDM12	227	232	85	112
s_829	HOXA11	564	619	237	264
s_989	IL2	630	608	241	289
s_5753	Non-Targeting Control	81	105	23	43
s_3644	ZNF398	867	983	384	436
s_3254	VENTX	460	441	203	232
s_4398	ZFP3	245	276	88	160
s_629	GLI1	428	521	177	218
s_5267	SCX	304	358	140	157
s_5902	Non-Targeting Control	118	134	47	69
s_3297	SOX8	199	216	86	126
s_4633	ZNF425	85	115	41	63
s_5976	Non-Targeting Control	697	733	286	330
s_4609	GLIS1	108	115	49	62
s_2435	ZNF184	218	300	96	120
s_1104	IRF5	197	239	99	83
s_4128	ZBTB37	695	738	257	370
s_5107	ZNF429	94	142	48	71
s_470	ETV3	457	521	208	253
s_1567	POU2F2	71	71	36	32
s_825	HOXA10	364	415	165	208
s_1849	SOX15	304	416	147	170
s_2074	NR2F2	711	682	272	346
s_3579	BARHL1	258	305	118	156
s_1410	NHLH2	70	134	23	33
s_4747	GLIS3	220	295	121	127
s_2352	ZNF222	353	391	145	187
s_5081	ZNF879	441	517	209	234
s_5442	Non-Targeting Control	392	492	221	228
s_2150	TWIST1	44	61	21	34
s_1404	NFYC	325	361	65	147
s_2951	ZNF274	216	240	86	116
s_294	DLX3	346	467	155	232
s_1979	TBX3	68	76	44	39
s_447	ESRRB	81	117	35	41
s_2682	KLF4	361	421	157	212
s_365	EGR4	281	366	135	166
s_2411	ZNF157	1177	1408	502	595
s_5911	Non-Targeting Control	350	318	129	180
s_1610	PPARD	391	454	147	213
s_5171	SKOR1	177	229	68	104
s_764	FOXA2	584	526	224	290
s_3997	ZNF430	863	904	345	435
s_4382	SPIC	390	444	139	215
s_3580	BARHL1	403	583	183	234
s_4473	KLF14	304	353	108	152
s_4167	ZNF341	492	599	228	272
s_1770	CCL8	422	461	152	236
s_1694	RFX4	529	543	189	253
s_3166	ZNF345	665	721	272	341
s_1446	NR4A2	337	305	165	152
s_1682	RFX1	194	190	74	109
s_473	ETV4	258	227	102	118
s_1540	PLAG1	116	128	47	49
s_3262	KLF15	1077	1200	458	548
s_3291	TLX3	207	214	89	100
s_775	HNF4G	812	957	337	442
s_4998	SNAI3	217	262	104	112
s_944	HOXD13	256	256	107	115
s_4992	FOXD4L3	410	430	139	217
s_4216	ZNF30	805	730	278	351
s_375	ELF2	893	928	335	448
s_901	HOXC12	45	67	11	31
s_5755	Non-Targeting Control	113	108	50	59
s_2706	HAND2	230	296	89	103
s_760	FOXA1	479	547	211	254
s_5946	Non-Targeting Control	582	625	236	287
s_802	HOXA3	936	1027	370	460
s_5026	UNCX	130	188	76	108
s_2269	ZNF23	218	258	88	164
s_3779	NEUROG2	187	236	100	92
s_420	EPAS1	531	573	217	242
s_828	HOXA10	608	628	229	247
s_3440	NKX1-1	327	341	139	195
s_3907	BHLHE41	462	507	127	224
s_1142	LMX1A	110	152	35	64
s_3381	ZBTB7A	580	706	249	380
s_2040	TEAD3	43	57	23	32
s_5299	FOXD4L5	387	424	160	200
s_4765	GSX2	404	504	159	206
s_916	HOXD3	446	447	198	225
s_5760	Non-Targeting Control	187	265	79	105
s_2703	NCR2	394	415	143	216
s_2753	ZEB2	1169	1404	433	577
s_1203	MAZ	1106	1258	473	527
s_4649	RHOXF1	282	325	111	148
s_1923	STAT5A	247	221	90	120
s_2288	ZNF33A	819	861	353	373
s_5285	ASCL5	341	354	139	171
s_5428	Non-Targeting Control	628	667	214	295
s_1137	LHX1	325	340	131	140
s_4204	HSFY1	328	310	146	143
s_5546	Non-Targeting Control	334	390	126	172
s_2861	HOXB13	369	449	156	192
s_5617	Non-Targeting Control	86	87	22	37
s_5674	Non-Targeting Control	289	461	137	171
s_595	GATA1	382	387	162	180
s_146	CD1C	524	673	217	259
s_973	IFNGR1	547	628	225	296
s_3438	NKX1-1	303	340	115	157
s_3782	NEUROD6	533	674	234	258
s_1524	PITX1	534	596	208	274
s_1455	OTX1	309	380	149	165
s_5830	Non-Targeting Control	298	320	107	116
s_4829	GSX1	332	313	125	155
s_1660	RARB	659	684	249	345
s_4749	GLIS3	182	191	76	84
s_5789	Non-Targeting Control	359	382	159	181
s_4635	NKX6-3	230	216	80	104
s_2709	ONECUT2	517	593	221	325
s_5122	ZNF790	357	421	163	238
s_4452	ZNF513	282	346	120	150
s_2023	TCF21	350	493	140	143
s_4313	FOXP2	833	886	297	386
s_786	TLX1	518	606	244	251
s_3915	ZNF329	168	207	82	78
s_4458	ZFP42	684	870	289	363
s_3449	ZNF586	924	1061	342	449
s_5610	Non-Targeting Control	459	468	168	235
s_4950	ZNF615	357	386	135	203
s_609	GATA6	104	124	53	65
s_5536	Non-Targeting Control	311	351	139	140
s_4385	FOXN4	559	616	222	252
s_3617	VARS2	785	761	278	398
s_5872	Non-Targeting Control	67	61	27	29
s_3996	ZNF614	337	414	168	115
s_2620	HESX1	676	729	259	330
s_3811	SOX17	249	292	120	137
s_555	FOXS1	186	156	73	87
s_1581	POU4F1	448	670	99	284
s_4084	MIXL1	206	278	98	178
s_1074	CXCL10	270	326	111	162
s_4794	ZNF626	212	206	44	77
s_4315	ZNF101	109	157	51	56
s_5600	Non-Targeting Control	98	138	40	59
s_4529	ZNF597	133	128	51	48
s_3699	NFE4	399	476	177	189
s_4070	TFAP2D	468	564	225	208
s_1200	MAX	788	867	225	340
s_282	DDIT3	521	584	234	236
s_1548	PLAGL2	107	133	41	67
s_4140	GLIS2	199	212	98	120
s_1208	MECP2	637	763	255	378
s_3427	SOX18	701	703	293	330
s_267	NKX2-5	476	551	179	244
s_4465	NOBOX	126	171	78	73
s_1338	NFATC2	732	745	282	361
s_3349	YBX2	101	143	58	65
s_2826	IRX5	360	351	126	175
s_5288	ANHX	254	297	96	142
s_1775	SHOX	113	138	52	66
s_168	CDX2	608	624	237	257
s_1829	SOX4	53	78	15	47
s_3102	SATB2	323	407	119	167
s_770	HNF4A	727	761	275	365
s_2019	TCF19	391	461	153	217
s_5228	ZNF506	438	436	181	223
s_3615	SALL4	417	446	159	204
s_2734	SOX13	333	355	112	149
s_3368	TFDP3	218	201	72	105
s_4267	CREB3L1	220	298	87	136
s_3878	ZNF655	596	654	250	274
s_3867	BCL11B	317	388	120	163
s_3191	ZNF337	494	553	228	293
s_4226	ZNF766	590	614	273	264
s_1518	PHF1	261	268	97	105
s_1213	MEF2C	122	135	59	59
s_436	ESR1	779	733	299	369
s_2428	ZNF177	41	61	28	52
s_2136	TP73	399	424	150	184
s_5065	NOTO	177	178	66	87
s_301	DLX5	303	326	109	155
s_2611	TP63	210	291	106	126
s_3491	BATF3	613	694	241	323
s_849	HOXB4	149	216	66	72
s_2935	SIX2	447	479	170	228
s_3967	ZNF613	181	225	84	122
s_4786	ZNF627	439	578	176	223
s_2923	AP4B1	342	445	159	168
s_2998	BTN2A1	132	147	54	87
s_5601	Non-Targeting Control	107	138	49	66
s_975	IFNGR1	188	221	82	124
s_1785	SIM2	441	494	181	235
s_4526	ZSCAN29	858	842	331	454
s_74	ATOH1	545	673	201	283
s_2166	USF2	283	371	138	148
s_462	ETV1	876	1035	366	451
s_5989	EGFP	396	463	162	186
s_1496	PAX9	103	156	50	61
s_1265	MSX1	347	419	143	206
s_4376	ASCL4	303	350	67	123
s_5691	Non-Targeting Control	277	344	126	171
s_811	HOXA5	319	350	118	152
s_3980	ZNF696	307	420	128	174
s_3187	ZNF658	162	200	83	71
s_3384	ZBTB7A	608	645	207	325
s_5201	MED11	478	563	215	274
s_4366	DBX1	164	181	69	59
s_561	FOXO3	296	294	110	129
s_4209	ZNF628	128	193	74	86
s_2000	TCF7L2	288	388	116	165
s_1873	SPI1	237	384	129	194
s_3812	SOX17	213	466	115	221
s_2257	ZNF19	114	128	41	43
s_2661	MSC	553	591	229	281
s_220	CCR6	779	789	284	362
s_452	ESRRG	287	334	136	169
s_125	RUNX1	497	546	225	229
s_5835	Non-Targeting Control	967	986	367	510
s_2537	FOSL1	268	276	108	134
s_1278	MXI1	384	451	155	188
s_329	E2F3	70	220	42	48
s_2295	ZKSCAN1	174	203	91	95
s_3164	POU2F3	115	134	53	58
s_2469	ZNF217	97	118	46	47
s_2802	CEBPZ	375	490	133	177
s_1471	PAX2	122	179	68	78
s_2571	ZNF282	107	117	44	69
s_2133	TP73	223	282	95	127
s_4444	ZNF280A	319	404	137	212
s_1617	MAP2K1	258	280	119	144
s_4154	RAX2	364	365	164	162
s_4618	TCF23	157	165	64	75
s_2205	ZIC2	841	962	334	442
s_3456	ZNF562	155	161	55	59
s_5329	BTNL10	610	666	228	332
s_5683	Non-Targeting Control	462	478	213	230
s_619	GBX2	177	152	64	82
s_2389	ZNF143	148	165	44	60
s_4002	TET1	325	363	140	154
s_5805	Non-Targeting Control	758	747	266	355
s_408	EMX2	750	782	277	347
s_4090	ZNF394	139	177	55	76
s_1987	HNF1B	660	795	286	343
s_1885	SREBF1	257	279	120	144
s_5180	ZNF793	652	695	262	300
s_3149	ZNF324	738	774	291	383
s_4742	BHLHA15	589	589	224	249
s_576	FOSB	286	312	128	155
s_783	HNRNPK	132	184	56	90
s_418	EPAS1	633	654	279	331
s_3919	ZNF322	372	394	200	162
s_496	BPTF	599	651	264	287
s_368	EGR4	532	539	195	285
s_374	ELF2	273	329	131	153
s_4556	ZNF524	1002	1090	413	492
s_2836	IKZF1	364	569	198	241
s_5817	Non-Targeting Control	380	413	91	186
s_4623	IRX2	95	122	37	49
s_5664	Non-Targeting Control	77	70	21	47
s_2842	KLF2	72	93	39	42
s_3514	ZNF334	242	253	93	123
s_5088	ZNF81	397	407	166	201
s_47	ARNTL	309	216	118	151
s_2912	CTCF	432	491	177	192
s_2961	ARID5A	37	82	18	29
s_130	RUNX3	52	58	17	32
s_1444	YBX1	488	591	218	239
s_5535	Non-Targeting Control	367	422	158	173
s_1719	RXRA	162	135	62	86
s_5195	FOXI2	287	341	125	145
s_3074	ATF6	296	345	133	143
s_3183	ZBTB20	122	195	62	60
s_694	HIVEP2	925	1020	326	432
s_4161	ZSCAN10	41	73	29	35
s_1118	JAK3	210	209	80	77
s_313	DNMT1	652	717	279	334
s_1270	MSX2	356	353	117	162
s_3406	ZNF581	96	170	43	105
s_2763	ARNT2	445	493	183	194
s_2559	EOMES	365	410	164	179
s_4503	CTCFL	142	180	59	56
s_1624	PRKRIR	260	298	93	114
s_724	HLA-DQB2	157	161	74	75
s_4657	NKX2-3	234	245	95	139
s_455	ETS1	274	336	84	140
s_5875	Non-Targeting Control	38	48	13	19
s_3606	TBX20	55	77	37	46
s_5982	Non-Targeting Control	397	388	139	125
s_5732	Non-Targeting Control	229	233	90	97
s_167	CDX2	398	493	179	176
s_4520	MESP2	160	282	86	102
s_1407	NHLH1	255	333	113	166
s_2232	ZNF8	502	540	227	256
s_2643	SOCS3	353	340	112	172
s_4093	ARID5B	434	436	159	242
s_5933	Non-Targeting Control	99	132	47	59
s_4105	ZNF333	136	204	55	68
s_948	HES1	448	370	136	178
s_5520	Non-Targeting Control	211	333	82	121
s_722	HLA-DQB2	166	195	78	86
s_158	CDC5L	148	167	49	74
s_4552	ZNF548	201	243	95	133
s_623	NR6A1	388	445	196	192
s_1469	PAX2	271	328	103	146
s_1144	LMX1A	889	939	306	445
s_3546	MYNN	388	466	149	244
s_147	CD1C	223	360	91	115
s_3820	HIF3A	253	346	103	154
s_3557	DMAP1	355	459	175	211
s_4207	LHX4	28	37	11	18
s_1454	OTX1	417	395	175	205
s_5094	TBX10	204	313	104	158
s_2991	BTN3A2	541	603	237	284
s_463	ETV1	352	442	191	179
s_4814	ZSCAN4	405	575	197	210
s_1876	SPI1	435	603	231	248
s_1255	NR3C2	16	31	4	11
s_513	FOXD1	401	412	155	207
s_269	CTLA4	179	204	55	110
s_1661	RARG	599	701	245	297
s_1986	HNF1B	459	469	181	212
s_1925	STAT5B	196	245	109	106
s_1468	PAX1	818	911	297	428
s_201	CCR1	379	518	63	219
s_5841	Non-Targeting Control	351	421	133	210
s_719	HLA-DQB1	557	555	204	211
s_3414	ZNF44	757	807	312	356
s_1378	NFIX	341	421	144	207
s_446	ESRRB	88	101	65	58
s_777	ONECUT1	157	171	50	64
s_2152	TWIST1	427	419	179	237
s_631	GLI1	320	331	117	134
s_2911	CTCF	434	584	187	266
s_4521	MESP2	279	328	113	110
s_500	FOXG1	397	448	159	216
s_2902	LBX1	405	467	176	237
s_4333	ZIM3	159	186	69	109
s_3982	ZNF442	208	248	71	103
s_5777	Non-Targeting Control	381	477	183	227
s_5652	Non-Targeting Control	277	320	133	125
s_2170	VDR	137	155	61	60
s_2674	MED14	334	411	147	191
s_196	CENPB	249	271	123	129
s_3362	ZNF219	98	132	44	44
s_4748	GLIS3	113	147	57	81
s_4533	ZNF785	363	326	134	142
s_2091	TGFB1	177	183	62	89
s_39	PHOX2A	451	505	192	224
s_1696	RFX4	222	238	85	102
s_745	NR4A1	277	314	125	164
s_5562	Non-Targeting Control	354	372	160	176
s_2179	XBP1	93	104	44	48
s_3235	ZBTB32	467	484	215	229
s_2552	DPF3	103	154	53	71
s_413	EN2	157	217	88	93
s_3202	NKX2-8	182	227	81	89
s_234	CREB1	299	386	164	172
s_2694	HAND1	277	275	107	131
s_2246	ZNF16	57	62	23	32
s_1788	SIM2	94	224	49	57
s_2501	GPANK1	173	212	71	90
s_343	E2F6	200	231	126	97
s_3542	ZKSCAN7	366	425	151	199
s_5242	ZNF727	392	416	154	223
s_738	HLX	387	408	134	184
s_1120	JAK3	176	189	65	61
s_1792	SIX1	170	181	101	84
