sgRNA	Gene	D3_high	D3_low	D4_high	D4_low
s_172	CDX4	707	848	259	331
s_894	HOXC10	523	552	187	225
s_3574	ASCL3	622	618	213	281
s_4594	ZNF681	1099	1179	446	506
s_5659	Non-Targeting Control	567	736	241	347
s_5476	Non-Targeting Control	273	277	115	115
s_2463	ZNF213	730	861	290	360
s_1767	CCL7	1109	1173	434	487
s_3047	MTF2	1025	1078	360	511
s_5477	Non-Targeting Control	754	712	289	342
s_1259	MNT	827	971	343	398
s_3435	HES2	541	589	209	270
s_1403	NFYC	288	284	91	158
s_3287	TBX21	354	430	154	203
s_4266	CREB3L1	1202	1290	498	592
s_181	CEBPD	920	986	374	436
s_5641	Non-Targeting Control	1023	997	427	489
s_1740	SALL1	1374	1475	506	599
s_4476	NKX2-6	643	662	271	285
s_162	CDX1	179	201	98	89
s_2285	ZNF33A	281	354	117	132
s_3675	ZNF317	538	611	232	319
s_4531	ZNF785	1609	1772	644	734
s_5960	Non-Targeting Control	524	607	225	273
s_1008	IL4	1025	1217	434	510
s_4041	TIGD6	794	920	302	399
s_1627	PROP1	372	397	134	172
s_4973	ZNF660	1302	1536	496	686
s_1274	MTF1	569	696	234	317
s_4123	RHOXF2	334	387	138	175
s_5087	ZNF81	1186	1363	481	617
s_1794	SIX3	138	166	59	76
s_494	BPTF	974	1077	413	461
s_1765	CCL7	782	833	323	398
s_3481	ZNF331	1088	1271	417	551
s_782	HNRNPK	588	674	256	336
s_3601	BBX	884	949	351	424
s_4620	ZNF595	829	956	343	406
s_3664	ZBTB4	181	312	85	164
s_1012	IL4R	688	882	304	367
s_1071	FOXK2	734	788	298	360
s_164	CDX1	682	694	310	330
s_1959	TBX2	323	406	144	181
s_1119	JAK3	363	340	169	167
s_5638	Non-Targeting Control	1866	1921	751	903
s_4425	ZNF792	587	649	226	276
s_1358	NFE2L1	697	729	289	350
s_2298	ZNF37A	978	1094	422	451
s_4268	CREB3L1	171	176	74	74
s_1149	LTA	728	799	315	388
s_3686	HES4	93	107	38	48
s_2473	ZNF223	1150	1206	424	524
s_1680	REST	1213	1327	494	611
s_424	NR2F6	578	618	204	277
s_4027	PBX4	913	1011	362	448
s_3667	ZFP14	940	977	354	480
s_5931	Non-Targeting Control	729	829	340	377
s_121	RUNX2	1271	1405	593	591
s_3876	ZNF649	1135	1254	471	485
s_5221	ZNF705A	676	857	326	382
s_5719	Non-Targeting Control	445	737	251	411
s_593	GATA1	258	249	81	91
s_1793	SIX3	829	842	299	379
s_1626	PROP1	1067	1212	458	547
s_1556	POU1F1	939	959	355	421
s_5605	Non-Targeting Control	545	671	245	279
s_4336	ZNF554	949	1072	371	417
s_4296	CENPBD1	496	644	272	323
s_111	KLF5	875	983	400	408
s_5157	FEZF1	428	513	146	217
s_669	GZMA	1359	1452	539	642
s_3912	HMBOX1	739	856	303	340
s_4114	ZNF527	916	998	382	466
s_225	CCR8	1130	1226	462	565
s_18	AIF1	305	315	109	158
s_861	HOXB7	392	478	175	191
s_4591	ZNF681	669	733	270	339
s_5431	Non-Targeting Control	744	846	307	385
s_5250	ARGFX	709	752	272	352
s_4541	ZNF534	925	925	337	425
s_3870	ZFP69B	1175	1236	513	581
s_4853	FOXK1	858	870	333	416
s_3172	ZNF521	491	503	198	227
s_2785	NR2E3	915	1082	398	473
s_137	CD1A	838	981	342	433
s_1544	PLAGL1	508	581	219	269
s_5636	Non-Targeting Control	140	217	54	93
s_90	PRDM1	642	798	266	362
s_5954	Non-Targeting Control	699	911	307	367
s_5893	Non-Targeting Control	1360	1413	547	637
s_1791	SIX1	661	673	257	331
s_5208	ZBTB34	1054	1155	370	508
s_1442	YBX1	1090	1214	408	579
s_3477	ZNF444	332	425	137	156
s_3534	TRERF1	462	520	208	218
s_5293	SKOR2	382	413	174	209
s_5262	ZNF704	287	343	96	156
s_4317	ZNF101	598	639	263	286
s_3314	IL22	525	665	31	268
s_2021	TCF21	655	764	258	328
s_497	FOXG1	771	759	303	360
s_4400	ZNF816	927	1077	408	478
s_1856	SOX12	487	511	186	251
s_1993	TCF7	959	1053	380	469
s_974	IFNGR1	578	687	276	302
s_544	FOXE1	310	482	172	247
s_5237	ZNF716	1132	1266	459	547
s_327	E2F2	815	815	285	367
s_2227	ZNF7	693	722	259	315
s_2272	ZNF23	921	951	417	470
s_353	EGR1	1706	1909	689	823
s_2532	NR4A3	822	780	293	368
s_3423	BCL11A	626	618	262	324
s_788	TLX1	926	1019	359	442
s_4993	FOXD4L3	1411	1471	537	679
s_433	ESR1	673	673	270	339
s_334	E2F4	1369	1376	463	624
s_5186	ZNF805	503	576	201	262
s_568	FLI1	929	1049	388	490
s_431	ERG	1279	1307	534	649
s_5313	ZNF705D	994	1040	377	468
s_4436	KLF17	1051	1214	417	566
s_2767	MAFB	573	789	257	360
s_5112	ZNF445	784	853	314	385
s_1067	IL17A	436	603	215	367
s_2616	JRKL	1240	1230	449	570
s_5588	Non-Targeting Control	625	737	271	290
s_110	KLF5	352	393	157	154
s_2081	TFDP2	928	992	381	407
s_2557	EOMES	664	775	317	336
s_1343	NFIA	530	585	206	260
s_4089	ZNF394	1090	1298	416	488
s_454	ETS1	790	890	305	424
s_1810	SMARCB1	610	660	252	295
s_1659	RARB	1070	1152	435	545
s_4558	ZNF524	1356	1353	580	651
s_4641	ZNF483	598	712	288	303
s_1034	IL9	911	997	393	415
s_438	ESR2	1120	1152	479	529
s_3792	PRDM15	757	944	331	394
s_1835	SOX5	999	1063	396	478
s_337	E2F5	1521	1598	614	716
s_4941	ZNF780A	866	919	299	407
s_495	BPTF	742	846	279	342
s_4420	ZNF573	1640	1635	593	740
s_2936	SIX2	246	266	76	106
s_340	E2F5	954	978	368	469
s_4937	ZSCAN1	589	708	262	341
s_1174	SMAD3	96	140	39	73
s_1880	SPIB	343	428	76	218
s_2806	ZNF197	613	754	210	341
s_2496	PAX8	1134	1219	435	545
s_3167	ZNF345	649	686	276	289
s_2746	ZNF432	783	870	281	367
s_4102	ZNF528	624	665	271	305
s_4686	ZNF846	517	591	227	229
s_1954	TBP	729	819	316	359
s_1772	CCL8	1099	1040	366	508
s_1884	SPP1	637	672	229	316
s_3099	MGA	964	1161	337	465
s_4246	ZNF486	933	983	366	482
s_3766	DMRTC2	437	444	188	257
s_5034	ZNF774	1014	1126	399	477
s_3720	ZNF250	662	729	294	329
s_1384	NFKB1	1893	2083	772	985
s_4059	MXD3	1001	1070	380	487
s_553	FOXS1	820	825	291	403
s_2085	TFE3	394	374	143	206
s_1927	STAT5B	805	842	318	395
s_2955	ZNF273	1153	1209	505	576
s_4404	ZNF543	963	1066	382	477
s_200	FOXN3	1086	1223	401	546
s_265	NKX2-5	478	500	191	245
s_758	FOXA1	309	299	131	133
s_4673	ZNF320	973	1017	378	485
s_569	FOS	975	961	352	469
s_5064	NOTO	669	696	241	323
s_1288	MYBL1	645	714	282	364
s_266	NKX2-5	884	898	339	393
s_2113	NKX2-1	624	749	254	325
s_4995	SNAI3	462	548	216	239
s_4532	ZNF785	126	160	44	87
s_1205	MECP2	1074	1232	447	552
s_483	ETV6	932	953	348	459
s_1809	SMARCB1	367	453	181	180
s_5038	ZKSCAN2	914	995	333	483
s_2189	ZBTB14	1307	1515	535	642
s_4178	ZNF587	952	999	423	441
s_4454	ZNF513	749	774	319	377
s_3547	MYNN	926	1061	367	536
s_1280	MXI1	902	953	326	442
s_687	HIF1A	1351	1336	485	606
s_1399	NFYB	639	699	277	311
s_3137	ZIM2	802	823	305	367
s_1066	IL17A	882	943	325	433
s_2126	TNFAIP3	433	476	154	208
s_3499	SOX6	525	571	217	273
s_4979	ZNF789	912	920	318	435
s_4928	ZIK1	456	448	199	228
s_4427	DMBX1	824	875	360	443
s_3063	FOXJ3	1307	1431	490	680
s_4034	ZNF34	1200	1433	481	593
s_1537	PLAG1	1066	1221	403	577
s_5338	TCF24	699	772	253	328
s_4895	PTF1A	256	292	123	159
s_1246	KMT2A	713	742	304	365
s_3611	ZNF695	608	684	229	299
s_382	ELF4	460	593	225	260
s_5274	DRGX	1235	1422	510	632
s_4269	ZNF682	497	527	196	244
s_5066	NOTO	488	476	200	254
s_2529	NR4A3	1166	1168	393	527
s_4925	ZNF547	810	688	280	330
s_4331	ZIM3	488	488	184	211
s_2756	ZEB2	1139	1237	439	527
s_5324	ZSCAN30	605	581	215	262
s_106	KLF9	451	520	191	244
s_2793	NR1H3	601	639	220	289
s_5668	Non-Targeting Control	1080	1242	472	562
s_1063	IL15RA	558	631	232	307
s_1053	IL12RB2	508	714	202	345
s_1688	RFX2	1115	1283	465	609
s_796	HOXA1	782	823	290	361
s_3532	IL26	710	815	279	322
s_2083	TFDP2	381	404	171	186
s_4524	ZSCAN29	453	481	231	244
s_4731	ZNF679	918	941	416	456
s_4886	ZNF718	1090	1272	428	602
s_6	AGER	673	694	257	335
s_1350	NFATC4	329	329	52	139
s_5361	ZNF705B	800	890	331	406
s_748	NR4A1	494	519	180	238
s_4462	LIN54	367	432	158	187
s_4304	ZNF561	493	579	201	257
s_2830	ZNF267	715	742	286	335
s_385	ELF5	665	942	280	331
s_1353	NFE2	825	950	324	454
s_1651	RAD21	481	514	192	235
s_756	HMX2	402	436	186	213
s_530	FOXE3	517	542	253	253
s_4007	ZKSCAN3	392	403	178	169
s_5310	ZNF736	1338	1450	522	644
s_3122	HEY2	1351	1458	573	663
s_4270	ZNF682	1219	1290	487	582
s_4086	ZIC4	589	662	231	273
s_311	DMRT1	604	678	260	283
s_5318	CCR2	1061	1197	408	494
s_3749	ALX4	350	363	130	182
s_5952	Non-Targeting Control	786	797	340	359
s_1426	NPAS1	942	995	409	514
s_5296	FOXD4L6	641	673	269	337
s_4303	ZNF561	797	836	310	380
s_1609	PPARD	589	719	248	333
s_2577	FOXN1	893	1022	434	434
s_2007	TCF12	865	981	376	453
s_5134	ZNF749	1675	1769	672	756
s_5613	Non-Targeting Control	940	973	356	459
s_4560	ZNF784	651	623	272	308
s_3647	EBF4	269	316	114	144
s_4496	ZFP28	485	559	261	208
s_1108	IRF6	462	545	209	194
s_4272	ZNF682	1177	1138	433	504
s_5501	Non-Targeting Control	1445	1518	590	738
s_5076	ZNF860	832	956	316	481
s_2034	TEAD4	952	1039	379	506
s_3311	ZNF354C	241	325	146	138
s_4790	ZNF585A	561	716	239	358
s_4982	ZNF789	613	646	237	248
s_4048	ZNF611	407	361	176	206
s_4393	HSF5	863	904	315	410
s_3655	ZNF492	943	981	352	481
s_4073	ZNF484	1218	1340	476	578
s_2308	MZF1	367	454	140	206
s_5673	Non-Targeting Control	829	804	308	398
s_3651	HOMEZ	734	770	276	391
s_3814	NSD1	540	531	191	258
s_1726	RXRG	885	975	309	411
s_3661	ZBTB4	873	915	347	431
s_1286	MYBL1	511	646	246	299
s_1157	LTF	849	953	359	464
s_3339	ZBTB7B	877	889	327	380
s_4888	BCL6B	671	747	251	272
s_1366	NFIB	978	1080	436	491
s_2401	ZNF148	519	552	199	272
s_2264	ZNF182	701	805	269	342
s_3540	FOXJ2	965	1082	380	443
s_660	GTF2B	1402	1576	583	706
s_5583	Non-Targeting Control	528	524	240	222
s_2984	SOX30	673	775	293	330
s_5307	ZNF736	1985	2153	848	878
s_3775	DMRTA1	390	393	151	210
s_3018	KLF8	753	727	271	308
s_1755	CCL3	582	659	228	352
s_2182	XPA	733	794	300	369
s_1500	PBX1	852	823	307	384
s_5550	Non-Targeting Control	1411	1546	565	717
s_2045	TERF2	879	992	338	400
s_3441	FEV	372	382	172	180
s_305	DLX6	695	772	278	374
s_1370	NFIC	246	260	88	121
s_4447	OSR1	868	904	314	420
s_2823	ZNF443	896	1017	388	420
s_4170	ZNF382	524	588	208	285
s_5263	ZNF674	829	853	309	416
s_5167	BSX	317	387	151	161
s_1620	MAP2K1	1041	1115	403	475
s_4142	HES7	1038	1151	406	529
s_4485	HDX	537	631	218	244
s_4302	ZNF276	951	1095	376	476
s_5320	ZNF735	620	686	214	324
s_4015	ZSCAN16	913	1043	395	449
s_3868	BCL11B	773	806	294	409
s_5802	Non-Targeting Control	806	835	293	375
s_1199	MAX	751	761	322	384
s_4491	ZFP92	462	448	176	245
s_5185	ZNF805	516	496	199	235
s_2169	VDR	1392	1514	529	840
s_1133	LAG3	495	613	229	272
s_958	HSF4	555	602	221	281
s_1010	IL4R	583	635	232	274
s_5900	Non-Targeting Control	1255	1269	498	652
s_1499	PBX1	697	762	273	361
s_4013	ZSCAN16	847	787	301	379
s_5829	Non-Targeting Control	622	729	272	288
s_4576	ZNF582	1226	1370	483	574
s_833	HOXA13	605	825	230	315
s_1129	JUND	326	347	132	178
s_241	ATF6B	578	594	242	286
s_369	ELF1	646	729	264	350
s_1111	IRF7	863	855	323	425
s_3506	ZNF692	775	721	305	353
s_5752	Non-Targeting Control	651	820	278	380
s_5019	ZNF680	1324	1408	498	619
s_4750	GLIS3	911	974	338	452
s_2273	ZNF26	805	834	339	365
s_4147	KDM2B	580	648	229	272
s_4617	TCF23	236	207	135	117
s_4752	ZNF883	634	751	249	302
s_1739	SALL1	445	485	189	228
s_5258	DUXA	967	924	336	449
s_2872	ZNF211	1680	1833	648	817
s_1625	PROP1	453	480	211	230
s_501	FOXF1	902	941	398	437
s_4788	ZNF585A	1428	1708	612	698
s_4865	FERD3L	995	1058	381	500
s_2711	ONECUT2	606	692	261	270
s_1285	MYBL1	1170	1245	454	580
s_5265	ZNF674	994	1086	375	461
s_955	HSF2	1014	1126	395	485
s_997	IL2RB	559	582	222	276
s_3802	LHX5	711	839	296	338
s_4020	PDCD1LG2	955	1006	350	402
s_1283	MYB	212	280	113	108
s_2093	TGFBR1	780	831	311	339
s_5714	Non-Targeting Control	395	568	173	199
s_3653	ZNF492	106	107	55	41
s_2075	NR2F2	381	372	191	209
s_5093	TBX10	1137	1202	462	535
s_1898	SRY	738	715	252	323
s_5305	RHOXF2B	1608	1729	570	726
s_3721	DMRT3	574	702	241	270
s_1322	NEUROD1	277	320	152	176
s_1046	IL12B	342	402	162	182
s_1362	NFE2L2	1522	1586	624	761
s_3091	HIC2	389	536	174	225
s_1086	IRF1	391	384	182	210
s_5616	Non-Targeting Control	712	737	283	287
s_3397	ETV7	751	799	332	340
s_3251	ZNF777	540	690	272	291
s_3932	E2F8	660	685	242	326
s_3597	PRDM9	523	625	229	284
s_73	ATOH1	592	617	254	280
s_1117	JAK3	961	992	371	458
s_671	GZMA	224	271	103	136
s_3778	NEUROG2	1199	1346	441	583
s_1460	OTX2	700	627	232	324
s_529	FOXE3	928	1050	390	470
s_1998	TCF7L2	399	477	154	195
s_652	NR3C1	722	765	330	319
s_4038	ZNF436	1255	1329	481	620
s_3152	ZNF324	797	909	335	364
s_909	HOXD1	485	603	207	246
s_238	ATF2	610	657	234	326
s_2	ABCF1	693	718	252	295
s_927	HOXD9	568	655	244	258
s_4656	NKX2-3	454	479	184	236
s_3446	BNC2	565	625	222	297
s_2097	TGIF1	672	645	314	340
s_1735	SALL2	437	477	194	245
s_1742	SATB1	1185	1323	490	624
s_3999	ZNF430	1024	1187	401	559
s_5815	Non-Targeting Control	166	184	85	100
s_202	CCR1	801	869	350	452
s_578	FOSL2	133	235	67	105
s_5397	Non-Targeting Control	642	762	283	302
s_442	ESRRA	335	318	132	156
s_3049	ZNF652	1198	1328	501	558
s_2282	ZNF32	700	774	281	383
s_4408	ZNF441	839	905	322	418
s_2586	TEAD2	191	216	62	93
s_3358	LEF1	568	579	221	242
s_3209	LHX6	844	983	321	409
s_2261	ZNF182	1745	1813	666	800
s_4561	ZNF784	385	487	145	222
s_5935	Non-Targeting Control	1109	1288	491	541
s_1024	IL6R	575	672	252	303
s_3080	MYT1L	646	807	286	363
s_206	CCR3	708	722	268	323
s_5207	ZBTB34	904	942	338	422
s_4320	FOXQ1	548	567	227	255
s_3344	ZNF691	769	836	329	371
s_1515	PGR	919	1068	365	449
s_5352	ZNF705G	658	776	254	312
s_1367	NFIB	888	854	340	401
s_2747	ZNF432	763	842	328	421
s_3360	LEF1	608	657	268	314
s_5483	Non-Targeting Control	817	896	285	387
s_5010	ZNF260	899	922	357	428
s_2196	ZFX	414	417	165	202
s_4904	NPAS4	1002	1066	342	480
s_3143	ZKSCAN5	950	1118	424	435
s_1018	IL6	772	817	290	377
s_3914	ZNF329	716	809	299	365
s_3865	BCL11B	627	644	212	272
s_1881	SPP1	1081	1097	386	482
s_5222	ZNF705A	591	641	267	301
s_5216	LHX8	1188	1377	497	540
s_3585	ARNTL2	682	722	252	303
s_1027	IL6ST	1097	1148	422	515
s_5426	Non-Targeting Control	1018	1109	360	492
s_5280	SEBOX	777	828	297	376
s_523	FOXI1	711	658	265	328
s_3316	IL22	762	791	280	352
s_1169	SMAD1	930	1017	385	430
s_144	CD1B	447	492	211	250
s_4646	ZNF782	943	997	406	449
s_2733	SOX13	1355	1346	526	606
s_2292	ZNF35	1301	1547	559	683
s_4247	ZNF486	1118	1071	420	471
s_730	HLA-DRB1	880	896	347	389
s_4004	TET1	1011	1098	475	519
s_4017	PDCD1LG2	959	1015	327	491
s_2731	CLOCK	999	1131	397	440
s_5833	Non-Targeting Control	999	1114	403	482
s_5949	Non-Targeting Control	703	741	245	299
s_1346	NFATC3	1574	1569	530	725
s_2210	ZIC3	295	384	128	169
s_1940	TAL1	1174	1273	420	552
s_696	HIVEP2	595	632	235	307
s_1670	RELA	648	673	253	325
s_325	E2F2	552	632	203	258
s_4730	OLIG3	1264	1295	506	576
s_5109	ZNF429	1162	1233	490	529
s_423	NR2F6	337	325	147	175
s_3892	IRX6	1318	1363	509	568
s_564	FOXO3	592	617	257	275
s_891	HOXC9	469	526	172	309
s_3696	NEUROD4	1096	1120	420	553
s_870	HOXB9	846	999	371	506
s_804	HOXA3	1122	1253	396	555
s_1598	POU5F1B	998	1055	372	466
s_2391	ZNF143	1011	1036	410	429
s_2015	ZNF354A	651	639	270	300
s_1306	MYF5	321	439	139	196
s_5269	SCX	284	261	111	133
s_3196	PTPN22	659	754	245	314
s_3838	EBF2	406	452	141	194
s_3740	ZNF350	1284	1381	488	620
s_5412	Non-Targeting Control	1424	1557	586	741
s_80	BACH1	392	413	141	189
s_3640	AHRR	745	813	327	329
s_4667	ZNF610	493	609	220	249
s_682	HIC1	1228	1317	501	602
s_5508	Non-Targeting Control	842	976	319	415
s_1702	RORA	532	553	216	276
s_5751	Non-Targeting Control	384	393	146	176
s_3587	ARNTL2	920	1022	476	454
s_4260	IL33	532	574	237	298
s_5492	Non-Targeting Control	624	712	280	328
s_3386	ZNF117	739	898	319	363
s_480	ETV5	309	375	125	137
s_4590	ZNF714	743	801	269	341
s_2377	ZNF136	216	213	92	131
s_3043	ATF5	559	578	202	279
s_1364	NFE2L2	1186	1424	492	589
s_5220	ZNF705A	1285	1350	469	642
s_2933	SIX2	910	974	349	388
s_2636	PHOX2B	347	294	165	161
s_3252	ZNF777	712	849	272	340
s_4745	ZNF596	1090	1188	426	535
s_4621	ZNF595	1180	1379	524	653
s_4208	LHX4	652	668	234	290
s_5681	Non-Targeting Control	405	477	186	211
s_2464	ZNF213	546	645	255	298
s_1357	NFE2L1	407	412	161	215
s_598	GATA2	552	540	225	246
s_4697	ZNF433	951	1134	447	535
s_2544	HMGA2	1038	1149	413	529
s_284	DDIT3	874	887	359	402
s_5414	Non-Targeting Control	1378	1570	514	634
s_3266	ZBTB44	935	1022	370	466
s_1822	SOX2	812	978	358	425
s_893	HOXC10	740	768	265	330
s_5211	YY2	766	910	316	379
s_3372	KLF3	70	77	23	46
s_4306	ZNF561	421	559	358	318
s_3473	ELP2	824	828	311	389
s_5585	Non-Targeting Control	1212	1198	425	589
s_2347	ZNF90	758	848	340	364
s_487	MECOM	691	768	288	342
s_1116	ISL1	863	938	303	386
s_1044	IL12A	988	1049	408	540
s_5722	Non-Targeting Control	1094	1326	572	569
s_4751	ZNF883	912	996	396	436
s_1655	RARA	407	457	147	190
s_2180	XBP1	1178	1197	487	615
s_5092	TBX10	715	889	307	351
s_1154	LTB	792	793	296	324
s_2994	BTN3A1	453	467	154	221
s_4665	ZNF519	666	737	266	342
s_4653	HSFY2	572	654	211	260
s_3331	FOXP3	932	1010	349	425
s_2947	ZNF266	761	819	307	386
s_4577	ZNF582	1292	1431	519	614
s_3801	LHX5	371	389	141	181
s_3673	ZNF317	1037	1079	423	472
s_1229	MEOX1	856	968	367	426
s_4557	ZNF524	571	592	236	291
s_3334	TBX22	619	618	251	254
s_1973	TCF4	660	679	245	276
s_3805	ZSCAN31	714	850	288	360
s_4052	ZNF93	1182	1277	466	539
s_2921	AP4B1	201	218	103	109
s_2283	ZNF32	1404	1459	519	674
s_4789	ZNF585A	947	1100	380	524
s_4971	ZNF660	784	883	312	370
s_3709	ZNF77	816	927	316	409
s_273	CUX1	992	1114	383	471
s_876	HOXC4	1084	1129	420	530
s_1345	NFATC3	1331	1464	520	624
s_3965	ZNF613	688	767	281	333
s_210	CCR4	1103	1184	537	565
s_2966	BTNL3	594	735	263	352
s_4392	HSF5	1348	1476	556	704
s_4446	ZNF280A	521	511	196	235
s_3421	BCL11A	1218	1252	483	528
s_5044	ZNF677	436	485	169	237
s_4726	TIGD2	1658	1716	709	838
s_3142	ZKSCAN5	771	909	293	396
s_5166	NKX1-2	756	823	245	368
s_2345	ZNF90	785	887	315	413
s_4905	NPAS4	691	734	263	310
s_4120	NKX6-2	440	490	170	216
s_2976	ATF7	596	605	282	287
s_425	ERF	366	359	150	179
s_2056	TFAP2B	750	974	258	374
s_5569	Non-Targeting Control	677	760	322	364
s_1354	NFE2	850	857	328	399
s_5433	Non-Targeting Control	1102	1218	468	516
s_335	E2F4	994	1123	370	423
s_4901	NCR3	454	414	178	170
s_2348	ZNF90	1208	1401	562	561
s_3702	CREBZF	821	854	334	380
s_4279	ISX	980	1015	350	442
s_1124	JUN	1343	1544	552	734
s_2090	TGFB1	431	485	212	214
s_46	ARNTL	427	467	175	201
s_1818	SOX1	539	540	224	302
s_4502	GATA5	504	525	189	253
s_2832	ZNF267	1087	1200	459	499
s_3431	CCHCR1	1300	1351	486	660
s_2944	ZBTB6	1274	1506	478	612
s_4104	ZNF528	655	642	244	360
s_4611	IL23R	1588	1656	603	785
s_3847	CREB3L2	771	837	350	371
s_4555	ZNF524	781	817	318	359
s_288	DLX1	793	856	258	394
s_5302	FOXD4L5	678	686	271	295
s_3859	DCLRE1B	560	619	237	318
s_2030	TEAD1	1291	1383	501	573
s_3403	CXXC5	613	664	230	316
s_940	HOXD12	577	644	242	290
s_5281	SEBOX	485	657	180	253
s_1368	NFIB	1008	1106	422	495
s_5574	Non-Targeting Control	525	517	206	225
s_5892	Non-Targeting Control	868	1072	401	465
s_3295	RAX	752	782	283	332
s_3210	LHX6	530	548	126	251
s_3032	TFEC	1155	1293	460	581
s_2669	ZBTB22	1300	1482	557	630
s_5342	ZNF737	1241	1256	486	574
s_5761	Non-Targeting Control	615	668	245	299
s_2319	ZNF74	390	453	162	192
s_1375	NFIL3	654	752	244	308
s_3530	IL26	842	866	325	388
s_641	GLI4	691	767	267	335
s_2839	HMG20B	1395	1478	563	677
s_546	FOXM1	1782	1836	687	864
s_17	AIF1	830	886	281	393
s_4509	ZNF664	677	778	281	360
s_3819	HIF3A	1036	1194	428	506
s_4047	ZNF611	1317	1391	554	706
s_319	ARID3A	990	1068	384	462
s_4472	KLF14	491	520	213	236
s_1683	RFX1	954	977	268	408
s_5594	Non-Targeting Control	820	842	318	365
s_3929	E2F8	1130	1235	458	557
s_5506	Non-Targeting Control	752	810	324	409
s_2278	ZNF28	315	304	142	171
s_5881	Non-Targeting Control	828	895	269	417
s_1781	SIM1	550	594	208	249
s_4221	ZNF616	1177	1184	466	583
s_5279	SEBOX	561	662	234	313
s_772	HNF4A	458	580	179	228
s_4743	ZNF596	1259	1331	503	626
s_1844	SOX10	474	489	193	201
s_98	BNC1	528	508	214	240
s_4513	E2F7	1108	1254	464	551
s_4234	MED30	825	862	312	365
s_1238	MICB	593	615	234	288
s_1965	TBX6	417	450	167	202
s_577	FOSL2	687	786	284	324
s_3278	TFCP2L1	969	1143	408	462
s_3241	TAF5L	496	392	131	174
s_4182	ZNF566	1213	1370	515	534
s_3332	FOXP3	960	1022	375	469
s_5133	ZNF749	428	552	162	261
s_1016	IL5	984	1176	354	519
s_279	DBP	268	313	108	146
s_4235	MED30	885	982	299	465
s_1585	POU4F2	581	608	236	291
s_810	HOXA5	975	1000	328	434
s_1324	NEUROD1	761	771	289	343
s_5154	LIN28B	720	815	356	351
s_227	CCR8	732	747	267	373
s_3831	GZF1	659	722	252	314
s_988	IL1R1	1355	1340	486	645
s_4725	TIGD2	848	919	368	427
s_4917	ZNF740	1137	1230	464	552
s_2514	TFEB	364	422	144	200
s_5162	MAFA	521	502	230	249
s_3656	ZNF492	1373	1516	558	697
s_3882	ZSCAN5A	239	485	128	179
s_1679	REST	1047	1113	419	535
s_5102	ZNF713	1593	1700	676	767
s_4946	ZNF283	1072	1121	432	529
s_1754	CCL3	479	569	197	254
s_3920	ZNF322	1108	1261	383	556
s_1523	PITX1	740	831	313	357
s_1292	MYBL2	531	612	237	279
s_3335	TBX22	967	971	339	447
s_1487	PAX6	638	759	248	280
s_4746	ZNF596	539	562	230	240
s_2402	ZNF148	1167	1301	464	534
s_2110	KLF10	1283	1401	520	620
s_2929	TCFL5	1025	1165	398	535
s_3163	POU2F3	342	421	128	164
s_5899	Non-Targeting Control	1079	1155	404	481
s_5874	Non-Targeting Control	404	382	161	194
s_592	GABPA	673	823	323	350
s_1036	IL9	828	919	345	395
s_4544	ZNF418	1284	1338	512	626
s_5073	EVX2	683	677	312	331
s_191	CEBPG	765	888	316	391
s_1429	NPAS2	836	909	300	454
s_283	DDIT3	847	893	348	413
s_3523	ZNF701	804	894	328	398
s_2970	IL24	876	954	393	395
s_219	CCR6	1526	1484	587	737
s_612	GATA6	488	472	193	222
s_4187	ZIC5	742	812	307	383
s_2324	ZNF75D	816	888	321	428
s_4843	ZBTB12	607	742	294	317
s_3684	RBAK	927	977	367	449
s_2151	TWIST1	631	663	251	256
s_2811	TOPORS	901	823	296	398
s_3824	IKZF4	882	910	398	459
s_1093	IRF3	984	1063	383	493
s_2046	TERF2	278	285	114	129
s_5978	Non-Targeting Control	648	669	260	318
s_5096	ZNF530	842	955	323	384
s_4715	ZNF540	739	829	314	416
s_2005	TCF12	881	874	330	409
s_2776	NR1I3	1082	1185	434	572
s_1482	PAX5	528	559	219	281
s_3220	HBP1	512	606	205	259
s_1522	PITX1	745	766	276	353
s_5334	ZNF730	1336	1457	489	654
s_189	CEBPG	1347	1409	488	604
s_2520	MAFK	1106	1234	430	524
s_4449	OSR1	535	599	219	258
s_3741	TGIF2	749	798	275	331
s_4484	HDX	1071	1126	475	557
s_5354	ZNF705G	1071	1165	373	523
s_456	ETS1	579	611	207	281
s_1968	TBX6	725	819	317	355
s_1718	RXRA	1491	1672	665	780
s_4455	ZFP42	676	665	244	305
s_2750	ST18	1118	1349	497	606
s_5863	Non-Targeting Control	1202	1346	437	580
s_5853	Non-Targeting Control	497	534	201	246
s_3783	NEUROD6	253	353	106	138
s_4674	ZNF320	680	742	179	334
s_5822	Non-Targeting Control	944	1054	391	477
s_1769	CCL8	392	401	169	182
s_1800	SKIV2L	849	957	334	443
s_5846	Non-Targeting Control	561	617	230	262
s_5857	Non-Targeting Control	827	903	335	379
s_3988	GRHL2	739	863	305	376
s_3385	ZNF117	861	986	359	442
s_2369	ZNF134	169	197	89	103
s_1614	PPARG	1520	1658	545	712
s_3536	TRERF1	841	911	339	369
s_571	FOS	615	681	248	307
s_1312	MYF6	350	477	88	153
s_4884	ZNF718	656	738	285	342
s_915	HOXD3	622	720	258	341
s_213	CCR5	1293	1392	477	667
s_5143	SP5	551	621	213	324
