sgrna	Gene	control_count	treatment_count	control_mean	treat_mean	LFC	control_var	adj_var	score	p.low	p.high	p.twosided	FDR	high_in_treatment
s_5393_r3	ZNF891	72.003	1020.6	72.003	1020.6	3.8067	4.4989e+05	713.98	35.5	1	2.5054e-276	5.0108e-276	1.2026e-271	True
s_3921_r1	ZNF768	231.72	1063.6	231.72	1063.6	2.1937	3.4605e+05	2297.7	17.355	1	8.9831e-68	1.7966e-67	2.1559e-63	True
s_5710_r2	Non-Targeting Control	41.554	347.51	41.554	347.51	3.0338	46805	412.05	15.073	1	1.2529e-51	2.5058e-51	2.0046e-47	True
s_5687_r2	Non-Targeting Control	230.03	821.84	230.03	821.84	1.8325	1.7512e+05	2281	12.391	1	1.4544e-35	2.9088e-35	1.7453e-31	True
s_3211_r2	LHX6	102.4	475.97	102.4	475.97	2.2057	69779	1015.4	11.724	1	4.8327e-32	9.6655e-32	4.6394e-28	True
s_1716_r3	RREB1	19.637	179.62	19.637	179.62	3.1296	12797	194.72	11.465	1	1.0774e-30	2.1548e-30	8.6193e-27	True
s_4603_r2	CREB3L4	277.52	869.6	277.52	869.6	1.6442	1.7528e+05	2751.9	11.287	1	7.6364e-30	1.5273e-29	5.2364e-26	True
s_616_r2	GBX1	75.687	299.75	75.687	299.75	1.9715	25102	750.52	8.1788	1	1.4381e-16	2.8761e-16	8.6283e-13	True
s_3314_r3	IL22	877.12	126.55	877.12	126.55	-2.7834	2.8168e+05	8697.6	8.0481	4.2047e-16	1	8.4094e-16	2.2425e-12	False
s_4986_r3	ZNF707	1011.3	212.28	1011.3	212.28	-2.2468	3.1923e+05	10028	7.9791	7.3718e-16	1	1.4744e-15	3.5385e-12	False
s_3921_r3	ZNF768	42.547	200.03	42.547	200.03	2.2068	12401	421.9	7.6671	1	8.9665e-15	1.7933e-14	3.9127e-11	True
s_1341_r3	NFIA	238.92	604.18	238.92	604.18	1.3348	66707	2369.1	7.5042	1	3.0898e-14	6.1796e-14	1.1565e-10	True
s_3092_r3	HIC2	255.28	632.75	255.28	632.75	1.3062	71242	2531.4	7.5024	1	3.1323e-14	6.2645e-14	1.1565e-10	True
s_956_r3	HSF2	553.11	8.1645	553.11	8.1645	-5.918	1.4848e+05	5484.7	7.3583	5.2586e-14	1	1.0517e-13	1.8029e-10	False
s_140_r3	CD1A	706.94	106.14	706.94	106.14	-2.7241	1.8048e+05	7010	7.1758	3.5952e-13	1	7.1905e-13	1.1505e-09	False
s_1949_r3	TBX1	415.65	873.61	415.65	873.61	1.0698	1.0486e+05	4121.6	7.1332	1	4.9015e-13	9.8029e-13	1.4049e-09	True
s_3492_r3	BATF3	1299.3	489.87	1299.3	489.87	-1.4054	3.276e+05	12884	7.1312	4.9756e-13	1	9.9512e-13	1.4049e-09	False
s_3691_r3	ZNF410	837.85	191.87	837.85	191.87	-2.1208	2.0865e+05	8308.2	7.0871	6.8479e-13	1	1.3696e-12	1.8261e-09	False
s_2127_r2	TNFAIP3	1783.8	2710.9	1783.8	2710.9	0.60352	4.2973e+05	17689	6.9706	1	1.5785e-12	3.157e-12	3.9878e-09	True
s_4935_r3	ZSCAN1	1512.1	661.33	1512.1	661.33	-1.1918	3.6187e+05	14994	6.9476	1.8572e-12	1	3.7145e-12	4.4574e-09	False
s_3515_r3	ZNF334	1112.8	400.06	1112.8	400.06	-1.4736	2.5397e+05	11034	6.7848	5.8115e-12	1	1.1623e-11	1.3283e-08	False
s_5349_r3	SP9	837.85	220.44	837.85	220.44	-1.9215	1.906e+05	8308.2	6.7736	6.2814e-12	1	1.2563e-11	1.3705e-08	False
s_5778_r3	Non-Targeting Control	487.65	943	487.65	943	0.94998	1.0367e+05	4835.6	6.5482	1	2.9125e-11	5.825e-11	6.0783e-08	True
s_736_r2	HLF	34.133	153.17	34.133	153.17	2.1336	7084.7	338.47	6.4702	1	5.0555e-11	1.0111e-10	1.0111e-07	True
s_1258_r2	MNT	675.25	148.23	675.25	148.23	-2.18	1.3887e+05	6695.8	6.4406	5.9503e-11	1	1.1901e-10	1.1425e-07	False
s_3984_r3	ZNF442	700.39	1232.8	700.39	1232.8	0.81487	1.4175e+05	6945.1	6.3892	1	8.3398e-11	1.668e-10	1.5397e-07	True
s_5456_r3	Non-Targeting Control	1737.9	910.35	1737.9	910.35	-0.93209	3.4241e+05	17233	6.3039	1.4515e-10	1	2.903e-10	2.4887e-07	False
s_3442_r3	FEV	1662.6	853.19	1662.6	853.19	-0.96168	3.2757e+05	16487	6.3038	1.4517e-10	1	2.9035e-10	2.4887e-07	False
s_3756_r3	PKNOX2	1207.7	522.53	1207.7	522.53	-1.2071	2.3472e+05	11975	6.261	1.9132e-10	1	3.8264e-10	3.1667e-07	False
s_2127_r3	TNFAIP3	1731.3	2547.3	1731.3	2547.3	0.55684	3.3293e+05	17168	6.2277	1	2.3663e-10	4.7327e-10	3.7861e-07	True
s_3376_r3	ZNF571	638.21	155.13	638.21	155.13	-2.0336	1.1668e+05	6328.5	6.0725	6.2962e-10	1	1.2592e-09	9.7489e-07	False
s_5251_r3	DPRX	291.28	616.42	291.28	616.42	1.0789	52858	2888.4	6.0498	1	7.2509e-10	1.4502e-09	1.0876e-06	True
s_3921_r0	ZNF768	588.35	1045.6	588.35	1045.6	0.82859	1.0456e+05	5834.1	5.9871	1	1.0682e-09	2.1364e-09	1.5538e-06	True
s_956_r1	HSF2	1429.8	728.24	1429.8	728.24	-0.97238	2.4611e+05	14178	5.8921	1.9067e-09	1	3.8134e-09	2.6499e-06	False
s_1760_r2	CCL4	299.78	620.91	299.78	620.91	1.048	51562	2972.6	5.8899	1	1.9322e-09	3.8645e-09	2.6499e-06	True
s_3269_r3	CD274	2111	1265.5	2111	1265.5	-0.73775	3.5742e+05	20933	5.8438	2.5517e-09	1	5.1034e-09	3.4022e-06	False
s_3175_r3	HINFP	553.11	983.83	553.11	983.83	0.82969	92758	5484.7	5.8159	1	3.016e-09	6.032e-09	3.9127e-06	True
s_3598_r3	PRDM9	284.74	587.85	284.74	587.85	1.0432	45937	2823.5	5.7044	1	5.8393e-09	1.1679e-08	7.3759e-06	True
s_932_r3	HOXD10	844.39	1359.4	844.39	1359.4	0.68633	1.3261e+05	8373.1	5.6281	1	9.1079e-09	1.8216e-08	1.121e-05	True
s_1581_r3	POU4F1	929.49	404.14	929.49	404.14	-1.1996	1.3799e+05	9216.9	5.4721	2.2239e-08	1	4.4479e-08	2.6687e-05	False
s_503_r3	FOXF1	304.37	604.18	304.37	604.18	0.98677	44940	3018.2	5.4571	1	2.4204e-08	4.8408e-08	2.8336e-05	True
s_201_r3	CCR1	716.75	257.18	716.75	257.18	-1.4751	1.056e+05	7107.4	5.4513	2.5005e-08	1	5.0011e-08	2.8578e-05	False
s_3121_r2	HEY2	1283.7	673.61	1283.7	673.61	-0.92932	1.8611e+05	12729	5.4075	3.1952e-08	1	6.3904e-08	3.561e-05	False
s_2125_r2	TNFAIP3	489.74	866.31	489.74	866.31	0.82158	70901	4856.3	5.4037	1	3.2643e-08	6.5285e-08	3.561e-05	True
s_759_r3	FOXA1	814.94	334.75	814.94	334.75	-1.2811	1.1529e+05	8081	5.3418	4.6026e-08	1	9.2052e-08	4.9095e-05	False
s_5888_r3	Non-Targeting Control	706.94	261.27	706.94	261.27	-1.4326	99311	7010	5.323	5.1043e-08	1	1.0209e-07	5.3263e-05	False
s_1510_r2	PDCD1	491.22	128.46	491.22	128.46	-1.9268	65797	4871	5.1977	1.0089e-07	1	2.0178e-07	0.00010304	False
s_5692_r2	Non-Targeting Control	655.95	1072.2	655.95	1072.2	0.70802	86621	6504.5	5.1608	1	1.2292e-07	2.4584e-07	0.00012292	True
s_5454_r3	Non-Targeting Control	1250.2	677.66	1250.2	677.66	-0.88259	1.6392e+05	12397	5.1424	1.3563e-07	1	2.7126e-07	0.00013224	False
s_2125_r3	TNFAIP3	612.02	1012.4	612.02	1012.4	0.7252	80152	6068.9	5.1395	1	1.3775e-07	2.755e-07	0.00013224	True
s_3996_r3	ZNF614	376.38	685.82	376.38	685.82	0.86393	47878	3732.2	5.0652	1	2.0394e-07	4.0789e-07	0.00019195	True
s_5204_r3	ZNF880	854.21	391.9	854.21	391.9	-1.1221	1.0687e+05	8470.4	5.0233	2.5401e-07	1	5.0802e-07	0.00023447	False
s_1936_r3	T	441.83	110.22	441.83	110.22	-1.9933	54984	4381.3	5.0099	2.7222e-07	1	5.4445e-07	0.00024654	False
s_1588_r2	POU4F2	1233.3	683.49	1233.3	683.49	-0.85053	1.5112e+05	12229	4.9714	3.3237e-07	1	6.6474e-07	0.00029544	False
s_4148_r3	KDM2B	576.02	951.17	576.02	951.17	0.72259	70368	5711.9	4.9638	1	3.4566e-07	6.9133e-07	0.00030167	True
s_1759_r3	CCL4	922.94	453.13	922.94	453.13	-1.0247	1.1036e+05	9152	4.911	4.5316e-07	1	9.0632e-07	0.00038842	False
s_499_r3	FOXG1	886.94	1347.1	886.94	1347.1	0.60244	1.059e+05	8795	4.9072	1	4.6188e-07	9.2375e-07	0.00038895	True
s_4959_r2	ZNF619	1604.3	991.48	1604.3	991.48	-0.69371	1.8776e+05	15908	4.8585	5.913e-07	1	1.1826e-06	0.00048935	False
s_1303_r3	MYCN	464.74	791.96	464.74	791.96	0.76771	53535	4608.4	4.8201	1	7.1738e-07	1.4348e-06	0.00058363	True
s_1976_r3	TCF4	281.46	534.78	281.46	534.78	0.92356	32084	2791	4.7948	1	8.1401e-07	1.628e-06	0.0006435	True
s_1880_r3	SPIB	713.48	310.25	713.48	310.25	-1.1988	81297	7074.9	4.7939	8.1779e-07	1	1.6356e-06	0.0006435	False
s_3663_r2	ZBTB4	655.95	270.1	655.95	270.1	-1.277	74441	6504.5	4.7842	8.5815e-07	1	1.7163e-06	0.00066438	False
s_3062_r3	FOXJ3	886.94	440.88	886.94	440.88	-1.0068	99483	8795	4.7563	9.8567e-07	1	1.9713e-06	0.00075098	False
s_5544_r2	Non-Targeting Control	555.04	907.48	555.04	907.48	0.70827	62108	5503.8	4.7507	1	1.0136e-06	2.0271e-06	0.00075264	True
s_150_r3	CD1D	1194.6	677.66	1194.6	677.66	-0.81697	1.3361e+05	11846	4.7496	1.0192e-06	1	2.0384e-06	0.00075264	False
s_4496_r3	ZFP28	680.75	1065.5	680.75	1065.5	0.64553	74005	6750.4	4.6825	1	1.4168e-06	2.8336e-06	0.0010304	True
s_4565_r2	ZNF563	832.56	410.1	832.56	410.1	-1.0198	89237	8255.7	4.6495	1.6633e-06	1	3.3266e-06	0.0011916	False
s_4049_r3	ZNF93	1381.1	1922.7	1381.1	1922.7	0.47701	1.4667e+05	13695	4.628	1	1.8459e-06	3.6918e-06	0.001303	True
s_499_r1	FOXG1	435.89	739.55	435.89	739.55	0.76134	46106	4322.3	4.6189	1	1.929e-06	3.858e-06	0.0013339	True
s_5511_r2	Non-Targeting Control	900.82	464.45	900.82	464.45	-0.95423	95213	8932.6	4.6171	1.9453e-06	1	3.8905e-06	0.0013339	False
s_2301_r3	ZNF41	438.56	134.71	438.56	134.71	-1.6955	46161	4348.8	4.6075	2.0372e-06	1	4.0745e-06	0.0013773	False
s_244_r3	ATF6B	729.84	338.83	729.84	338.83	-1.1048	76447	7237.2	4.5963	2.1501e-06	1	4.3001e-06	0.0014275	False
s_2924_r3	AP4B1	1080	1555.3	1080	1555.3	0.52574	1.1296e+05	10710	4.5929	1	2.1862e-06	4.3723e-06	0.0014275	True
s_4365_r3	DBX1	353.47	81.645	353.47	81.645	-2.1006	36944	3505	4.5915	2.2007e-06	1	4.4015e-06	0.0014275	False
s_5547_r3	Non-Targeting Control	579.29	232.69	579.29	232.69	-1.3122	60067	5744.3	4.5731	2.4022e-06	1	4.8045e-06	0.0015374	False
s_3594_r2	ATXN7L3	356.17	627.5	356.17	627.5	0.81528	36808	3531.8	4.5654	1	2.4921e-06	4.9842e-06	0.001574	True
s_714_r3	HLA-DPB1	634.93	996.07	634.93	996.07	0.64883	65211	6296	4.5514	1	2.6647e-06	5.3295e-06	0.0016611	True
s_3908_r3	BHLHE41	409.11	122.47	409.11	122.47	-1.7319	41081	4056.7	4.5004	3.392e-06	1	6.7841e-06	0.0020874	False
s_737_r3	HLX	238.92	457.21	238.92	457.21	0.93348	23827	2369.1	4.4849	1	3.6475e-06	7.2951e-06	0.0022162	True
s_4744_r3	ZNF596	412.38	130.63	412.38	130.63	-1.6509	39690	4089.2	4.406	5.2658e-06	0.99999	1.0532e-05	0.0031595	False
s_556_r3	FOXS1	464.74	167.37	464.74	167.37	-1.4679	44215	4608.4	4.3805	5.9207e-06	0.99999	1.1841e-05	0.0035086	False
s_1601_r2	POU6F1	799.91	410.1	799.91	410.1	-0.96216	75977	7931.9	4.3769	6.0191e-06	0.99999	1.2038e-05	0.0035234	False
s_3510_r3	ZNF416	1279.7	787.88	1279.7	787.88	-0.69904	1.2094e+05	12689	4.3659	6.3303e-06	0.99999	1.2661e-05	0.0036609	False
s_1277_r3	MXI1	461.47	755.22	461.47	755.22	0.70944	43144	4576	4.3424	0.99999	7.0457e-06	1.4091e-05	0.0040261	True
s_184_r3	CEBPD	903.31	493.95	903.31	493.95	-0.86952	83784	8957.2	4.3252	7.6186e-06	0.99999	1.5237e-05	0.0043023	False
s_315_r3	DNMT1	1148.8	693.99	1148.8	693.99	-0.72629	1.0341e+05	11391	4.2611	1.0172e-05	0.99999	2.0345e-05	0.0056776	False
s_3791_r3	PRDM15	638.21	975.66	638.21	975.66	0.61158	56939	6328.5	4.242	0.99999	1.1078e-05	2.2156e-05	0.006112	True
s_3900_r3	IRX1	968.76	1379.8	968.76	1379.8	0.50981	84478	9606.3	4.1938	0.99999	1.3715e-05	2.743e-05	0.0074512	True
s_1235_r3	MEOX2	641.48	975.66	641.48	975.66	0.60421	55839	6360.9	4.1901	0.99999	1.3941e-05	2.7882e-05	0.0074512	True
s_3040_r2	IKZF2	629.24	960.18	629.24	960.18	0.60891	54762	6239.6	4.1896	0.99999	1.3971e-05	2.7942e-05	0.0074512	True
s_2638_r2	MBD2	215.19	408.45	215.19	408.45	0.92139	18675	2133.8	4.1837	0.99999	1.4339e-05	2.8677e-05	0.0075632	True
s_5097_r3	ZNF530	258.55	469.46	258.55	469.46	0.85803	22241	2563.8	4.1653	0.99998	1.555e-05	3.1099e-05	0.0081128	True
s_4306_r3	ZNF561	1040.8	1461.5	1040.8	1461.5	0.48936	88488	10320	4.1411	0.99998	1.7285e-05	3.4569e-05	0.0089211	True
s_3812_r2	SOX17	691.57	350.8	691.57	350.8	-0.97719	58061	6857.7	4.115	1.9359e-05	0.99998	3.8719e-05	0.0098856	False
s_5140_r2	HES5	891.92	1278	891.92	1278	0.51847	74548	8844.3	4.1058	0.99998	2.0144e-05	4.0287e-05	0.010178	True
s_2485_r3	ZNF232	792.03	428.64	792.03	428.64	-0.88425	66026	7853.8	4.1005	2.0615e-05	0.99998	4.1231e-05	0.010308	False
s_2399_r3	ZNF146	1384.4	910.35	1384.4	910.35	-0.60425	1.1237e+05	13728	4.0461	2.6037e-05	0.99997	5.2074e-05	0.012884	False
s_663_r2	GTF2I	572.85	876.19	572.85	876.19	0.61222	46008	5680.4	4.0248	0.99997	2.8513e-05	5.7027e-05	0.013912	True
s_5843_r3	Non-Targeting Control	252.01	453.13	252.01	453.13	0.84392	20225	2498.9	4.0233	0.99997	2.8694e-05	5.7388e-05	0.013912	True
s_3327_r3	C6orf48	860.76	489.87	860.76	489.87	-0.81194	68778	8535.3	4.0145	2.9787e-05	0.99997	5.9573e-05	0.014298	False
s_1690_r2	RFX3	798.42	443.04	798.42	443.04	-0.84829	63151	7917.2	3.9941	3.2472e-05	0.99997	6.4944e-05	0.015432	False
s_2127_r0	TNFAIP3	1295.7	1747.6	1295.7	1747.6	0.43142	1.0214e+05	12848	3.9874	0.99997	3.3396e-05	6.6792e-05	0.015716	True
s_1007_r3	IL4	749.48	408.23	749.48	408.23	-0.87492	58228	7431.9	3.9585	3.7713e-05	0.99996	7.5426e-05	0.017503	False
s_1949_r2	TBX1	333.91	561.62	333.91	561.62	0.74837	25924	3311.1	3.9572	0.99996	3.7923e-05	7.5846e-05	0.017503	True
s_3919_r3	ZNF322	530.2	816.45	530.2	816.45	0.62188	40970	5257.5	3.9478	0.99996	3.9431e-05	7.8861e-05	0.017893	True
s_866_r3	HOXB8	625.11	314.33	625.11	314.33	-0.98954	48292	6198.7	3.9473	3.9515e-05	0.99996	7.9029e-05	0.017893	False
s_296_r3	DLX3	824.76	469.46	824.76	469.46	-0.81164	63118	8178.3	3.9288	4.2688e-05	0.99996	8.5375e-05	0.01915	False
s_2673_r3	MED14	510.56	232.69	510.56	232.69	-1.1303	38607	5062.8	3.9053	4.7054e-05	0.99995	9.4108e-05	0.020913	False
s_4228_r2	ZNF766	1420.2	1882.5	1420.2	1882.5	0.40625	1.0683e+05	14083	3.8951	0.99995	4.9079e-05	9.8157e-05	0.021613	True
s_5607_r3	Non-Targeting Control	49.093	134.71	49.093	134.71	1.4379	3665.6	486.81	3.8807	0.99995	5.277e-05	0.00010554	0.023027	True
s_1601_r3	POU6F1	854.21	498.04	854.21	498.04	-0.77714	63431	8470.4	3.87	5.4414e-05	0.99995	0.00010883	0.023531	False
s_3882_r2	ZSCAN5A	719.77	393.63	719.77	393.63	-0.86905	53185	7137.3	3.8605	5.6581e-05	0.99994	0.00011316	0.024249	False
s_3116_r2	OTP	464.51	724.67	464.51	724.67	0.64049	33841	4606.1	3.8333	0.99994	6.323e-05	0.00012646	0.026625	True
s_1643_r3	PTPRC	1017.9	632.75	1017.9	632.75	-0.68496	74153	10093	3.8332	6.3235e-05	0.99994	0.00012647	0.026625	False
s_534_r3	FOXJ1	186.55	351.08	186.55	351.08	0.90859	13534	1849.9	3.8252	0.99993	6.5329e-05	0.00013066	0.027268	True
s_5245_r2	FOXB2	577.3	288.22	577.3	288.22	-0.99965	41783	5724.5	3.8207	6.6527e-05	0.99993	0.00013305	0.027528	False
s_848_r3	HOXB3	860.76	1212.4	860.76	1212.4	0.49374	61838	8535.3	3.8065	0.99993	7.0462e-05	0.00014092	0.028907	True
s_1587_r3	POU4F2	762.57	432.72	762.57	432.72	-0.816	54402	7561.7	3.7932	7.4348e-05	0.99993	0.0001487	0.030243	False
s_3587_r3	ARNTL2	1485.9	1943.2	1485.9	1943.2	0.38687	1.0456e+05	14734	3.7673	0.99992	8.2517e-05	0.00016503	0.033284	True
s_1890_r3	SREBF2	1335.3	902.18	1335.3	902.18	-0.56518	93805	13241	3.7641	8.356e-05	0.99992	0.00016712	0.033424	False
s_293_r3	DLX3	261.83	453.13	261.83	453.13	0.78899	18299	2596.3	3.7545	0.99991	8.6861e-05	0.00017372	0.034457	True
s_5889_r2	Non-Targeting Control	164.73	316.22	164.73	316.22	0.93664	11474	1633.5	3.7482	0.99991	8.9062e-05	0.00017812	0.035041	True
s_5403_r2	Non-Targeting Control	577.3	294.81	577.3	294.81	-0.96716	39901	5724.5	3.7337	9.4357e-05	0.99991	0.00018871	0.036822	False
s_3525_r2	ZNF415	415.54	176.23	415.54	176.23	-1.2329	28635	4120.5	3.7281	9.6463e-05	0.9999	0.00019293	0.03734	False
s_4130_r3	ZNF594	3.2728	24.494	3.2728	24.494	2.5769	225.16	32.454	3.725	0.99986	0.00013616	0.00027232	0.048773	True
s_1341_r1	NFIA	965.39	1329.4	965.39	1329.4	0.46124	66270	9572.8	3.7209	0.9999	9.924e-05	0.00019848	0.037797	True
s_2146_r2	TRPS1	476.38	220.69	476.38	220.69	-1.1066	32688	4723.8	3.7202	9.9539e-05	0.9999	0.00019908	0.037797	False
s_2146_r3	TRPS1	464.74	212.28	464.74	212.28	-1.1268	31870	4608.4	3.719	0.0001	0.9999	0.00020001	0.037797	False
s_2522_r3	MTERF1	595.66	310.25	595.66	310.25	-0.93882	40728	5906.6	3.7136	0.00010217	0.9999	0.00020433	0.038268	False
s_329_r2	E2F3	326.49	115.29	326.49	115.29	-1.4938	22304	3237.5	3.7119	0.00010284	0.9999	0.00020569	0.038268	False
s_3669_r3	ZBTB26	1711.7	1228.8	1711.7	1228.8	-0.47789	1.1661e+05	16973	3.7069	0.00010492	0.9999	0.00020984	0.03874	False
s_1886_r3	SREBF1	490.93	747.05	490.93	747.05	0.6047	32801	4868.1	3.671	0.99988	0.00012082	0.00024165	0.044271	True
s_2975_r3	ATF7	199.64	36.74	199.64	36.74	-2.4105	13269	1979.7	3.6687	0.00012187	0.99988	0.00024374	0.044316	False
s_2553_r2	DPF1	207.77	373.86	207.77	373.86	0.84446	13794	2060.2	3.6593	0.99987	0.00012647	0.00025293	0.045642	True
s_5080_r0	ZNF879	977.66	619.64	977.66	619.64	-0.65705	64089	9694.6	3.6362	0.00013837	0.99986	0.00027674	0.049197	False
s_3359_r2	LEF1	512	253.63	512	253.63	-1.0105	33377	5077	3.626	0.0001439	0.99986	0.0002878	0.050789	False
s_5997_r3	EGFP	814.94	489.87	814.94	489.87	-0.73311	52834	8081	3.6161	0.00014954	0.99985	0.00029907	0.052205	False
s_4314_r2	FOXP2	942.38	592.91	942.38	592.91	-0.66759	61064	9344.7	3.6151	0.00015009	0.99985	0.00030018	0.052205	False
s_1350_r3	NFATC4	454.93	212.28	454.93	212.28	-1.0961	29439	4511.1	3.6127	0.00015149	0.99985	0.00030298	0.052313	False
s_976_r3	IFNGR1	150.55	289.84	150.55	289.84	0.94043	9700.9	1492.9	3.605	0.99984	0.00015607	0.00031213	0.053509	True
s_746_r3	NR4A1	939.31	591.93	939.31	591.93	-0.66527	60336	9314.2	3.5994	0.00015948	0.99984	0.00031896	0.054291	False
s_5897_r2	Non-Targeting Control	1024	662.08	1024	662.08	-0.62837	65493	10154	3.5916	0.00016431	0.99984	0.00032862	0.055193	False
s_5385_r3	MICA	441.83	204.11	441.83	204.11	-1.1103	28256	4381.3	3.5914	0.00016443	0.99984	0.00032886	0.055193	False
s_5597_r3	Non-Targeting Control	265.1	81.645	265.1	81.645	-1.687	16828	2628.8	3.5783	0.00017292	0.99983	0.00034584	0.05764	False
s_5580_r2	Non-Targeting Control	1350.5	937.13	1350.5	937.13	-0.5267	85437	13392	3.5721	0.00017708	0.99982	0.00035416	0.058369	False
s_2169_r3	VDR	2749.2	2159.5	2749.2	2159.5	-0.34815	1.7386e+05	27261	3.5714	0.00017754	0.99982	0.00035508	0.058369	False
s_1704_r3	RORA	425.47	657.25	425.47	657.25	0.62618	26860	4219	3.5683	0.99982	0.00017965	0.00035929	0.058532	True
s_3352_r2	YBX2	126.15	6.5879	126.15	6.5879	-4.0666	7147	1250.9	3.5661	0.00018115	0.99982	0.00036229	0.058532	False
s_759_r2	FOXA1	454.12	693.37	454.12	693.37	0.60946	28621	4503.1	3.5653	0.99982	0.00018169	0.00036339	0.058532	True
s_2158_r2	NR1H2	310.17	113.64	310.17	113.64	-1.4406	19312	3075.7	3.5437	0.00019728	0.9998	0.00039456	0.063129	False
s_4820_r0	NAIF1	1242.3	849.56	1242.3	849.56	-0.5477	77127	12319	3.5386	0.00020112	0.9998	0.00040223	0.063931	False
s_968_r3	FOXN2	769.12	1077.7	769.12	1077.7	0.48617	47617	7626.6	3.5337	0.9998	0.0002049	0.0004098	0.064705	True
s_4636_r3	NKX6-3	402.56	179.62	402.56	179.62	-1.1598	24851	3991.8	3.5286	0.00020887	0.99979	0.00041775	0.065529	False
s_4516_r3	GSC	386.2	604.18	386.2	604.18	0.64429	23758	3829.5	3.5224	0.99979	0.0002138	0.00042761	0.06664	True
s_778_r3	ONECUT1	939.31	600.09	939.31	600.09	-0.64554	57533	9314.2	3.5148	0.00022005	0.99978	0.00044009	0.067717	False
s_2518_r2	MAFK	382.89	166.34	382.89	166.34	-1.1979	23446	3796.7	3.5143	0.00022045	0.99978	0.0004409	0.067717	False
s_121_r3	RUNX2	1934.3	2420.8	1934.3	2420.8	0.32355	1.1836e+05	19180	3.5131	0.99978	0.00022149	0.00044298	0.067717	True
s_343_r3	E2F6	317.47	514.37	317.47	514.37	0.69446	19385	3148	3.5093	0.99978	0.0002246	0.00044921	0.068234	True
s_5307_r3	ZNF736	2873.6	3461.8	2873.6	3461.8	0.26858	1.7299e+05	28494	3.4846	0.99975	0.00024648	0.00049295	0.074408	True
s_4674_r3	ZNF320	1093.1	730.73	1093.1	730.73	-0.58041	65669	10840	3.4809	0.00024989	0.99975	0.00049978	0.074933	False
s_5722_r3	Non-Targeting Control	1862.3	2335.1	1862.3	2335.1	0.32625	1.1177e+05	18466	3.4793	0.99975	0.00025134	0.00050268	0.074933	True
s_5680_r3	Non-Targeting Control	854.21	534.78	854.21	534.78	-0.67465	51020	8470.4	3.4708	0.00025944	0.99974	0.00051888	0.07653	False
s_3629_r2	ZNF304	642.6	365.63	642.6	365.63	-0.81184	38356	6372	3.4697	0.0002605	0.99974	0.00052101	0.07653	False
s_3189_r3	ZNF337	1116	751.14	1116	751.14	-0.57061	66577	11067	3.4687	0.00026148	0.99974	0.00052295	0.07653	False
s_5719_r2	Non-Targeting Control	1093.8	732.9	1093.8	732.9	-0.57694	65106	10846	3.465	0.00026516	0.99973	0.00053032	0.077137	False
s_2988_r2	PRDM4	691.57	978.3	691.57	978.3	0.49979	41107	6857.7	3.4624	0.99973	0.00026764	0.00053528	0.07739	True
s_5729_r3	Non-Targeting Control	795.3	1102.2	795.3	1102.2	0.47032	47097	7886.3	3.456	0.99973	0.00027411	0.00054822	0.078786	True
s_3928_r2	LIN28A	123.18	243.75	123.18	243.75	0.97892	7269.1	1221.4	3.45	0.99972	0.00028033	0.00056066	0.079672	True
s_412_r2	EN1	267.13	444.68	267.13	444.68	0.73308	15762	2648.9	3.4498	0.99972	0.00028051	0.00056102	0.079672	True
s_5997_r2	EGFP	721.25	429.86	721.25	429.86	-0.74529	42455	7152	3.4456	0.00028488	0.99972	0.00056976	0.080437	False
s_4678_r2	ZNF550	997.29	655.49	997.29	655.49	-0.60467	58411	9889.2	3.437	0.00029406	0.99971	0.00058812	0.082244	False
s_1251_r3	FOXO4	1751	1298.2	1751	1298.2	-0.4314	1.0252e+05	17363	3.4364	0.00029471	0.99971	0.00058941	0.082244	False
s_5040_r3	ZNF284	324.01	518.45	324.01	518.45	0.67649	18903	3212.9	3.4303	0.9997	0.0003015	0.00060301	0.083109	True
s_2304_r2	ZNF41	890.44	568.21	890.44	568.21	-0.64718	51916	8829.6	3.4292	0.00030265	0.9997	0.0006053	0.083109	False
s_3153_r2	SPDEF	577.3	317.87	577.3	317.87	-0.85887	33653	5724.5	3.4289	0.000303	0.9997	0.000606	0.083109	False
s_2167_r3	USF2	144.01	273.51	144.01	273.51	0.92076	8386	1428	3.4272	0.9997	0.000305	0.00060999	0.083181	True
s_4573_r3	ZNF565	893.49	571.52	893.49	571.52	-0.64374	51832	8859.9	3.4206	0.00031242	0.99969	0.00062485	0.084725	False
s_2748_r3	ZNF432	942.58	612.34	942.58	612.34	-0.62146	54529	9346.7	3.4159	0.0003179	0.99968	0.00063579	0.085725	False
s_3210_r3	LHX6	821.48	514.37	821.48	514.37	-0.67439	47161	8145.9	3.4028	0.00033349	0.99967	0.00066697	0.089427	False
s_3269_r2	CD274	1850.6	1390	1850.6	1390	-0.41262	1.0607e+05	18351	3.4	0.00033696	0.99966	0.00067392	0.089856	False
s_2348_r3	ZNF90	1836.1	2294.2	1836.1	2294.2	0.32124	1.0496e+05	18207	3.3955	0.99966	0.00034246	0.00068491	0.090817	True
s_573_r3	FOSB	749.48	1041	749.48	1041	0.47344	42485	7431.9	3.3813	0.99964	0.00036073	0.00072146	0.094838	True
s_3522_r3	ZNF701	939.31	1265.5	939.31	1265.5	0.42965	53202	9314.2	3.3799	0.99964	0.00036255	0.0007251	0.094838	True
