sgrna	Gene	control_count	treatment_count	control_mean	treat_mean	LFC	control_var	adj_var	score	p.low	p.high	p.twosided	FDR	high_in_treatment
s_2232_r0	ZFP36	3641.7	4693.4	3641.7	4693.4	0.36594	5.5304e+05	38395	5.3673	1	3.9962e-08	7.9925e-08	8.6585e-06	True
s_1973_r0	TLR4	3321.9	2340.3	3321.9	2340.3	-0.50516	4.8182e+05	34232	5.3057	5.6129e-08	1	1.1226e-07	1.1727e-05	False
s_939_r0	IRAK2	5268.5	3970.7	5268.5	3970.7	-0.4079	8.421e+05	60924	5.2578	7.2893e-08	1	1.4579e-07	1.4704e-05	False
s_875_r0	IKZF1	2654.4	1816.8	2654.4	1816.8	-0.54675	3.5079e+05	25875	5.2071	9.5898e-08	1	1.918e-07	1.87e-05	False
s_1329_r0	NFKBIA	5050.7	3812.3	5050.7	3812.3	-0.40572	7.6677e+05	57788	5.1514	1.2924e-07	1	2.5848e-07	2.4389e-05	False
s_949_r0	IRF1	4023.1	2996.5	4023.1	2996.5	-0.42491	5.2697e+05	43484	4.9232	4.2575e-07	1	8.515e-07	7.7832e-05	False
s_285_r0	CD14	4262.5	3225.6	4262.5	3225.6	-0.40201	5.3754e+05	46741	4.796	8.095e-07	1	1.619e-06	0.0001435	False
s_1951_r0	TICAM2	5357.3	4184.9	5357.3	4184.9	-0.35626	6.8735e+05	62212	4.7008	1.296e-06	1	2.592e-06	0.00022298	False
s_750_r0	HDAC3	4679.5	3615.3	4679.5	3615.3	-0.37214	5.6623e+05	52526	4.6433	1.7147e-06	1	3.4293e-06	0.00028659	False
s_1949_r0	TICAM2	1258.5	791.15	1258.5	791.15	-0.66896	1.0919e+05	10224	4.6215	1.9044e-06	1	3.8089e-06	0.00030947	False
s_1192_r0	MAPKAPK2	3517.3	2633.6	3517.3	2633.6	-0.4173	3.9049e+05	36765	4.6089	2.0235e-06	1	4.0471e-06	0.00031994	False
s_1975_r0	TLR4	1203.3	757.96	1203.3	757.96	-0.66609	99161	9671	4.5284	2.971e-06	1	5.9421e-06	0.00045738	False
s_554_r0	DUSP1	4169	5110.9	4169	5110.9	0.29381	4.4359e+05	45463	4.4175	1	4.9915e-06	9.9829e-06	0.00074872	True
s_45_r0	AKIRIN2	2704.8	1996.6	2704.8	1996.6	-0.4378	2.508e+05	26490	4.3515	6.7618e-06	0.99999	1.3524e-05	0.00098892	False
s_1274_r0	MYCBP2	3013.4	3769.5	3013.4	3769.5	0.32288	2.8584e+05	30311	4.3429	0.99999	7.0316e-06	1.4063e-05	0.0010033	True
s_1034_r0	KIF15	913.46	562.05	913.46	562.05	-0.69966	61744	6872.3	4.239	1.1226e-05	0.99999	2.2452e-05	0.0015636	False
s_1828_r0	SLITRK4	2072.8	2614.3	2072.8	2614.3	0.33471	1.4662e+05	19013	3.9272	0.99996	4.2965e-05	8.5929e-05	0.0058452	True
s_1651_r0	RELA	3464	2723.5	3464	2723.5	-0.34686	2.7417e+05	36070	3.899	4.8297e-05	0.99995	9.6594e-05	0.0064213	False
s_2289_r0	MAF	5040.4	4112.1	5040.4	4112.1	-0.29361	4.3089e+05	57641	3.8666	5.5175e-05	0.99994	0.00011035	0.0071728	False
s_2156_r0	UQCRH	5328.4	4411.8	5328.4	4411.8	-0.27226	4.2001e+05	61791	3.6871	0.00011341	0.99989	0.00022682	0.014423	False
s_950_r0	IRF1	4414	3607.8	4414	3607.8	-0.29087	3.2493e+05	48826	3.6482	0.00013203	0.99987	0.00026405	0.016433	False
s_1972_r0	TLR2	675.04	430.37	675.04	430.37	-0.64819	29933	4727	3.5587	0.00018633	0.99981	0.00037266	0.022709	False
s_556_r0	DUSP1	3665.1	4356.2	3665.1	4356.2	0.24916	2.3881e+05	38703	3.5129	0.99978	0.00022161	0.00044322	0.026457	True
s_843_r0	IER3	4671.1	3896.9	4671.1	3896.9	-0.26137	2.9969e+05	52408	3.3818	0.00036002	0.99964	0.00072003	0.042122	False
s_1165_r0	MAP3K8	5006.7	4203.1	5006.7	4203.1	-0.25237	3.2294e+05	57160	3.3615	0.00038765	0.99961	0.0007753	0.044466	False
s_2519_r0	Non-Targeting Control	4521.5	5265.1	4521.5	5265.1	0.21961	2.7646e+05	50318	3.3149	0.99954	0.00045835	0.0009167	0.051565	True
s_1306_r0	NEUROD4	5579.9	4737.3	5579.9	4737.3	-0.23612	3.5497e+05	65462	3.2932	0.00049529	0.9995	0.00099058	0.054669	False
s_1235_r0	MITF	2363.6	2848.8	2363.6	2848.8	0.26927	1.1771e+05	22391	3.2426	0.99941	0.0005923	0.0011846	0.064166	True
s_555_r0	DUSP1	3010.6	3571.4	3010.6	3571.4	0.24638	1.5727e+05	30276	3.2233	0.99937	0.0006337	0.0012674	0.067403	True
s_2091_r0	TRIB1	3772.6	3129.3	3772.6	3129.3	-0.26964	2.0691e+05	40127	3.2114	0.00066044	0.99934	0.0013209	0.068992	False
s_287_r0	CD14	1046.2	757.96	1046.2	757.96	-0.46447	41547	8130.7	3.1968	0.00069473	0.99931	0.0013895	0.071302	False
s_1946_r0	TICAM1	4111	3445.1	4111	3445.1	-0.25489	2.2173e+05	44674	3.1507	0.00081446	0.99919	0.0016289	0.082148	False
s_1343_r0	NFKBIZ	2611.4	2112.2	2611.4	2112.2	-0.30589	1.2456e+05	25353	3.1346	0.00086041	0.99914	0.0017208	0.085312	False
s_844_r0	IER3	4284	3618.5	4284	3618.5	-0.24349	2.2142e+05	47036	3.0684	0.001076	0.99892	0.0021519	0.10486	False
s_716_r0	GPSM3	3443.5	2863.8	3443.5	2863.8	-0.26586	1.6802e+05	35803	3.0636	0.0010934	0.99891	0.0021867	0.10486	False
s_2077_r0	TRAF6	4556.1	3879.7	4556.1	3879.7	-0.23177	2.2871e+05	50799	3.0007	0.0013467	0.99865	0.0026934	0.12707	False
s_1976_r0	TLR4	2905.9	2403.4	2905.9	2403.4	-0.27377	1.2622e+05	28968	2.952	0.0015784	0.99842	0.0031569	0.14623	False
s_936_r0	IRAK1	5109.6	4395.8	5109.6	4395.8	-0.21704	2.5476e+05	58633	2.9479	0.0015998	0.9984	0.0031995	0.14623	False
s_2291_r0	MAF	3432.2	2876.6	3432.2	2876.6	-0.2547	1.5436e+05	35658	2.9424	0.0016283	0.99837	0.0032565	0.14654	False
s_1139_r0	MAP2K3	3889.4	3293.1	3889.4	3293.1	-0.24006	1.7783e+05	41685	2.9209	0.0017449	0.99826	0.0034898	0.15466	False
s_1907_r0	TAP1	1745.6	1388.5	1745.6	1388.5	-0.32993	63741	15353	2.8815	0.0019787	0.99802	0.0039573	0.17276	False
s_1947_r0	TICAM1	4731.8	4069.2	4731.8	4069.2	-0.21759	2.1952e+05	53262	2.8711	0.0020453	0.99795	0.0040906	0.17596	False
s_2290_r0	MAF	3335	2803.8	3335	2803.8	-0.25021	1.4108e+05	34401	2.8639	0.0020921	0.99791	0.0041841	0.17737	False
s_934_r0	IRAK1	3690.3	3134.6	3690.3	3134.6	-0.23537	1.5438e+05	39036	2.8124	0.0024585	0.99754	0.0049171	0.20472	False
s_2312_r0	CD38	2418.7	1992.3	2418.7	1992.3	-0.27967	90915	23044	2.809	0.0024846	0.99752	0.0049692	0.20472	False
s_2266_r0	MERTK	703.09	506.38	703.09	506.38	-0.4727	19348	4970.9	2.79	0.002635	0.99736	0.0052701	0.21176	False
s_1328_r0	NFKB2	2553.4	2115.4	2553.4	2115.4	-0.27133	95894	24654	2.7891	0.0026424	0.99736	0.0052848	0.21176	False
s_31_r0	ADO	2863.8	3328.4	2863.8	3328.4	0.21683	1.0793e+05	28445	2.7548	0.99706	0.0029366	0.0058732	0.23215	True
s_2140_r0	UBE2L3	2692.7	2247.1	2692.7	2247.1	-0.26086	99264	26342	2.7453	0.0030228	0.99698	0.0060457	0.23302	False
s_46_r0	AKIRIN2	2067.2	1689.4	2067.2	1689.4	-0.29105	71382	18949	2.7448	0.0030273	0.99697	0.0060545	0.23302	False
s_651_r0	FLI1	3913.8	3354.1	3913.8	3354.1	-0.22257	1.5661e+05	42011	2.7305	0.0031622	0.99684	0.0063244	0.24024	False
s_1353_r0	NIPBL	3960.5	3403.3	3960.5	3403.3	-0.21867	1.5521e+05	42639	2.6982	0.0034858	0.99651	0.0069717	0.26035	False
s_1332_r0	NFKBIA	3099.4	2621.8	3099.4	2621.8	-0.24133	1.1404e+05	31394	2.6953	0.0035158	0.99648	0.0070316	0.26035	False
s_1080_r0	LEO1	2778.7	3223.5	2778.7	3223.5	0.21414	98915	27395	2.6873	0.9964	0.0036021	0.0072043	0.26341	True
s_1460_r0	PELI1	3173.3	2692.5	3173.3	2692.5	-0.23695	1.1557e+05	32331	2.6738	0.0037494	0.99625	0.0074988	0.26776	False
s_1106_r0	LST1	3697.8	3168.9	3697.8	3168.9	-0.22262	1.3986e+05	39135	2.6735	0.0037532	0.99625	0.0075065	0.26776	False
s_24_r0	ACVR1B	4494.4	5080.9	4494.4	5080.9	0.17694	1.7203e+05	49941	2.6248	0.99566	0.0043356	0.0086712	0.30558	True
s_1660_r0	RFWD2	4754.3	4152.7	4754.3	4152.7	-0.19512	1.8093e+05	53578	2.5988	0.0046776	0.99532	0.0093552	0.32576	False
s_401_r0	CRIPAK	5440.5	4791.9	5440.5	4791.9	-0.18313	2.1039e+05	63423	2.5757	0.0050013	0.995	0.010003	0.34421	False
s_421_r0	CSNK1A1	2528.1	2127.2	2528.1	2127.2	-0.249	80366	24350	2.5692	0.0050963	0.9949	0.010193	0.34667	False
s_970_r0	IRF7	1337.9	1605.9	1337.9	1605.9	0.26316	35892	11032	2.5509	0.99463	0.0053727	0.010745	0.36113	True
s_636_r0	FASLG	3938.1	4462.1	3938.1	4462.1	0.18021	1.3733e+05	42338	2.547	0.99457	0.0054324	0.010865	0.36113	True
s_466_r0	CYBA	2899.3	3330.5	2899.3	3330.5	0.19998	92978	28886	2.5372	0.99441	0.0055866	0.011173	0.36721	True
s_2292_r0	MAF	3314.4	2849.9	3314.4	2849.9	-0.2178	1.0792e+05	34136	2.5145	0.0059596	0.99404	0.011919	0.38737	False
s_1948_r0	TICAM1	4621.5	4053.2	4621.5	4053.2	-0.18927	1.615e+05	51714	2.4992	0.0062232	0.99378	0.012446	0.40007	False
s_1109_r0	LY96	3849.2	3347.7	3849.2	3347.7	-0.20136	1.2578e+05	41148	2.4726	0.0067066	0.99329	0.013413	0.42645	False
s_1395_r0	NSF	1628.7	1338.2	1628.7	1338.2	-0.28322	42193	14085	2.4476	0.0071896	0.99281	0.014379	0.45225	False
s_1770_r0	SFPQ	2788.1	3186	2788.1	3186	0.19243	79186	27510	2.3993	0.99179	0.0082122	0.016424	0.51108	True
s_186_r0	BUD13	737.69	564.19	737.69	564.19	-0.38622	15050	5275.1	2.3888	0.0084528	0.99155	0.016906	0.52051	False
s_660_r0	FOS	3714.6	4185.9	3714.6	4185.9	0.1723	1.1107e+05	39358	2.3758	0.99124	0.008756	0.017512	0.52845	True
s_1355_r0	NIPBL	3487.4	3035.1	3487.4	3035.1	-0.20037	1.0231e+05	36375	2.3717	0.0088521	0.99115	0.017704	0.52845	False
s_2904_r0	Non-Targeting Control	1810.1	1509.5	1810.1	1509.5	-0.26183	45175	16062	2.3717	0.0088527	0.99115	0.017705	0.52845	False
s_2741_r0	Non-Targeting Control	1103.3	1318.9	1103.3	1318.9	0.2574	23261	8683.8	2.3146	0.98968	0.010318	0.020637	0.60972	True
s_1974_r0	TLR4	3718.3	3266.3	3718.3	3266.3	-0.18695	1.0217e+05	39407	2.2771	0.01139	0.98861	0.02278	0.66631	False
s_349_r0	CHUK	4358.8	4857.2	4358.8	4857.2	0.15616	1.2419e+05	48064	2.2733	0.9885	0.011505	0.023009	0.66636	True
s_951_r0	IRF1	4595.3	4086.4	4595.3	4086.4	-0.16931	1.2953e+05	51347	2.2461	0.012348	0.98765	0.024696	0.70819	False
s_2891_r0	Non-Targeting Control	3186.4	3587.5	3186.4	3587.5	0.17102	80453	32497	2.2252	0.98696	0.013035	0.026071	0.74035	True
s_29_r0	ADO	4215.7	4685.9	4215.7	4685.9	0.1525	1.1052e+05	46101	2.1897	0.98573	0.014275	0.028549	0.80295	True
s_1659_r0	RFWD2	2689	2341.3	2689	2341.3	-0.19963	60418	26296	2.1436	0.016031	0.98397	0.032062	0.89315	False
s_691_r0	GNRH1	1002.3	814.7	1002.3	814.7	-0.29861	17592	7709.5	2.1363	0.016327	0.98367	0.032655	0.90047	False
s_1166_r0	MAP3K8	4768.3	4273.7	4768.3	4273.7	-0.15795	1.2231e+05	53776	2.1328	0.01647	0.98353	0.03294	0.90047	False
s_1652_r0	RELA	3988.6	3548.9	3988.6	3548.9	-0.16843	96628	43017	2.1196	0.017021	0.98298	0.034043	0.92199	False
s_622_r0	FADD	831.18	666.97	831.18	666.97	-0.31712	13483	6114.3	2.1001	0.017859	0.98214	0.035719	0.95254	False
s_1776_r0	SGMS1	2545	2216.1	2545	2216.1	-0.19955	54083	24552	2.0989	0.017911	0.98209	0.035822	0.95254	False
s_2226_r0	ZEB2	3019	2656.1	3019	2656.1	-0.1847	65851	30381	2.0821	0.018668	0.98133	0.037337	0.98388	False
s_973_r0	IRF8	3349	2963.3	3349	2963.3	-0.17647	74381	34582	2.0741	0.019036	0.98096	0.038073	0.99431	False
s_1218_r0	MIB2	1854	1589.8	1854	1589.8	-0.22169	34910	16549	2.054	0.019987	0.98001	0.039973	0.99989	False
s_808_r0	HLA-DRB5	2819.8	3160.3	2819.8	3160.3	0.1644	57963	27902	2.0383	0.97924	0.020759	0.041518	0.99989	True
s_851_r0	IFNAR1	3963.3	4384	3963.3	4384	0.1455	88486	42677	2.0364	0.97914	0.020857	0.041713	0.99989	True
s_1481_r0	PIK3R1	3523.9	3133.6	3523.9	3133.6	-0.16931	76172	36850	2.0333	0.021013	0.97899	0.042026	0.99989	False
s_771_r0	HLA-B	3090.1	2731	3090.1	2731	-0.17813	64450	31276	2.0301	0.021173	0.97883	0.042346	0.99989	False
s_1646_r0	REL	3089.1	3444	3089.1	3444	0.15685	62981	31264	2.0072	0.97764	0.022364	0.044727	0.99989	True
s_1020_r0	KAT5	1210.8	1408.9	1210.8	1408.9	0.21844	19621	9745.7	2.0066	0.97761	0.022395	0.044789	0.99989	True
s_2503_r0	Non-Targeting Control	3852	4254.4	3852	4254.4	0.14331	80964	41185	1.9828	0.97631	0.023692	0.047384	0.99989	True
s_1438_r0	PAIP1	3965.2	4374.4	3965.2	4374.4	0.14165	83712	42702	1.9801	0.97615	0.023847	0.047693	0.99989	True
s_1228_r0	MICB	402.97	304.04	402.97	304.04	-0.40524	4893.3	2501.8	1.9778	0.023973	0.97603	0.047946	0.99989	False
s_1617_r0	RASSF1	2561.8	2252.5	2561.8	2252.5	-0.18556	47838	24755	1.966	0.024652	0.97535	0.049304	0.99989	False
s_1126_r0	MAN1C1	5401.3	4912.9	5401.3	4912.9	-0.13671	1.1928e+05	62851	1.9483	0.025692	0.97431	0.051384	0.99989	False
s_48_r0	AKIRIN2	4550.5	4113.1	4550.5	4113.1	-0.14574	95629	50721	1.9418	0.026078	0.97392	0.052156	0.99989	False
s_842_r0	IER3	3913.8	3515.8	3913.8	3515.8	-0.15468	79202	42011	1.9418	0.026082	0.97392	0.052164	0.99989	False
s_1886_r0	SUOX	3476.2	3106.8	3476.2	3106.8	-0.16203	68226	36229	1.9407	0.026145	0.97385	0.052291	0.99989	False
s_47_r0	AKIRIN2	4557	4127.1	4557	4127.1	-0.14294	92432	50812	1.9074	0.028235	0.97177	0.05647	0.99989	False
s_1820_r0	SLC39A7	1319.2	1120.9	1319.2	1120.9	-0.23486	19670	10841	1.905	0.028391	0.97161	0.056782	0.99989	False
s_1326_r0	NFKB2	3769.8	3388.4	3769.8	3388.4	-0.15385	72738	40089	1.9049	0.028394	0.97161	0.056788	0.99989	False
s_1904_r0	TANK	2498.2	2789.9	2498.2	2789.9	0.15926	42541	23991	1.8832	0.97016	0.029839	0.059677	0.99989	True
s_1092_r0	LPL	1604.4	1383.2	1604.4	1383.2	-0.2139	24469	13825	1.8815	0.029954	0.97005	0.059909	0.99989	False
s_1552_r0	PRKCH	5029.2	4579.9	5029.2	4579.9	-0.13497	1.0092e+05	57481	1.8739	0.030474	0.96953	0.060948	0.99989	False
s_2183_r0	WDR34	4213.9	3812.3	4213.9	3812.3	-0.14445	80631	46075	1.8708	0.030685	0.96932	0.06137	0.99989	False
s_1110_r0	LY96	4486.9	4071.4	4486.9	4071.4	-0.14016	86322	49837	1.8612	0.031355	0.96864	0.062711	0.99989	False
s_1600_r0	RABGGTA	3406.1	3752.4	3406.1	3752.4	0.13965	59956	35318	1.8426	0.96731	0.032694	0.065388	0.99989	True
s_2367_r0	Non-Targeting Control	2527.2	2814.5	2527.2	2814.5	0.15529	41278	24339	1.8417	0.96724	0.032757	0.065515	0.99989	True
s_746_r0	HAX1	4325.1	3924.7	4325.1	3924.7	-0.14012	80170	47601	1.8353	0.033229	0.96677	0.066457	0.99989	False
s_2833_r0	Non-Targeting Control	3756.7	3390.5	3756.7	3390.5	-0.14792	67045	39915	1.8328	0.033412	0.96659	0.066825	0.99989	False
s_1236_r0	MITF	4178.3	4569.2	4178.3	4569.2	0.12898	76381	45590	1.8305	0.96641	0.033587	0.067173	0.99989	True
s_2623_r0	Non-Targeting Control	2143.9	2398.1	2143.9	2398.1	0.16159	32311	19828	1.8053	0.96449	0.035514	0.071029	0.99989	True
s_542_r0	DPP10	3198.5	3524.3	3198.5	3524.3	0.1399	53077	32652	1.8031	0.96431	0.035689	0.071378	0.99989	True
s_1108_r0	LST1	2986.3	2675.4	2986.3	2675.4	-0.15856	48334	29971	1.7959	0.036253	0.96375	0.072505	0.99989	False
s_874_r0	IKZF1	1626.8	1414.2	1626.8	1414.2	-0.20192	22602	14065	1.7927	0.036509	0.96349	0.073019	0.99989	False
s_2897_r0	Non-Targeting Control	4696.3	5106.6	4696.3	5106.6	0.12081	84175	52762	1.7863	0.96297	0.037028	0.074057	0.99989	True
s_952_r0	IRF1	135.57	89.928	135.57	89.928	-0.58684	1041.6	658.82	1.7782	0.037686	0.96231	0.075372	0.99989	False
s_972_r0	IRF7	2407.5	2140.1	2407.5	2140.1	-0.16982	35767	22911	1.767	0.038615	0.96139	0.077229	0.99989	False
s_1130_r0	MAP2K1	3286.4	2962.3	3286.4	2962.3	-0.14975	52528	33776	1.7636	0.038897	0.9611	0.077794	0.99989	False
s_1699_r0	RNF40	3248.1	3567.1	3248.1	3567.1	0.13515	50907	33285	1.749	0.95985	0.040149	0.080298	0.99989	True
s_1341_r0	NFKBIZ	3866.1	3510.4	3866.1	3510.4	-0.13919	63250	41373	1.7486	0.040181	0.95982	0.080361	0.99989	False
s_2458_r0	Non-Targeting Control	3645.4	3302.7	3645.4	3302.7	-0.14239	58725	38444	1.7479	0.040243	0.95976	0.080487	0.99989	False
s_453_r0	CTSZ	4035.3	3671	4035.3	3671	-0.13647	66361	43648	1.7438	0.040599	0.9594	0.081198	0.99989	False
s_681_r0	GABRG2	3656.6	3998.6	3656.6	3998.6	0.12894	58463	38592	1.7406	0.95913	0.040875	0.08175	0.99989	True
s_768_r0	HLA-A	2561.8	2834.9	2561.8	2834.9	0.14607	37285	24755	1.7356	0.95868	0.041317	0.082634	0.99989	True
s_1865_r0	STAT2	2789	2501.9	2789	2501.9	-0.15665	41204	27522	1.7304	0.041778	0.95822	0.083557	0.99989	False
s_1423_r0	OTULIN	2857.2	3148.5	2857.2	3148.5	0.14002	42429	28364	1.7297	0.95815	0.041846	0.083692	0.99989	True
s_1924_r0	TBK1	4934.7	5343.2	4934.7	5343.2	0.11471	83431	56134	1.7241	0.95766	0.042344	0.084687	0.99989	True
s_658_r0	FOS	3726.8	4069.2	3726.8	4069.2	0.1268	58646	39519	1.7228	0.95754	0.042463	0.084927	0.99989	True
s_2638_r0	Non-Targeting Control	3851.1	4199.9	3851.1	4199.9	0.12503	60809	41173	1.7187	0.95716	0.042837	0.085673	0.99989	True
s_446_r0	CTR9	895.69	1036.3	895.69	1036.3	0.21016	9886.8	6707.1	1.717	0.95701	0.042988	0.085977	0.99989	True
s_1422_r0	OTULIN	3320.1	3635.7	3320.1	3635.7	0.13097	49804	34208	1.7064	0.95603	0.043967	0.087934	0.99989	True
s_2456_r0	Non-Targeting Control	4049.3	4406.5	4049.3	4406.5	0.12191	63777	43837	1.7058	0.95598	0.044024	0.088049	0.99989	True
s_1285_r0	NAMPT	3680	4014.6	3680	4014.6	0.12553	55988	38900	1.6966	0.95512	0.044884	0.089769	0.99989	True
s_2376_r0	Non-Targeting Control	3738.9	3403.3	3738.9	3403.3	-0.13563	56304	39680	1.6846	0.046032	0.95397	0.092064	0.99989	False
s_1896_r0	TAB3	3901.6	3557.5	3901.6	3557.5	-0.13316	59200	41848	1.682	0.046281	0.95372	0.092561	0.99989	False
s_2073_r0	TRAF3	2921.8	2635.7	2921.8	2635.7	-0.14857	40902	29165	1.6748	0.046991	0.95301	0.093982	0.99989	False
s_2213_r0	ZC3H13	4339.2	3975	4339.2	3975	-0.12642	66296	47794	1.6656	0.047896	0.9521	0.095791	0.99989	False
s_2076_r0	TRAF3	4528	4156	4528	4156	-0.12367	69217	50409	1.6572	0.048741	0.95126	0.097483	0.99989	False
s_1707_r0	RPN1	4690.7	5068.1	4690.7	5068.1	0.11161	71206	52684	1.6441	0.94993	0.050075	0.10015	0.99989	True
s_2301_r0	TGFBR1	3142.4	3435.5	3142.4	3435.5	0.12859	42940	31939	1.6398	0.94947	0.050526	0.10105	0.99989	True
s_352_r0	CHUK	3759.5	4086.4	3759.5	4086.4	0.12025	53427	39953	1.6354	0.94902	0.050984	0.10197	0.99989	True
s_222_r0	CARD10	2757.2	2488	2757.2	2488	-0.14816	36234	27131	1.6343	0.051095	0.94891	0.10219	0.99989	False
s_2237_r0	ZMIZ1	4777.7	4401.1	4777.7	4401.1	-0.11841	70892	53908	1.6218	0.052427	0.94757	0.10485	0.99989	False
s_2372_r0	Non-Targeting Control	3914.7	4247	3914.7	4247	0.1175	55200	42024	1.6208	0.94747	0.052527	0.10505	0.99989	True
s_2725_r0	Non-Targeting Control	2492.6	2742.8	2492.6	2742.8	0.13794	31298	23924	1.6175	0.94712	0.052881	0.10576	0.99989	True
s_1693_r0	RNF31	3286.4	2990.1	3286.4	2990.1	-0.13627	43894	33776	1.6122	0.053462	0.94654	0.10692	0.99989	False
s_2394_r0	Non-Targeting Control	5014.2	4630.2	5014.2	4630.2	-0.11492	73723	57267	1.6046	0.054292	0.94571	0.10858	0.99989	False
s_2344_r0	Non-Targeting Control	3431.3	3733.1	3431.3	3733.1	0.12157	45532	35645	1.5983	0.94502	0.054983	0.10997	0.99989	True
s_545_r0	DRAP1	6121.2	5691.2	6121.2	5691.2	-0.10508	92470	73508	1.5862	0.056351	0.94365	0.1127	0.99989	False
s_694_r0	GOSR2	4639.3	5000.6	4639.3	5000.6	0.10819	65288	51962	1.5852	0.94354	0.05646	0.11292	0.99989	True
s_1630_r0	RC3H1	1999.9	2212.9	1999.9	2212.9	0.14593	22681	18184	1.5794	0.94288	0.057118	0.11424	0.99989	True
s_397_r0	CREB1	2386	2622.9	2386	2622.9	0.1365	28055	22656	1.5737	0.94222	0.057777	0.11555	0.99989	True
s_1021_r0	KCNU1	2643.1	2391.7	2643.1	2391.7	-0.14419	31622	25739	1.5675	0.058494	0.94151	0.11699	0.99989	False
