,Name,Term,ES,NES,NOM p-val,FDR q-val,FWER p-val,Tag %,Gene %,Lead_genes,gene_set_db
0,prerank,TNF-alpha Signaling via NF-kB,0.806493445118189,2.91616124690176,0.0,0.0,0.0,107/194,6.44%,TNFAIP6;BCL2A1;PTGER4;CCL4;MAP3K8;TNFAIP2;DRAM1;NFKBIA;NFKB2;CD44;CD83;ATP2B1;SOD2;ICAM1;CFLAR;TNF;TNFAIP8;MARCKS;PPP1R15A;PLEK;IER3;TRAF1;IL1B;CD80;TRIP10;KYNU;IER5;IL6;RNF19B;PDE4B;TNIP1;SDC4;CCL5;TNFAIP3;KLF6;B4GALT1;TLR2;DENND5A;REL;CXCL2;MSC;PTX3;PNRC1;SERPINB8;RELB;LITAF;BIRC3;SOCS3;ETS2;NAMPT;TNFSF9;GCH1;IL18;ZC3H12A;CCNL1;TANK;MXD1;IL1A;JAG1;IFIH1;SLC2A6;NINJ1;ID2;NFE2L2;CXCL1;F3;ZBTB10;IRF1;CEBPD;MCL1;CCL20;CDKN1A;GPR183;NFKB1;PTGS2;B4GALT5;STAT5A;DUSP5;KLF4;HES1;JUNB;ZFP36;RIPK2;CXCL3;NR4A3;TRIB1;TNFRSF9;DUSP1;IL15RA;CCL2;PFKFB3;EHD1;BTG2;SAT1;IL6ST;TAP1;CCRL2;BTG1;IL23A;NFAT5;DNAJB4;CXCL10;ATF3;BCL6;PLK2;FJX1;KLF2,MSigDB_Hallmark_2020
1,prerank,Inflammatory Response,0.6922951400437187,2.487817886713639,0.0,0.0,0.0,87/190,10.40%,TNFAIP6;RNF144B;PTGER4;NFKBIA;ATP2B1;ICAM1;KCNJ2;IL1B;EBI3;IL10RA;IL6;PDE4B;CD40;CXCL8;CCL5;ABI1;KLF6;PTGIR;LYN;TLR2;STAB1;NAMPT;TNFSF9;GCH1;IL18;GPR132;LAMP3;ADGRE1;PTGER2;MXD1;PSEN1;CD48;IL1A;MEFV;F3;IL18R1;C3AR1;RHOG;IRF1;GNA15;IL15;ACVR2A;CCL20;NLRP3;CDKN1A;GPR183;NFKB1;SRI;ITGB8;RIPK2;MMP14;RASGRP1;ADM;TNFRSF9;TNFSF15;HIF1A;IL15RA;CCL2;CMKLR1;IRAK2;BTG2;SLAMF1;CCRL2;HPN;FZD5;CXCL10;ICAM4;AHR;PIK3R5;FFAR2;AQP9;TIMP1;CSF3R;AXL;LTA;IRF7;KCNA3;TLR1;P2RX4;GNAI3;GABBR1;P2RX7;CHST2;MET;CALCRL;SCN1B;CD70,MSigDB_Hallmark_2020
2,prerank,Interferon Gamma Response,0.6717618365481145,2.4273043588478607,0.0,0.0,0.0,90/187,12.43%,TNFAIP6;PELI1;TNFAIP2;SLAMF7;NFKBIA;CASP4;SOD2;ICAM1;CD274;IL10RA;IL6;PDE4B;CD40;CCL5;TNFAIP3;CD38;GBP4;SOCS3;STAT4;NAMPT;CFB;CD74;GCH1;PTPN1;IDO1;PLA2G4A;PLSCR1;ARID5B;IFIH1;JAK2;IRF1;ISG20;IL15;CDKN1A;PIM1;IRF8;NFKB1;PTGS2;FGL2;SRI;ADAR;RIPK2;OASL;PTPN2;SOCS1;HIF1A;IL15RA;CCL2;PARP14;CMKLR1;PSMA3;IFI44L;MTHFD2;TAP1;BTG1;EPSTI1;CXCL10;DHX58;ST8SIA4;IRF4;CASP7;DDX60;IFITM3;SAMD9L;MARCHF1;LATS2;MT2A;TDRD7;ITGB7;CASP8;ISG15;IRF7;PML;METTL7B;SLC25A28;ZNFX1;STAT3;LGALS3BP;PSME1;RIPK1;RAPGEF6;VCAM1;IRF9;IFITM2;USP18;PSME2;GPR18;MX2;CD86;TRIM25,MSigDB_Hallmark_2020
3,prerank,Allograft Rejection,0.5747264586278991,2.0467351797484685,0.0,0.0,0.0,56/161,12.21%,CCL4;GBP2;ICAM1;TNF;IL1B;CD80;IL6;CD40;SRGN;CCL5;ABI1;LYN;TLR2;STAB1;STAT4;CD74;IL18;CD4;JAK2;CFP;IL15;ACVR2A;NLRP3;IRF8;RIPK2;SOCS1;HIF1A;CCL2;TAP1;IL2RA;MAP4K1;TPD52;CCR5;NCF4;HCLS1;BCL10;ST8SIA4;IRF4;TAP2;IGSF6;IKBKB;ACHE;SPI1;TIMP1;ETS1;IRF7;IL12RB1;TLR1;GPR65;CD47;PTPRC;LTB;C2;BCL3;NCK1;CD86,MSigDB_Hallmark_2020
4,prerank,Interferon Alpha Response,0.5894499745494256,1.9453042193614196,0.0,0.00010981046713372717,0.0005,42/91,12.90%,GBP2;GBP4;CD74;LAMP3;PLSCR1;IFIH1;IRF1;ISG20;IL15;ADAR;RIPK2;OASL;PARP14;PSMA3;IFI44L;NUB1;TAP1;CCRL2;EPSTI1;CXCL10;TRIM5;DHX58;DDX60;IFITM3;SAMD9L;TDRD7;CASP8;ISG15;IRF7;NCOA7;SLC25A28;LGALS3BP;PSME1;CD47;LPAR6;IRF9;IFITM2;USP18;PSME2;TRIM25;SELL;HELZ2,MSigDB_Hallmark_2020
5,prerank,IL-6/JAK/STAT3 Signaling,0.5398108053680853,1.7421871500590782,0.0,0.001464139561783029,0.008,28/81,9.32%,MAP3K8;CD44;TNF;IL1B;EBI3;IL6;TLR2;CD38;SOCS3;PTPN1;CXCL1;IL18R1;IRF1;PIM1;CXCL3;PTPN2;SOCS1;IL15RA;IL6ST;IL2RA;CXCL10;PDGFC;PIK3R5;ITGA4;CSF3R;TYK2;IL12RB1;STAT3,MSigDB_Hallmark_2020
6,prerank,Oxidative Phosphorylation,-0.48306535666717204,-1.7136293665884421,0.0,0.011474837975287788,0.0125,73/174,22.20%,TCIRG1;MGST3;FDX1;ALAS1;ACAA1;ATP5ME;ECHS1;ECH1;UQCRQ;SLC25A11;NDUFA8;GPI;POR;HADHB;ACADVL;NDUFAB1;NDUFV1;SDHB;MTRF1;MTX2;UQCR11;RHOT1;HSD17B10;SLC25A12;DLAT;HADHA;PMPCA;ETFA;ACO2;ACAA2;GOT2;NDUFS3;BCKDHA;GPX4;ATP5F1E;VDAC3;ATP6V1C1;UQCRC1;PDHA1;ATP6V0B;IDH3B;ISCU;ATP5F1A;SLC25A4;IDH2;ATP6V1H;TIMM9;VDAC1;NDUFA7;NQO2;NDUFS2;COX8A;ATP5F1D;NDUFC1;NDUFS1;ATP5F1B;TIMM50;TOMM22;ABCB7;HCCS;NDUFB8;ACAT1;ATP5PB;NDUFA1;NDUFB7;IDH1;PHYH;ISCA1;PDK4;NDUFA2;NDUFA4;NDUFS4;MPC1,MSigDB_Hallmark_2020
7,prerank,KRAS Signaling Up,0.4795564714277573,1.696155380695264,0.0,0.002353081438579868,0.015,42/160,10.36%,USP12;PPP1R15A;TRAF1;IL1B;IL10RA;IKZF1;CCSER2;TNFAIP3;BIRC3;CFB;ID2;ADAM17;C3AR1;LCP1;CCL20;IRF8;PTGS2;KLF4;FUCA1;TRIB1;CMKLR1;PRDM1;EPB41L3;MAP4K1;F13A1;CXCL10;LAT2;GPRC5B;DUSP6;ZNF277;MAP3K1;YRDC;ADAMDEC1;TMEM176A;ETS1;GADD45G;MMD;GALNT3;MAFB;BMP2;ETV5;SCN1B,MSigDB_Hallmark_2020
8,prerank,Apoptosis,0.4712192372047328,1.6334608312046262,0.0,0.004529681769266246,0.033,42/144,10.54%,CD44;CASP4;SOD2;CFLAR;TNF;DNAJA1;IER3;IL1B;FEZ1;IL6;CD38;BIRC3;GCH1;IL18;PSEN1;PEA15;IL1A;PMAIP1;IRF1;ISG20;GNA15;MCL1;CDKN1A;BTG2;SAT1;TAP1;ATF3;CREBBP;BCL10;CASP7;IFITM3;TIMP1;CASP8;BCL2L11;BAX;DNM1L;XIAP;BTG3;SQSTM1;BMP2;CDK2;BCL2L1,MSigDB_Hallmark_2020
9,prerank,Complement,0.4341939066862463,1.5617026933684621,0.0011560693641618498,0.009638918781738276,0.0765,53/173,13.40%,CASP4;C3;PLEK;KYNU;IL6;CCL5;TNFAIP3;LYN;CFB;PLA2G4A;PLSCR1;PSEN1;CASP5;JAK2;CXCL1;F3;RHOG;IRF1;C1QA;GNG2;PIM1;DUSP5;MMP14;RASGRP1;S100A9;EHD1;HSPA1A;DOCK4;SRC;PPP2CB;CASP7;DUSP6;PIK3R5;C1QC;SERPINA1;TIMP1;PDGFB;IRF7;GNAI3;PIK3CA;CBLB;APOBEC3G;GPD2;CDA;GNB4;USP14;C2;RABIF;GMFB;CPQ;L3MBTL4;CTSV;CFH,MSigDB_Hallmark_2020
10,prerank,Adipogenesis,-0.43736896443387463,-1.538233828128586,0.0018779342723004694,0.05737418987643894,0.1155,62/167,20.33%,MGLL;VEGFB;RMDN3;MGST3;PPARG;ALDH2;CD151;CD36;FABP4;ABCB8;SCP2;APOE;ACOX1;ECHS1;ECH1;IFNGR1;LEP;UQCRQ;REEP5;POR;RTN3;APLP2;NDUFAB1;NMT1;SOD1;SLC1A5;SDHB;UQCR11;RREB1;SLC66A3;DLAT;DRAM2;SCARB1;ESYT1;ACO2;ACAA2;NDUFS3;BCKDHA;GPX4;UQCRC1;PGM1;PDCD4;SAMM50;MCCC1;AGPAT3;LPCAT3;DGAT1;PEX14;ORM1;GPHN;TOB1;COX8A;ACADS;COQ9;FAH;SLC25A1;DHRS7;NDUFB7;IDH1;PHYH;SLC27A1;SLC19A1,MSigDB_Hallmark_2020
11,prerank,IL-2/STAT5 Signaling,0.43313533188713077,1.5362948334982105,0.0010822510822510823,0.011585004282608218,0.1015,39/172,6.51%,MAP3K8;CD44;CD83;TRAF1;IL10RA;NFKBIZ;KLF6;DENND5A;GBP4;BATF;PLSCR1;PTGER2;MXD1;ALCAM;CD48;SLC39A8;SPRED2;XBP1;IL18R1;NDRG1;SWAP70;TLR7;PIM1;IRF8;PRNP;FGL2;RHOH;TNFRSF9;SOCS1;CDC42SE2;HUWE1;BCL2;TNFRSF4;IL2RA;BATF3;CXCL10;IRF4;AHR;IFITM3,MSigDB_Hallmark_2020
12,prerank,Pperoxisome,-0.4748814821942328,-1.4914544397638227,0.011059907834101382,0.06670705809633969,0.191,39/79,21.51%,HSD3B7;CLN8;TSPO;CLN6;SEMA3C;SLC23A2;ACAA1;SCP2;HMGCL;ACOX1;ECH1;ABCD1;MSH2;HSD17B4;ATXN1;PRDX1;PRDX5;SOD1;FIS1;HRAS;ALDH9A1;DHCR24;ACOT8;YWHAH;SLC25A4;IDH2;SLC25A19;PEX14;ECI2;NUDT19;ITGB1BP1;IDE;SMARCC1;DHRS3;ERCC1;IDH1;CRABP2;ALDH1A1;CNBP,MSigDB_Hallmark_2020
13,prerank,UV Response Up,0.4278978470703552,1.4663031299626128,0.00544069640914037,0.023459508887659897,0.2065,35/127,10.48%,NFKBIA;SOD2;ICAM1;DNAJA1;CDKN2B;IL6;PRPF3;EIF5;LYN;CXCL2;GCH1;CREG1;GRINA;IRF1;JUNB;GLS;MMP14;RASGRP1;BTG2;IL6ST;TAP1;BTG1;AGO2;ATF3;MARK2;DDX21;NXF1;BCL2L11;HNRNPU;LHX2;BTG3;SQSTM1;MAOA;BMP2;CDK2,MSigDB_Hallmark_2020
14,prerank,Androgen Response,0.4478647169618763,1.4627439312166957,0.008724100327153763,0.022419637039802636,0.216,23/91,13.75%,TNFAIP8;NCOA4;HMGCS1;SELENOP;ELOVL5;B4GALT1;INSIG1;ARID5B;ZBTB10;NDRG1;ABCC4;SAT1;ACSL3;TPD52;IDI1;GNAI3;SMS;LMAN1;DNAJB9;STEAP4;PLPP1;HERC3;SGK1,MSigDB_Hallmark_2020
15,prerank,Xenobiotic Metabolism,-0.4129171812871132,-1.4386629683315015,0.004757373929590866,0.08479905263737675,0.3025,46/154,15.94%,CYP27A1;FBP1;COMT;ALDH2;CD36;AKR1C3;SLC6A6;ACP2;GSTO1;NPC1;BCAT1;ALAS1;BCAR1;APOE;DCXR;PC;ACOX1;ECH1;HMOX1;POR;NMT1;SLC1A5;PGD;SERPINE1;PGRMC1;CES1;IL1R1;SSR3;LONP1;ACO2;ALDH9A1;NFS1;EPHX1;ABCC3;PDLIM5;UGDH;ATP2A2;SHMT2;MAN1A1;SLC35B1;MTHFD1;PINK1;PTGR1;CNDP2;TKFC;PTGDS,MSigDB_Hallmark_2020
