,Name,Term,ES,NES,NOM p-val,FDR q-val,FWER p-val,Tag %,Gene %,Lead_genes,gene_set_db
15,prerank,UV Response Up,-0.42612757760241193,-1.4227657639940576,0.007658643326039387,0.03813743413270244,0.326,33/127,11.50%,SOD2;PRPF3;LYN;IL6;BTG1;MMP14;RASGRP1;NFKBIA;GCH1;EIF5;DDX21;DNAJA1;HSPA13;MAOA;TAP1;BTG2;ICAM1;IRF1;GRINA;NXF1;WIZ;RRAD;CXCL2;IL6ST;BID;CDKN2B;GLS;AMD1;ATF3;FEN1;MARK2;BTG3;BCL2L11,MSigDB_Hallmark_2020
16,prerank,G2-M Checkpoint,-0.403255367291041,-1.3751861576849242,0.01487778958554729,0.056026185611356055,0.4575,48/144,17.00%,MARCKS;MT2A;SLC7A5;HIF1A;EZH2;RAD21;SFPQ;KPNA2;NOLC1;DKC1;PTTG1;SRSF2;TOP1;NCL;TRA2B;NUP98;SYNCRIP;EWSR1;STMN1;AMD1;HNRNPD;CDK1;ATF5;E2F4;RPA2;BRCA2;TFDP1;ILF3;E2F3;CCND1;CUL1;LMNB1;KPNB1;STAG1;CDK4;YTHDC1;SS18;ARID4A;BUB3;ESPL1;SUV39H1;HNRNPU;H2AZ1;CHMP1A;SQLE;CUL5;RBM14;DR1,MSigDB_Hallmark_2020
17,prerank,Apoptosis,-0.4031221681676323,-1.3683976695653526,0.01642935377875137,0.05594529456045242,0.474,43/144,12.31%,CD44;SOD2;CD38;PEA15;IL6;IL18;IL1A;IL1B;GCH1;CYLD;TNFSF10;RELA;CFLAR;CASP4;DNAJA1;SAT1;TNF;MCL1;IER3;TAP1;BTG2;IFITM3;IRF1;SC5D;DPYD;PSEN1;BIRC3;FEZ1;DNAJC3;BID;ISG20;TIMP1;ATF3;TIMP3;CD69;SOD1;BTG3;BCL2L11;VDAC2;ETF1;IFNB1;CASP2;CASP3,MSigDB_Hallmark_2020
18,prerank,Apical Junction,-0.39525145587638816,-1.3556562284756062,0.02092511013215859,0.05946159085206294,0.516,21/151,9.13%,INSIG1;FSCN1;SRC;CD274;B4GALT1;ACTB;TRAF1;NECTIN2;PTPRC;MVD;MSN;BMP1;ACTG1;ICAM1;VASP;LIMA1;PBX2;CD209;RHOF;PFN1;AKT3,MSigDB_Hallmark_2020
19,prerank,Adipogenesis,0.3935131324101862,1.3517999155002696,0.01551094890510949,0.2862723109989721,0.5875,60/167,20.13%,TOB1;PPARG;ACAA2;ECH1;RMDN3;ETFB;RREB1;DRAM2;CCNG2;GPX4;SLC19A1;REEP5;VEGFB;FAH;PLIN2;SCP2;HADH;TALDO1;ABCA1;CMBL;SDHB;CAT;IFNGR1;POR;SOWAHC;IDH1;GADD45A;PGM1;PHYH;UQCR11;ACADS;UQCRC1;APOE;MGST3;SLC66A3;CD36;SCARB1;CD151;NDUFB7;DECR1;ITSN1;UCK1;ESYT1;RTN3;ECHS1;NDUFA5;PEX14;NKIRAS1;NDUFS3;SAMM50;MTARC2;DBT;SLC27A1;NMT1;SLC1A5;SDHC;ACADM;LPCAT3;COX8A;ARL4A,MSigDB_Hallmark_2020
20,prerank,KRAS Signaling Dn,-0.4127935209502328,-1.3483961986654938,0.030303030303030304,0.059469892065360734,0.532,17/111,16.21%,CD80;CHST2;PTPRJ;SELENOP;SLC16A7;BTG2;EDN1;SYNPO;KCNMB1;MACROH2A2;ENTPD7;TAS2R4;IL12B;PLAG1;CAMK1D;SGK1;STAG3,MSigDB_Hallmark_2020
21,prerank,Estrogen Response Late,-0.3812553740655794,-1.309956376710727,0.027455121436114043,0.07849876330788257,0.651,32/153,11.03%,CD44;SLC7A5;BATF;JAK2;ELOVL5;IGFBP4;JAK1;KLF4;FKBP5;SLC16A1;XBP1;MYOF;S100A9;SIAH2;BCL2;CKB;ASS1;EMP2;FRK;DUSP2;KCNK5;SNX10;PRLR;IL6ST;ID2;DYNLT3;ISG20;SERPINA1;UNC13B;DHCR7;HPRT1;BTG3,MSigDB_Hallmark_2020
22,prerank,Bile Acid Metabolism,0.4146006507483559,1.309565150616668,0.056657223796033995,0.2740927639161449,0.709,28/81,17.29%,NPC1;CYP27A1;SCP2;ABCD1;SLC23A2;ABCA1;FDXR;HSD3B7;CAT;SLC29A1;IDH1;PEX19;PHYH;IDH2;ABCA2;PAOX;ALDH9A1;GNPAT;SLC22A18;HSD17B11;AMACR;GSTK1;PECR;ALDH1A1;PRDX5;PEX11A;RXRA;ATXN1,MSigDB_Hallmark_2020
23,prerank,Estrogen Response Early,-0.3596171060143216,-1.2445289627407101,0.05806451612903226,0.13238597084171877,0.8305,32/162,13.59%,CD44;SLC7A5;B4GALT1;JAK2;ELOVL5;RASGRP1;IGFBP4;LAD1;GAB2;KLF4;FKBP5;SLC16A1;XBP1;MYOF;SIAH2;BCL2;RHOBTB3;FRK;KCNK5;IL6ST;CANT1;DYNLT3;UNC119;DHCR7;OLFML3;TBC1D30;FASN;CXCL12;NXT1;CLDN7;CCND1;LRIG1,MSigDB_Hallmark_2020
24,prerank,Hypoxia,-0.3493603351840526,-1.2125127506345406,0.08207343412526998,0.1624690826970642,0.897,34/160,10.76%,MT2A;CHST2;IL6;BTG1;NOCT;NR3C1;PNRC1;ADM;SDC2;AK4;TNFAIP3;F3;PIM1;PLAC8;WSB1;IER3;NEDD4L;CSRP2;SIAH2;BCL2;ETS1;UGP2;MAP3K1;SDC4;NDRG1;ISG20;HSPA5;ATF3;PAM;EXT1;GAA;FAM162A;MIF;GCNT2,MSigDB_Hallmark_2020
25,prerank,Pancreas Beta Cells,-0.4670241271327803,-1.198398954204518,0.20414847161572053,0.17336506496724752,0.9225,4/27,9.13%,LMO2;MAFB;SRPRB;AKT3,MSigDB_Hallmark_2020
26,prerank,TGF-beta Signaling,0.4073135000875766,1.1663587409854832,0.21482176360225141,0.6619054293991216,0.975,13/48,17.01%,TGFBR1;SKI;ACVR1;PPM1A;SMAD3;TGIF1;SPTBN1;APC;BMPR1A;ENG;FURIN;PPP1CA;NCOR2,MSigDB_Hallmark_2020
27,prerank,Cholesterol Homeostasis,-0.3869217440587436,-1.1639546857087901,0.17937701396348013,0.21493709000967845,0.964,14/67,5.26%,ALCAM;ANTXR2;PNRC1;CYP51A1;HMGCS1;NIBAN1;LSS;ANXA5;LGMN;SREBF2;MVD;ACTG1;JAG1;SC5D,MSigDB_Hallmark_2020
28,prerank,mTORC1 Signaling,-0.3313390658576076,-1.151534303567873,0.14270724029380902,0.22519066566297452,0.976,42/167,13.84%,INSIG1;NAMPT;SLC7A5;EDEM1;ELOVL5;CYP51A1;HMGCS1;FGL2;NIBAN1;AK4;IFRD1;XBP1;LGMN;PSMA3;PNO1;PPA1;BTG2;PITPNB;DAPP1;TBK1;PSMC4;SC5D;HSPA9;UFM1;RRP9;SDF2L1;ACTR3;PSMA4;PSMD14;HSPA5;MTHFD2L;DHCR7;HPRT1;PSMD13;ETF1;M6PR;CCT6A;PSMD12;PPP1R15A;DHCR24;MAP2K3;HSPD1,MSigDB_Hallmark_2020
29,prerank,Xenobiotic Metabolism,0.3243310311847338,1.109823347274629,0.21866163996229973,0.7772245584524811,0.997,52/154,20.75%,NPC1;GSTO1;CYP27A1;ECH1;FBP1;ABHD6;LONP1;HMOX1;FAS;FAH;PINK1;CYP2S1;ALAS1;ADH5;UPP1;CASP6;CAT;POR;IDH1;SLC6A12;DHRS1;CYB5A;ABCC3;APOE;SLC6A6;BCAT1;CD36;ALDH9A1;CA2;NFS1;EPHX1;ACP2;SLC46A3;DCXR;PC;JUP;DDAH2;BPHL;GSR;HES6;PGRMC1;PTGR1;COMT;PGD;NMT1;ETS2;SLC1A5;CYFIP2;PTGES;CES1;GABARAPL1;SLC12A4,MSigDB_Hallmark_2020
30,prerank,Reactive Oxygen Species Pathway,0.3895417090256361,1.1067447447539343,0.2699905926622766,0.6613494065975143,0.9975,18/46,18.22%,MGST1;GPX4;G6PD;GLRX;MBP;LSP1;CAT;TXNRD1;TXNRD2;FES;FTL;ERCC2;PRDX2;HHEX;GSR;MPO;NDUFS2;IPCEF1,MSigDB_Hallmark_2020
31,prerank,Notch Signaling,-0.4216198165007595,-1.0932172960264,0.31926406926406925,0.3232109325237619,0.998,14/28,17.58%,WNT5A;FZD1;TCF7L2;JAG1;FZD5;MAML2;DTX2;CCND1;CUL1;NOTCH3;PSEN2;PPARD;FBXW11;HES1,MSigDB_Hallmark_2020
32,prerank,Coagulation,-0.3272887780317388,-1.070760257432215,0.3032608695652174,0.3597137087619935,0.9985,20/110,12.11%,CFB;PLEK;MMP14;C1QA;F3;LGMN;CTSH;DUSP6;A2M;BMP1;ARF4;C2;C3;THBS1;SERPINA1;TIMP1;TIMP3;CTSO;CPQ;SERPING1,MSigDB_Hallmark_2020
33,prerank,heme Metabolism,0.2932297296951375,1.006534900874803,0.4305019305019305,1.0,1.0,37/159,13.71%,SNCA;UBAC1;ACP5;PIGQ;EPB41;FBXO9;MPP1;CTSB;BMP2K;GDE1;UROS;FECH;CAT;TNS1;HAGH;SLC10A3;ALAD;HEBP1;EIF2AK1;FOXO3;HTATIP2;RBM38;MGST3;CDR2;CA2;PRDX2;ELL2;TFRC;CLCN3;CAST;ABCB6;DCAF11;KEL;HTRA2;PC;MOSPD1;MARCHF2,MSigDB_Hallmark_2020
34,prerank,Mitotic Spindle,0.28860560777957045,1.0007839784972348,0.44059869036482696,0.9378913185683582,1.0,49/165,17.56%,MYO9B;AKAP13;PXN;ABR;FLNB;RASAL2;PCM1;EPB41;TUBGCP2;VCL;ARHGAP27;MID1IP1;FGD4;LLGL1;FLNA;SMC4;DST;DYNLL2;NUMA1;SPTBN1;STK38L;APC;TLK1;ABL1;TUBA4A;PKD2;MYO1E;CEP250;RASA1;ITSN1;TRIO;SPTAN1;KIF3C;ARHGEF11;SUN2;CEP57;NCK1;CTTN;CCNB2;KATNB1;PCNT;MAP1S;ARL8A;UXT;ARAP3;CDC42EP1;ROCK1;MAP3K11;GSN,MSigDB_Hallmark_2020
35,prerank,p53 Pathway,-0.2846525142467109,-0.9954323923208934,0.46875,0.5320111225477393,1.0,37/178,10.51%,DRAM1;ADA;SOCS1;BTG1;IL1A;KLF4;NINJ1;SAT1;STOM;IER5;FUCA1;TNFSF9;CCNK;STEAP3;IER3;TAP1;BTG2;RNF19B;RGS16;TRAFD1;FBXW7;SEC61A1;RRAD;PDGFA;NDRG1;CDKN2B;DNTTIP2;ACVR1B;PLK2;TSC22D1;CDKN2AIP;CD82;EI24;ATF3;RB1;RCHY1;FAM162A,MSigDB_Hallmark_2020
36,prerank,Fatty Acid Metabolism,0.29661320563495003,0.9946406529146153,0.45695970695970695,0.8599113270826195,1.0,37/124,15.46%,GLUL;ACAA2;ECH1;ALDH3A2;HADHB;HADH;YWHAH;UROS;GRHPR;PPARA;ACAA1;RAP1GDS1;IDH1;PCBD1;ALAD;ENO3;ENO2;ACADS;CPT1A;ECI2;GSTZ1;CD36;ALDH9A1;CA2;EPHX1;DECR1;S100A10;CBR3;HSD17B11;HCCS;PDHB;BPHL;ECHS1;AUH;HMGCL;ACADVL;IDH3B,MSigDB_Hallmark_2020
37,prerank,Pperoxisome,0.31152277313850735,0.9822147517567001,0.48071495766698025,0.8255191103635173,1.0,26/79,17.29%,CLN8;TSPO;ECH1;SCP2;ABCD1;SLC23A2;YWHAH;HSD3B7;CAT;ACAA1;IDH1;IDH2;ECI2;ALDH9A1;CNBP;DLG4;GNPAT;HSD17B11;STS;HMGCL;GSTK1;PEX14;ALDH1A1;PRDX5;PEX11A;ATXN1,MSigDB_Hallmark_2020
38,prerank,UV Response Dn,-0.29569883217440973,-0.9792132170580127,0.4883474576271186,0.5569119408464388,1.0,8/114,2.56%,INSIG1;NFKB1;ATP2B1;NR3C1;SRI;SDC2;F3;ABCC1,MSigDB_Hallmark_2020
39,prerank,Myogenesis,0.2848488474601106,0.9704435533857699,0.5271028037383177,0.7970911809431575,1.0,28/144,17.56%,BHLHE40;PLXNB2;PDLIM7;HDAC5;MEF2D;SCD;NOTCH1;LSP1;SH2B1;TNNI2;HBEGF;ENO3;MEF2A;CD36;SPARC;RIT1;SPTAN1;PC;ADAM12;SYNGR2;MRAS;DENND2B;KIFC3;BAG1;MYO1C;CHRNB1;FKBP1B;GSN,MSigDB_Hallmark_2020
40,prerank,Apical Surface,-0.3523691039597212,-0.954885865378551,0.521311475409836,0.6075728572964835,1.0,2/37,0.79%,LYN;B4GALT1,MSigDB_Hallmark_2020
41,prerank,Glycolysis,0.27702687217560606,0.9526160189221522,0.5887850467289719,0.7963040837304923,1.0,57/152,27.16%,MERTK;SAP30;CXCR4;GNPDA1;G6PD;POLR3K;TALDO1;AKR1A1;GLRX;PYGL;ENO1;CASP6;GLCE;RRAGD;PLOD1;IDH1;ALDH7A1;ANG;ADORA2B;VEGFA;ENO2;IL13RA1;CYB5A;ALDH9A1;ABCB6;CTH;B3GAT3;PC;PYGB;IDUA;ME2;SLC16A3;MDH1;CAPN5;CHPF;SDHC;HDLBP;SLC37A4;B4GALT7;CLN6;CENPA;QSOX1;AGL;GALE;LHPP;GCLC;NSDHL;CITED2;FUT8;GALK1;GOT1;RPE;EXT2;MPI;GOT2;PGAM1;BPNT1,MSigDB_Hallmark_2020
42,prerank,DNA Repair,0.2809964368028231,0.9372219434615487,0.5982575024201355,0.7872060842624342,1.0,31/123,17.58%,RALA;TK2;BCAP31;MPG;DDB2;POLD4;GPX4;CMPK2;REV3L;STX3;PNP;PRIM1;TYMS;POLD1;POLR2G;POLR2I;ERCC2;AAAS;AGO4;GMPR2;CETN2;GTF2F1;TAF12;MPC2;POLR2A;POLR3GL;VPS37B;POM121;SF3A3;SURF1;POLH,MSigDB_Hallmark_2020
43,prerank,E2F Targets,-0.2734744980026543,-0.9325623269235446,0.6348012889366272,0.6528131710312243,1.0,38/148,16.42%,NBN;EZH2;RAD21;KPNA2;NOLC1;CTPS1;PTTG1;SRSF2;EIF2S1;TRA2B;PNN;SYNCRIP;CNOT9;BRMS1L;PA2G4;ING3;LYAR;CIT;STMN1;HNRNPD;CDK1;DCK;RPA2;BRCA2;ILF3;NUP153;CBX5;LMNB1;TBRG4;NOP56;STAG1;CDK4;XRCC6;ESPL1;SUV39H1;CHEK2;POLD2;H2AZ1,MSigDB_Hallmark_2020
44,prerank,PI3K/AKT/mTOR  Signaling,0.2930508100067994,0.9315895065451328,0.5915627996164909,0.7492010092514719,1.0,23/87,23.41%,GRK2;CXCR4;SQSTM1;MYD88;MAPKAP1;DDIT3;PDK1;VAV3;MAP2K6;TRIB3;RIT1;MKNK1;NCK1;PPP1CA;RAF1;CAB39L;AKT1;CAB39;MAPK9;MAP3K7;PLA2G12A;E2F1;MKNK2,MSigDB_Hallmark_2020
45,prerank,Angiogenesis,-0.3408736230266705,-0.881944577983734,0.6346356916578669,0.775672115281213,1.0,10/28,20.91%,JAG1;CXCL6;PDGFA;TIMP1;SPP1;LPL;S100A4;ITGAV;FGFR1;APP,MSigDB_Hallmark_2020
46,prerank,Wnt-beta Catenin Signaling,-0.3192849310555977,-0.8362733841645663,0.718785151856018,0.8599849446177008,1.0,10/29,20.36%,FZD1;JAG1;TCF7;CUL1;PSEN2;PPARD;NUMB;TP53;HDAC2;CTNNB1,MSigDB_Hallmark_2020
47,prerank,Protein Secretion,0.26199227622660015,0.8319726654062107,0.850844277673546,0.9821374949381678,1.0,24/88,22.74%,SNX2;PPT1;ABCA1;RAB9A;STX7;IGF2R;AP2S1;DST;GLA;ATP6V1H;VPS45;AP1G1;CLCN3;ERGIC3;VAMP3;ADAM10;CD63;ARFIP1;SEC24D;RAB22A;TMED10;CLTA;SCRN1;SCAMP1,MSigDB_Hallmark_2020
48,prerank,Spermatogenesis,0.2566960336140789,0.8002549693426523,0.8897996357012751,0.9774682272684796,1.0,26/83,31.02%,TALDO1;IP6K1;PIAS2;CCNB2;MAST2;VDAC3;IFT88;TOPBP1;STRBP;ARL4A;GSG1;NPHP1;TSN;COIL;PGS1;MTOR;HSPA1L;LPIN1;IDE;ZC3H14;MLLT10;CSNK2A2;CCNA1;STAM2;DPEP3;NF2,MSigDB_Hallmark_2020
49,prerank,Hedgehog Signaling,0.3228027457794994,0.7952957937198876,0.7782931354359925,0.9260442949257078,1.0,9/24,29.44%,LDB1;CDK6;VEGFA;RASA1;ETS2;CELSR1;TLE3;L1CAM;MYH9,MSigDB_Hallmark_2020
