,Name,Term,ES,NES,NOM p-val,FDR q-val,FWER p-val,Tag %,Gene %,Lead_genes,gene_set_db
868,prerank,Nucleotide Catabolism R-HSA-8956319,0.3060627343323441,0.7668956520946933,0.8212996389891697,1.0,1.0,4/25,6.81%,UPP1;SAMHD1;NT5C2;NUDT5,Reactome_2022
869,prerank,Transcription-Coupled Nucleotide Excision Repair (TC-NER) R-HSA-6781827,0.25461602709153014,0.7636494451099816,0.923992673992674,1.0,1.0,8/61,7.97%,XRCC1;POLD4;SLC19A1;EP300;POLD1;POLR2G;POLR2I;ERCC2,Reactome_2022
870,prerank,Negative Epigenetic Regulation Of rRNA Expression R-HSA-5250941,-0.27073947939515336,-0.7634102072956476,0.8965873836608066,0.973626814596291,1.0,16/43,20.96%,POLR1B;POLR1A;POLR1F;H2BC21;BAZ2A;TAF1A;ARID4B;POLR2K;H2BC9;TAF1D;SUV39H1;H2AZ1;POLR1E;HDAC2;POLR2H;SAP30BP,Reactome_2022
871,prerank,Nucleotide Excision Repair R-HSA-5696398,0.2435931092084395,0.7633964433553084,0.9426691729323309,1.0,1.0,11/86,9.24%,XRCC1;DDB2;POLD4;SLC19A1;TFPT;EP300;POLD1;POLR2G;POLR2I;ERCC2;CETN2,Reactome_2022
872,prerank,Regulation Of TP53 Activity R-HSA-5633007,0.23140916751699064,0.7631405712076956,0.9702602230483272,1.0,1.0,39/120,25.57%,MAPKAP1;MAPK14;PIP4K2C;PIP4K2B;ATM;ZNF385A;EP300;DYRK2;MRE11;JMY;TOP3A;CHD4;PIP4K2A;RAD50;PDPK1;MAP2K6;TAF12;DNA2;PHF20;RAD9A;PIP4P1;PRKAG2;MDM2;GATAD2A;CCNG1;SMYD2;CDK5;TOPBP1;AKT1;RFC2;MAPKAPK5;EHMT2;KMT5A;MLST8;SSRP1;STK11;MTOR;KAT5;CDKN2A,Reactome_2022
873,prerank,Aberrant Regulation Of Mitotic Exit In Cancer Due To RB1 Defects R-HSA-9687136,0.3389406600956722,0.7628595822107551,0.8028169014084507,1.0,1.0,8/16,24.33%,ANAPC4;ANAPC15;ANAPC16;ANAPC7;ANAPC5;CDC27;ANAPC11;FZR1,Reactome_2022
874,prerank,Nuclear Events Mediated By NFE2L2 R-HSA-9759194,-0.2470639241920078,-0.762232916875285,0.9504048582995951,0.9734747763446032,1.0,17/70,15.57%,PSME1;PSMA3;PSMD11;PSMC4;PSMB10;PSMA4;PSMD14;UBB;PSMA2;PSMD13;PSMD12;CUL1;UBC;PSMD7;PSMD6;PSMB4;PSME2,Reactome_2022
875,prerank,Downregulation Of TGF-beta Receptor Signaling R-HSA-2173788,0.3052896035725893,0.7596784049133846,0.8492647058823529,1.0,1.0,3/24,6.00%,TGFBR1;TGFBR2;SMAD3,Reactome_2022
876,prerank,Activation Of Pre-Replicative Complex R-HSA-68962,0.3043099219844203,0.7592061072870031,0.8243761996161229,1.0,1.0,6/24,17.25%,PRIM1;MCM4;MCM5;MCM6;MCM8;ORC5,Reactome_2022
877,prerank,Chromosome Maintenance R-HSA-73886,0.24985202783919985,0.7581103953359665,0.9251184834123223,1.0,1.0,18/70,20.68%,POLD4;NOP10;SLC19A1;ANKRD28;PRIM1;POLD1;POLR2G;POLR2I;STN1;DNA2;POLR2A;CENPN;H2AJ;OIP5;CENPX;PCNA;ACD;RFC2,Reactome_2022
878,prerank,Transcriptional Regulation By Small RNAs R-HSA-5578749,0.2712632828849175,0.7579202691359357,0.8918181818181818,1.0,1.0,10/43,16.69%,NUP85;POLR2G;NUP210;POLR2I;AAAS;AGO1;POLR2A;POM121;H2AJ;NUP133,Reactome_2022
879,prerank,Early SARS-CoV-2 Infection Events R-HSA-9772572,-0.2927086814803185,-0.7578445393228255,0.8525980911983033,0.977768838042399,1.0,8/28,18.09%,SDC2;SDC4;CHMP4B;RB1;GPC4;VCP;CHMP7;PIK3C3,Reactome_2022
880,prerank,Pre-NOTCH Transcription And Translation R-HSA-1912408,-0.28251917432986307,-0.7577313209208699,0.8817317845828934,0.9761570304552336,1.0,13/34,17.67%,RUNX1;H2BC21;MAML2;H2BC9;TFDP1;E2F3;CCND1;NOTCH3;AGO3;SNW1;MAMLD1;H2AZ1;TP53,Reactome_2022
881,prerank,Signaling By NOTCH2 R-HSA-1980145,-0.3007253420222936,-0.7575855879074122,0.8472063854047891,0.974580568637741,1.0,8/25,17.51%,JAG1;PSEN1;UBB;MAML2;PSEN2;UBC;MAMLD1;DLL4,Reactome_2022
882,prerank,TP53 Regulates Transcription Of DNA Repair Genes R-HSA-6796648,0.26555177622662524,0.7572986657865334,0.9037536092396535,1.0,1.0,20/49,27.69%,DDB2;ATM;POLR2G;POLR2I;ERCC2;GTF2F1;POLR2A;RAD51D;JUN;GTF2H1;ELOB;POLR2C;PMS2;SSRP1;FANCI;SUPT5H;NELFB;CDK12;BRCA1;ELOC,Reactome_2022
883,prerank,ER To Golgi Anterograde Transport R-HSA-199977,-0.228207480874685,-0.7558716134894721,0.9772481040086674,0.975175179828445,1.0,29/111,19.49%,SEC22B;FOLR2;ARFGAP3;ARF4;ARCN1;STX17;DYNC1LI1;TFG;ACTR1A;KDELR2;SCFD1;SERPINA1;SEC23IP;CD59;ARFGAP2;CAPZB;CAPZA1;TMEM115;COG2;SEC24C;TMED7;STX5;SEC24B;TMED2;BET1L;GOSR2;PPP6R3;CSNK1D;DCTN6,Reactome_2022
884,prerank,"Base-Excision Repair, AP Site Formation R-HSA-73929",0.33947808416029734,0.7553444458663515,0.8169144981412639,1.0,1.0,6/15,25.05%,MPG;MBD4;H2AJ;OGG1;ACD;TINF2,Reactome_2022
885,prerank,Translocation Of SLC2A4 (GLUT4) To Plasma Membrane R-HSA-1445148,0.2710853992121123,0.7546316408160864,0.8779123951537745,1.0,1.0,18/44,29.44%,RALA;RAB10;YWHAH;EXOC3;MYO1E;VAMP2;EXOC7;PRKAG2;CALM1;AKT1;RHOQ;REXO2;RAB4A;RALGAPA2;STX4;KIF3B;EXOC2;MYH9,Reactome_2022
886,prerank,Fanconi Anemia Pathway R-HSA-6783310,-0.3132250092447745,-0.7527250158511808,0.8144444444444444,0.9776048317158108,1.0,5/21,13.75%,POLR1B;POLR1A;FANCF;UBB;UBC,Reactome_2022
887,prerank,NOTCH3 Activation And Transmission Of Signal To Nucleus R-HSA-9013507,-0.31762864626330456,-0.751932356835854,0.8409343715239155,0.9768762068614167,1.0,7/20,17.51%,JAG1;PSEN1;UBB;NOTCH3;PSEN2;UBC;DLL4,Reactome_2022
888,prerank,Recognition Of DNA Damage By PCNA-containing Replication Complex R-HSA-110314,0.3073975814351832,0.7498795583669509,0.8479087452471483,1.0,1.0,3/22,5.76%,POLD4;SLC19A1;POLD1,Reactome_2022
889,prerank,Oncogene Induced Senescence R-HSA-2559585,-0.2850251348026002,-0.7493120070892783,0.8766839378238342,0.9783693548755655,1.0,10/30,14.25%,ETS1;CDKN2B;UBB;RB1;ETF1;TFDP1;E2F3;UBC;AGO3;CDK4,Reactome_2022
890,prerank,mRNA Splicing - Minor Pathway R-HSA-72165,0.27728004404184337,0.747386808559861,0.8987816307403936,1.0,1.0,14/37,25.82%,POLR2G;POLR2I;SNRNP25;GTF2F1;ZMAT5;PRPF6;POLR2A;YBX1;PRPF8;EFTUD2;SRSF1;POLR2C;SNRPD2;SNRNP200,Reactome_2022
891,prerank,Mitotic Prophase R-HSA-68875,0.24148542167848025,0.7469696415944275,0.9650943396226415,1.0,1.0,24/76,27.19%,MAPK3;NEK6;NUP85;GORASP1;NUP210;SMC4;NUMA1;AAAS;LMNA;CCNB2;POM121;H2AJ;NUP133;PRKCA;NCAPG2;SEC13;KMT5A;NEK9;RAB1B;NCAPH2;VRK1;LPIN1;BLZF1;GOLGA2,Reactome_2022
892,prerank,NoRC Negatively Regulates rRNA Expression R-HSA-427413,-0.2669400549791907,-0.7467966396617469,0.9077568134171907,0.9797262607823627,1.0,10/42,12.86%,POLR1B;POLR1A;POLR1F;H2BC21;BAZ2A;TAF1A;ARID4B;POLR2K;H2BC9;TAF1D,Reactome_2022
893,prerank,Association Of TriC/CCT With Target Proteins During Biosynthesis R-HSA-390471,-0.2854025851115701,-0.7462362245111864,0.8781838316722038,0.9786688798376902,1.0,10/31,17.67%,FBXW7;CCT2;STAT3;CCT4;CCT6A;CCT8;NOP56;FBXL3;FBXL5;TP53,Reactome_2022
894,prerank,RHO GTPases Activate NADPH Oxidases R-HSA-5668599,0.3138585737429722,0.743317343708866,0.8378378378378378,1.0,1.0,6/19,15.50%,NCF4;MAPK3;MAPK14;PRKCD;RAC2;CYBB,Reactome_2022
895,prerank,Translesion Synthesis By Y Family DNA Polymerases Bypasses Lesions On DNA Template R-HSA-110313,0.27738353579540054,0.7431460686354295,0.8929924242424242,1.0,1.0,6/32,9.43%,POLD4;SLC19A1;REV3L;TRIM25;POLD1;ISG15,Reactome_2022
896,prerank,PCNA-Dependent Long Patch Base Excision Repair R-HSA-5651801,0.32171989250204464,0.7409566544415116,0.8189493433395872,1.0,1.0,3/17,5.76%,POLD4;SLC19A1;POLD1,Reactome_2022
897,prerank,G-protein Beta:Gamma Signaling R-HSA-397795,0.29389658052654316,0.7396641669800174,0.8736059479553904,1.0,1.0,11/26,25.49%,PLCB2;PKN1;GNB2;PDPK1;PLCB3;GNB5;AKT1;GNG12;ARHGEF6;BTK;GNG7,Reactome_2022
898,prerank,Viral Messenger RNA Synthesis R-HSA-168325,0.26924170624407595,0.7395259508781085,0.9158279963403476,1.0,1.0,12/39,22.49%,NUP85;POLR2G;NUP210;POLR2I;AAAS;GTF2F1;POLR2A;POM121;NUP133;PBRM1;SEC13;POLR2C,Reactome_2022
899,prerank,PIWI-interacting RNA (piRNA) Biogenesis R-HSA-5601884,0.31622457228314477,0.7384870888051105,0.8406593406593407,1.0,1.0,5/19,22.49%,POLR2G;POLR2I;POLR2A;PLD6;POLR2C,Reactome_2022
900,prerank,Diseases Of Programmed Cell Death R-HSA-9645723,0.2687506983353648,0.7384495911703766,0.9106628242074928,1.0,1.0,10/38,20.00%,DNMT3A;CAPN1;PRIM1;FOXO3;PRDX2;LMNA;H2AJ;CAPNS1;CDK5;JUN,Reactome_2022
901,prerank,Defective B3GALTL Causes PpS R-HSA-5083635,0.30769532350809586,0.7376723840648945,0.8526315789473684,1.0,1.0,3/22,19.97%,ADAMTSL4;B3GLCT;THSD1,Reactome_2022
902,prerank,Global Genome Nucleotide Excision Repair (GG-NER) R-HSA-5696399,0.2461894624888641,0.7371258113948858,0.9535333978702807,1.0,1.0,8/65,9.24%,XRCC1;DDB2;POLD4;SLC19A1;TFPT;POLD1;ERCC2;CETN2,Reactome_2022
903,prerank,Nuclear Envelope (NE) Reassembly R-HSA-2995410,0.24834459005804208,0.7366743252985831,0.9532967032967034,1.0,1.0,11/58,16.69%,LBR;NUP85;TUBA4A;LMNA;VPS4A;CCNB2;CHMP2B;TUBA1A;POM121;TUBA1C;NUP133,Reactome_2022
904,prerank,Phosphorylation Of APC/C R-HSA-176412,0.3284437260955101,0.7365639043624487,0.8718190386427899,1.0,1.0,7/16,22.36%,ANAPC4;ANAPC15;ANAPC16;ANAPC7;ANAPC5;CDC27;ANAPC11,Reactome_2022
905,prerank,Collagen Chain Trimerization R-HSA-8948216,-0.306024845851512,-0.7332619528717211,0.8656884875846501,0.992035207292202,1.0,1/20,2.95%,COL6A2,Reactome_2022
906,prerank,HIV Transcription Initiation R-HSA-167161,-0.27120953916622464,-0.7320280249240124,0.902542372881356,0.9915254310736765,1.0,17/36,25.57%,TAF13;GTF2B;POLR2K;TAF7;TAF15;GTF2F2;TAF4;POLR2D;POLR2B;POLR2H;GTF2A1;GTF2A2;TAF11;GTF2E1;POLR2E;TAF5;GTF2E2,Reactome_2022
907,prerank,"BMAL1:CLOCK,NPAS2 Activates Circadian Gene Expression R-HSA-1368108",-0.28795656149749327,-0.7311942550634761,0.8779193205944799,0.9906984975366943,1.0,2/26,0.98%,NAMPT;NOCT,Reactome_2022
908,prerank,NEP/NS2 Interacts With Cellular Export Machinery R-HSA-168333,-0.2834361277952269,-0.7307783002423498,0.8934065934065935,0.9893453767096239,1.0,11/27,22.21%,GNL3;SEH1L;NUP98;NUP153;NUP88;NUP214;NUP58;NUP107;NUP188;NUP42;TPR,Reactome_2022
909,prerank,Synthesis Of PIPs At Golgi Membrane R-HSA-1660514,0.328823966451267,0.7299603852742896,0.8416289592760181,1.0,1.0,8/15,30.16%,PI4K2A;FIG4;PI4KB;PIK3C2A;VAC14;INPP5E;SACM1L;PIK3R4,Reactome_2022
910,prerank,Defective TPR May Confer Susceptibility Towards Thyroid Papillary Carcinoma (TPC) R-HSA-5619107,0.28988961407086733,0.7291307503216646,0.8906107566089334,1.0,1.0,6/26,16.69%,NUP85;NUP210;AAAS;MAP4K2;POM121;NUP133,Reactome_2022
911,prerank,KEAP1-NFE2L2 Pathway R-HSA-9755511,0.22769807500048989,0.7273184717571592,0.9833333333333333,1.0,1.0,23/89,20.48%,SQSTM1;HMOX1;TALDO1;NOTCH1;EP300;TXNRD1;IDH1;PSMA7;PRKCD;FBXL17;SESN2;ATF4;GSR;PSMB6;PSMB8;PHGDH;KEAP1;SESN1;SLC7A11;UBXN7;PSMB9;MAFK;AKT1,Reactome_2022
912,prerank,Triglyceride Catabolism R-HSA-163560,0.3096875407283515,0.726286171911951,0.8560885608856088,1.0,1.0,6/18,28.01%,PLIN3;PPP1CA;PRKCA;PPP1CC;FABP3;MGLL,Reactome_2022
913,prerank,Epigenetic Regulation Of Gene Expression R-HSA-212165,-0.23320865281734673,-0.7246045673550149,0.9786552828175027,0.9939737348280975,1.0,17/74,13.89%,EZH2;POLR1B;POLR1A;DDX56;POLR1F;H2BC21;BAZ2A;TAF1A;ARID4B;POLR2K;CHD3;JARID2;H2BC9;TAF1D;TDG;UHRF1;SF3B1,Reactome_2022
914,prerank,SMAD2/SMAD3:SMAD4 Heterotrimer Regulates Transcription R-HSA-2173796,-0.2805893271375987,-0.7241954941572887,0.8949044585987261,0.9926576731894389,1.0,8/28,15.23%,CCNK;CCNT2;CDKN2B;UBB;E2F4;TFDP1;UBC;CDK9,Reactome_2022
915,prerank,RHOU GTPase Cycle R-HSA-9013420,0.2736994906449349,0.72355096242633,0.9114631873252563,1.0,1.0,13/32,23.15%,ARHGAP30;GIT2;PKN1;DST;SPTBN1;SPTAN1;PIK3R2;NCK1;GIT1;MYO6;ARHGEF7;DLG5;ARHGEF6,Reactome_2022
916,prerank,Glycogen Metabolism R-HSA-8982491,0.311089567075692,0.7222218156691318,0.8536363636363636,1.0,1.0,5/18,18.08%,PYGL;PGM1;PHKB;PYGB;CALM1,Reactome_2022
917,prerank,Aggrephagy R-HSA-9646399,-0.31466621781898424,-0.7208426481950982,0.8599562363238512,0.9942312727667091,1.0,5/17,15.10%,DYNC1LI1;UBB;HDAC6;UBC;VCP,Reactome_2022
918,prerank,Synthesis Of Bile Acids And Bile Salts R-HSA-192105,0.29484579599009936,0.7202165516305109,0.8885819521178637,1.0,1.0,8/23,24.52%,CYP27A1;HSD3B7;AMACR;RXRA;OSBPL1A;AKR1C3;NCOA2;HSD17B4,Reactome_2022
919,prerank,Transport Of SLBP Dependant Mature mRNA R-HSA-159230,-0.272784394611157,-0.7195017965120969,0.922566371681416,0.993750620092975,1.0,13/30,22.21%,SEH1L;NXF1;NUP98;ALYREF;NUP153;NUP88;NCBP1;NUP214;NUP58;NUP107;NUP188;NUP42;TPR,Reactome_2022
920,prerank,Nuclear Envelope Breakdown R-HSA-2980766,0.2537596199168248,0.7161672167227356,0.9548802946593001,1.0,1.0,13/43,26.19%,NEK6;NUP85;NUP210;AAAS;LMNA;CCNB2;POM121;NUP133;PRKCA;SEC13;NEK9;VRK1;LPIN1,Reactome_2022
921,prerank,RMTs Methylate Histone Arginines R-HSA-3214858,0.2793457299315385,0.715761460535093,0.9141824751580849,1.0,1.0,9/27,19.37%,SMARCA2;DNMT3A;COPRS;SMARCD2;SMARCC2;SMARCD1;H2AJ;SMARCD3;PBRM1,Reactome_2022
922,prerank,M Phase R-HSA-68886,0.19462847524398472,0.7155745330163042,1.0,1.0,1.0,90/274,28.98%,LBR;PCM1;TUBGCP2;MAPK3;NEK6;ANAPC4;NME7;NUP85;HAUS4;GORASP1;NUP210;SMC4;MAD1L1;DYNLL2;NUMA1;AAAS;PSMA7;ANAPC15;CETN2;TUBA4A;CEP250;TAOK1;PPP2R5D;LMNA;HDAC8;VPS4A;CEP57;CCNB2;PPP2R5A;PCNT;PPP2R5B;CHMP2B;CENPN;TUBA1A;ANAPC16;PSMB6;ANAPC7;PSMB8;POM121;TUBA1C;H2AJ;NUP133;ANAPC5;DCTN1;CSNK1E;PSMB9;PRKCA;TUBG2;TUBB4B;CCP110;NCAPG2;TUBGCP6;CDC27;CEP192;DYNC1I1;HAUS6;SEC13;ANAPC11;CEP164;TUBG1;PPP1CC;KMT5A;NEDD1;SPAST;CENPA;NEK9;CEP63;SGO2;DYNC1LI2;PSMD5;RAB1B;NCAPD2;NCAPH2;VRK1;PAFAH1B1;LPIN1;CC2D1B;BLZF1;PPP2R5C;GOLGA2;INCENP;CENPH;CEP78;PSMD2;PSMC5;ANAPC2;IST1;RCC1;KANSL1;MAPK1,Reactome_2022
923,prerank,Influenza Infection R-HSA-168255,-0.2409639171360623,-0.7151899558155993,0.9698600645855759,0.9960637916989911,1.0,21/58,22.21%,GNL3;KPNA2;SEH1L;NUP98;DNAJC3;POLR2K;NUP153;KPNA1;HSPA1A;KPNB1;NUP88;GTF2F2;POLR2D;POLR2B;NUP214;NUP58;POLR2H;NUP107;NUP188;NUP42;TPR,Reactome_2022
924,prerank,DNA Damage Bypass R-HSA-73893,0.2580104573532107,0.713844296725754,0.9361904761904762,1.0,1.0,6/38,9.43%,POLD4;SLC19A1;REV3L;TRIM25;POLD1;ISG15,Reactome_2022
925,prerank,EML4 And NUDC In Mitotic Spindle Formation R-HSA-9648025,0.2316828030688336,0.7083984694899659,0.9766355140186916,1.0,1.0,24/68,30.23%,NEK6;NUP85;MAD1L1;DYNLL2;TAOK1;PPP2R5D;PPP2R5A;PPP2R5B;CENPN;NUP133;DYNC1I1;SEC13;PPP1CC;CENPA;NEK9;SGO2;DYNC1LI2;PAFAH1B1;PPP2R5C;INCENP;CENPH;KANSL1;DYNC1H1;NUDC,Reactome_2022
926,prerank,Resolution Of AP Sites Via Multiple-Nucleotide Patch Replacement Pathway R-HSA-110373,0.2979331595348618,0.7076396031628369,0.9071358748778103,1.0,1.0,3/20,5.76%,POLD4;SLC19A1;POLD1,Reactome_2022
927,prerank,HATs Acetylate Histones R-HSA-3214847,-0.23214437029788526,-0.7070160273607112,0.9818376068376068,1.0,1.0,15/70,14.43%,KANSL2;KAT7;H2BC21;KDELR2;KAT6A;ING3;ENY2;H2AC11;BRPF3;JADE3;MSL2;H2BC9;OGT;MORF4L2;EPC1,Reactome_2022
928,prerank,TGF-beta Receptor Signaling Activates SMADs R-HSA-2173789,0.25710168114800247,0.7050843297249233,0.9505946935041171,1.0,1.0,7/37,15.25%,TGFBR1;CBL;TGFBR2;SMAD3;NEDD8;FURIN;PPP1CA,Reactome_2022
929,prerank,Regulation Of TP53 Degradation R-HSA-6804757,0.2685333851792745,0.7039649826478712,0.9247015610651974,1.0,1.0,11/30,27.13%,MAPKAP1;ATM;PDPK1;PHF20;MDM2;CCNG1;AKT1;MLST8;MTOR;CDKN2A;PPP2R5C,Reactome_2022
930,prerank,Transcriptional Regulation Of Granulopoiesis R-HSA-9616222,-0.2610284014481592,-0.7034379607849984,0.9383783783783783,1.0,1.0,9/35,14.25%,KLF5;KMT2A;RUNX1;H2BC21;STAT3;H2BC9;TFDP1;SPI1;CDK4,Reactome_2022
931,prerank,Insulin Receptor Signaling Cascade R-HSA-74751,-0.25475440762104856,-0.7033568532620085,0.9516129032258065,1.0,1.0,11/39,23.38%,GAB2;SOS1;NRAS;PIGU;GRB2;PIK3C3;FGFR1;GRB10;AKT2;PIK3R1;FRS2,Reactome_2022
932,prerank,Insulin Processing R-HSA-264876,0.29660444884024467,0.7025727219861062,0.9013698630136986,1.0,1.0,9/19,35.58%,EXOC3;VAMP2;EXOC7;RAB27A;SLC30A6;EXOC2;EXOC6;ERO1A;MYO5A,Reactome_2022
933,prerank,Deadenylation Of mRNA R-HSA-429947,-0.2967142676656987,-0.7021980872392124,0.9043956043956044,1.0,1.0,7/19,15.36%,EIF4A1;CNOT9;EIF4A2;PAN3;EIF4G1;CNOT6;EIF4A3,Reactome_2022
934,prerank,RHO GTPases Activate ROCKs R-HSA-5627117,0.29849935007270056,0.7006276681697966,0.9134980988593155,1.0,1.0,3/19,7.22%,LIMK1;RHOB;PKN1,Reactome_2022
935,prerank,"Antigen Presentation: Folding, Assembly, Peptide Loading Of Class I MHC R-HSA-983170",-0.28827195549840845,-0.6990111934575789,0.9041394335511983,1.0,1.0,6/20,18.09%,HSPA5;PDIA3;SEC24C;TAPBP;SEC24B;PIK3C3,Reactome_2022
936,prerank,Recruitment And ATM-mediated Phosphorylation Of Repair And Signal Proteins At DNA Double Strand Breaks R-HSA-5693565,0.2602700669778073,0.6972079250289208,0.9496738117427772,1.0,1.0,9/35,20.66%,ATM;MRE11;ABL1;RAD50;TP53BP1;RNF168;HERC2;KDM4B;RNF8,Reactome_2022
937,prerank,Attenuation Phase R-HSA-3371568,-0.2875716984016794,-0.6967069429271111,0.9040348964013086,1.0,1.0,4/21,13.39%,DNAJB6;UBB;HSP90AB1;HSPA1A,Reactome_2022
938,prerank,Unattached Kinetochores Signal Amplification Via A MAD2 Inhibitory Signal R-HSA-141444,0.2298453492955101,0.6952924510776143,0.9741935483870968,1.0,1.0,22/64,30.23%,NUP85;MAD1L1;DYNLL2;TAOK1;PPP2R5D;PPP2R5A;PPP2R5B;CENPN;NUP133;DYNC1I1;SEC13;PPP1CC;CENPA;SGO2;DYNC1LI2;PAFAH1B1;PPP2R5C;INCENP;CENPH;KANSL1;DYNC1H1;NUDC,Reactome_2022
939,prerank,Influenza Viral RNA Transcription And Replication R-HSA-168273,-0.2468108332645114,-0.694220700952992,0.9672846237731734,1.0,1.0,17/43,22.21%,GNL3;SEH1L;NUP98;DNAJC3;POLR2K;NUP153;NUP88;GTF2F2;POLR2D;POLR2B;NUP214;NUP58;POLR2H;NUP107;NUP188;NUP42;TPR,Reactome_2022
940,prerank,RNA Polymerase I Transcription Initiation R-HSA-73762,-0.2557073466029275,-0.6930056795723045,0.9474248927038627,1.0,1.0,7/35,12.86%,POLR1B;POLR1A;POLR1F;TAF1A;POLR2K;CHD3;TAF1D,Reactome_2022
941,prerank,RUNX1 Interacts With Co-Factors Whose Precise Effect On RUNX1 Targets Is Not Known R-HSA-8939243,-0.2597352388786053,-0.6880380169336391,0.944994499449945,1.0,1.0,6/31,8.92%,PCGF5;RYBP;RUNX1;SMARCE1;CBX6;SMARCB1,Reactome_2022
942,prerank,Estrogen-dependent Nuclear Events Downstream Of ESR-membrane Signaling R-HSA-9634638,-0.2892077207949604,-0.6856600001983039,0.9152915291529153,1.0,1.0,8/18,22.93%,BCL2;SRF;AKT3;CCND1;UHMK1;CDKN1B;AKT2;EREG,Reactome_2022
943,prerank,Regulation Of PLK1 Activity At G2/M Transition R-HSA-2565942,0.23004359945182384,0.6847750510029939,0.9806451612903225,1.0,1.0,20/62,23.91%,PCM1;HAUS4;CETN2;TUBA4A;CEP250;CEP57;CCNB2;PCNT;TUBA1A;DCTN1;CSNK1E;PRKCA;TUBB4B;CCP110;CEP192;HAUS6;CEP164;TUBG1;NEDD1;CEP63,Reactome_2022
944,prerank,ERCC6 (CSB) And EHMT2 (G9a) Positively Regulate rRNA Expression R-HSA-427389,0.28896765352233156,0.6814163414527719,0.926497277676951,1.0,1.0,7/19,22.86%,MTA3;CHD4;H2AJ;GATAD2A;ERCC6;EHMT2;TTF1,Reactome_2022
945,prerank,Impaired BRCA2 Binding To RAD51 R-HSA-9709570,0.2790493854379288,0.6813197942940944,0.9204440333024977,1.0,1.0,8/23,20.68%,ATM;MRE11;TOP3A;RAD50;DNA2;RAD9A;TOPBP1;RFC2,Reactome_2022
946,prerank,"Adrenaline,noradrenaline Inhibits Insulin Secretion R-HSA-400042",0.2874432033839331,0.6794717478054257,0.921173235563703,1.0,1.0,10/20,36.43%,GNB2;CACNB3;GNB5;GNG12;GNG7;GNB1;GNAI2;CACNA1D;GNG10;ADCY6,Reactome_2022
947,prerank,APC/C:Cdc20 Mediated Degradation Of Cyclin B R-HSA-174048,-0.2820189106762052,-0.6771617703305467,0.9356223175965666,1.0,1.0,5/20,13.75%,UBE2E1;UBB;CDK1;UBE2D1;UBC,Reactome_2022
948,prerank,Diseases Of Mitotic Cell Cycle R-HSA-9675126,0.25369820214514327,0.6743250372576987,0.9688090737240076,1.0,1.0,14/33,29.16%,ANAPC4;CDK6;ANAPC15;ANAPC16;ANAPC7;ANAPC5;CDC27;CCND3;ANAPC11;E2F1;FZR1;CDKN1A;ANAPC2;ATRX,Reactome_2022
949,prerank,SUMOylation Of Transcription Cofactors R-HSA-3899300,0.2529772657827471,0.672760607117727,0.9579524680073126,1.0,1.0,11/35,23.90%,PHC2;DDX17;EP300;PCGF2;SAFB;PIAS2;NCOR2;SIN3A;NRIP1;PIAS3;NCOA2,Reactome_2022
950,prerank,Signaling By Hippo R-HSA-2028269,0.29134986652111744,0.6722502439751038,0.9127205199628597,1.0,1.0,3/17,12.46%,STK24;STK4;SAV1,Reactome_2022
951,prerank,ADP Signaling Thru P2Y Purinoceptor 12 R-HSA-392170,-0.2984101841068788,-0.6722382753124335,0.9024110218140069,1.0,1.0,2/16,7.31%,GNB4;GNG2,Reactome_2022
952,prerank,Formation Of Tubulin Folding Intermediates By CCT/TriC R-HSA-389960,-0.2811326625806466,-0.6718971787066801,0.9190101237345332,1.0,1.0,5/20,13.30%,CCT2;TUBB6;CCT4;CCT6A;CCT8,Reactome_2022
953,prerank,Aberrant Regulation Of Mitotic Cell Cycle Due To RB1 Defects R-HSA-9687139,0.2541751811910209,0.6697785143142454,0.9634489222118088,1.0,1.0,11/31,24.33%,ANAPC4;CDK6;ANAPC15;ANAPC16;ANAPC7;ANAPC5;CDC27;CCND3;ANAPC11;E2F1;FZR1,Reactome_2022
954,prerank,Abortive Elongation Of HIV-1 Transcript In Absence Of Tat R-HSA-167242,0.28311866340918623,0.6681529510520249,0.9325323475046211,1.0,1.0,9/20,30.62%,POLR2G;POLR2I;GTF2F1;POLR2A;POLR2C;SUPT5H;NELFB;NELFA;SUPT4H1,Reactome_2022
955,prerank,tRNA Processing R-HSA-72306,-0.2111236735969514,-0.665797170407104,0.9989177489177489,1.0,1.0,28/79,22.27%,NSUN6;NSUN2;SEH1L;ZBTB8OS;PUS7;NUP98;METTL1;PUS3;TP53RK;TRMT10C;NUP153;NUP88;TRMT6;QTRT2;TYW3;QTRT1;NUP214;RPP38;NUP58;CTU2;NUP107;NUP188;TRMT44;ELAC2;ADAT2;NUP42;TPR;DDX1,Reactome_2022
956,prerank,Regulation Of TP53 Expression And Degradation R-HSA-6806003,0.2521974749912891,0.6653373489403759,0.9602954755309326,1.0,1.0,11/31,27.13%,MAPKAP1;ATM;PDPK1;PHF20;MDM2;CCNG1;AKT1;MLST8;MTOR;CDKN2A;PPP2R5C,Reactome_2022
957,prerank,Activated NOTCH1 Transmits Signal To Nucleus R-HSA-2122948,-0.26638841847293854,-0.665027774588097,0.9486033519553073,1.0,1.0,8/24,17.51%,JAG1;PSEN1;UBB;DTX2;PSEN2;UBC;NUMB;DLL4,Reactome_2022
